id,name,omimid,description,created_at,updated_at
131,,606408,,2020-12-22 18:01:28,2020-12-22 18:01:28
132,,618000,,2020-12-22 18:01:28,2020-12-22 18:01:28
133,,129500,,2020-12-22 18:01:28,2020-12-22 18:01:28
134,,612918,,2020-12-22 18:01:28,2020-12-22 18:01:28
135,,133540,,2020-12-22 18:01:28,2020-12-22 18:01:28
136,,216400,,2020-12-22 18:01:28,2020-12-22 18:01:28
137,,216411,,2020-12-22 18:01:28,2020-12-22 18:01:28
138,,608779,,2020-12-22 18:01:29,2020-12-22 18:01:29
139,,263700,,2020-12-22 18:01:29,2020-12-22 18:01:29
140,,269700,,2020-12-22 18:01:29,2020-12-22 18:01:29
141,,606721,,2020-12-22 18:01:29,2020-12-22 18:01:29
142,,608594,,2020-12-22 18:01:29,2020-12-22 18:01:29
143,,612526,,2020-12-22 18:01:29,2020-12-22 18:01:29
144,,613327,,2020-12-22 18:01:29,2020-12-22 18:01:29
145,,122440,,2020-12-22 18:01:29,2020-12-22 18:01:29
146,,218040,,2020-12-22 18:01:29,2020-12-22 18:01:29
147,,612359,,2020-12-22 18:01:29,2020-12-22 18:01:29
148,,615106,,2020-12-22 18:01:29,2020-12-22 18:01:29
149,,615107,,2020-12-22 18:01:29,2020-12-22 18:01:29
150,,615108,,2020-12-22 18:01:29,2020-12-22 18:01:29
151,,615109,,2020-12-22 18:01:29,2020-12-22 18:01:29
152,,616858,,2020-12-22 18:01:29,2020-12-22 18:01:29
153,,218330,,2020-12-22 18:01:29,2020-12-22 18:01:29
154,,613610,,2020-12-22 18:01:29,2020-12-22 18:01:29
155,,614099,,2020-12-22 18:01:29,2020-12-22 18:01:29
156,,614378,,2020-12-22 18:01:29,2020-12-22 18:01:29
157,,617102,,2020-12-22 18:01:29,2020-12-22 18:01:29
158,,175500,,2020-12-22 18:01:30,2020-12-22 18:01:30
159,,123700,,2020-12-22 18:01:30,2020-12-22 18:01:30
160,,614434,,2020-12-22 18:01:30,2020-12-22 18:01:30
161,,616603,,2020-12-22 18:01:30,2020-12-22 18:01:30
162,,219100,,2020-12-22 18:01:30,2020-12-22 18:01:30
163,,614437,,2020-12-22 18:01:30,2020-12-22 18:01:30
164,,219250,,2020-12-22 18:01:30,2020-12-22 18:01:30
165,,247410,,2020-12-22 18:01:30,2020-12-22 18:01:30
166,,124200,,2020-12-22 18:01:30,2020-12-22 18:01:30
167,,617756,,2020-12-22 18:01:30,2020-12-22 18:01:30
168,,618531,,2020-12-22 18:01:30,2020-12-22 18:01:30
169,,221320,,2020-12-22 18:01:31,2020-12-22 18:01:31
170,,234580,,2020-12-22 18:01:31,2020-12-22 18:01:31
171,,616617,,2020-12-22 18:01:31,2020-12-22 18:01:31
172,,614038,,2020-12-22 18:01:31,2020-12-22 18:01:31
173,,612852,,2020-12-22 18:01:31,2020-12-22 18:01:31
174,,601230,,2020-12-22 18:01:31,2020-12-22 18:01:31
175,,607907,,2020-12-22 18:01:31,2020-12-22 18:01:31
176,,221810,,2020-12-22 18:01:31,2020-12-22 18:01:31
177,,125595,,2020-12-22 18:01:31,2020-12-22 18:01:31
178,,225410,,2020-12-22 18:01:31,2020-12-22 18:01:31
179,,221800,,2020-12-22 18:01:31,2020-12-22 18:01:31
180,,125640,,2020-12-22 18:01:31,2020-12-22 18:01:31
181,,175900,,2020-12-22 18:01:31,2020-12-22 18:01:31
182,,607728,,2020-12-22 18:01:31,2020-12-22 18:01:31
183,,612293,,2020-12-22 18:01:31,2020-12-22 18:01:31
184,,612353,,2020-12-22 18:01:31,2020-12-22 18:01:31
185,,614714,,2020-12-22 18:01:31,2020-12-22 18:01:31
186,,616063,,2020-12-22 18:01:31,2020-12-22 18:01:31
187,,616631,,2020-12-22 18:01:31,2020-12-22 18:01:31
188,,610768,,2020-12-22 18:01:32,2020-12-22 18:01:32
189,,300896,,2020-12-22 18:01:32,2020-12-22 18:01:32
190,,220500,,2020-12-22 18:01:32,2020-12-22 18:01:32
191,,179850,,2020-12-22 18:01:32,2020-12-22 18:01:32
192,,615327,,2020-12-22 18:01:32,2020-12-22 18:01:32
193,,615674,,2020-12-22 18:01:32,2020-12-22 18:01:32
194,,615696,,2020-12-22 18:01:32,2020-12-22 18:01:32
195,,223370,,2020-12-22 18:01:32,2020-12-22 18:01:32
196,,242520,,2020-12-22 18:01:32,2020-12-22 18:01:32
197,,127400,,2020-12-22 18:01:32,2020-12-22 18:01:32
198,,127500,,2020-12-22 18:01:32,2020-12-22 18:01:32
199,,612715,,2020-12-22 18:01:32,2020-12-22 18:01:32
200,,615402,,2020-12-22 18:01:32,2020-12-22 18:01:32
201,,127550,,2020-12-22 18:01:32,2020-12-22 18:01:32
202,,224230,,2020-12-22 18:01:32,2020-12-22 18:01:32
203,,305000,,2020-12-22 18:01:32,2020-12-22 18:01:32
204,,613987,,2020-12-22 18:01:32,2020-12-22 18:01:32
205,,613988,,2020-12-22 18:01:32,2020-12-22 18:01:32
206,,613989,,2020-12-22 18:01:32,2020-12-22 18:01:32
207,,613990,,2020-12-22 18:01:33,2020-12-22 18:01:33
208,,615190,,2020-12-22 18:01:33,2020-12-22 18:01:33
209,,616353,,2020-12-22 18:01:33,2020-12-22 18:01:33
210,,604536,,2020-12-22 18:01:33,2020-12-22 18:01:33
211,,129510,,2020-12-22 18:01:33,2020-12-22 18:01:33
212,,601345,,2020-12-22 18:01:33,2020-12-22 18:01:33
213,,601375,,2020-12-22 18:01:33,2020-12-22 18:01:33
214,,129900,,2020-12-22 18:01:33,2020-12-22 18:01:33
215,,604292,,2020-12-22 18:01:33,2020-12-22 18:01:33
216,,225280,,2020-12-22 18:01:33,2020-12-22 18:01:33
217,,130100,,2020-12-22 18:01:33,2020-12-22 18:01:33
218,,225500,,2020-12-22 18:01:33,2020-12-22 18:01:33
219,,617088,,2020-12-22 18:01:33,2020-12-22 18:01:33
220,,618123,,2020-12-22 18:01:33,2020-12-22 18:01:33
221,,613001,,2020-12-22 18:01:34,2020-12-22 18:01:34
222,,226400,,2020-12-22 18:01:34,2020-12-22 18:01:34
223,,305350,,2020-12-22 18:01:34,2020-12-22 18:01:34
224,,618231,,2020-12-22 18:01:34,2020-12-22 18:01:34
225,,618267,,2020-12-22 18:01:34,2020-12-22 18:01:34
226,,618309,,2020-12-22 18:01:34,2020-12-22 18:01:34
227,,226670,,2020-12-22 18:01:34,2020-12-22 18:01:34
228,,131960,,2020-12-22 18:01:34,2020-12-22 18:01:34
229,,131760,,2020-12-22 18:01:34,2020-12-22 18:01:34
230,,131900,,2020-12-22 18:01:34,2020-12-22 18:01:34
231,,131800,,2020-12-22 18:01:34,2020-12-22 18:01:34
232,,131950,,2020-12-22 18:01:34,2020-12-22 18:01:34
233,,609638,,2020-12-22 18:01:34,2020-12-22 18:01:34
234,,607602,,2020-12-22 18:01:35,2020-12-22 18:01:35
235,,144200,,2020-12-22 18:01:35,2020-12-22 18:01:35
236,,133200,,2020-12-22 18:01:35,2020-12-22 18:01:35
237,,617524,,2020-12-22 18:01:35,2020-12-22 18:01:35
238,,617525,,2020-12-22 18:01:35,2020-12-22 18:01:35
239,,617526,,2020-12-22 18:01:35,2020-12-22 18:01:35
240,,133020,,2020-12-22 18:01:35,2020-12-22 18:01:35
241,,301500,,2020-12-22 18:01:35,2020-12-22 18:01:35
242,,616901,,2020-12-22 18:01:35,2020-12-22 18:01:35
243,,120100,,2020-12-22 18:01:35,2020-12-22 18:01:35
244,,616115,,2020-12-22 18:01:35,2020-12-22 18:01:35
245,,115250,,2020-12-22 18:01:35,2020-12-22 18:01:35
246,,223900,,2020-12-22 18:01:36,2020-12-22 18:01:36
247,,147900,,2020-12-22 18:01:36,2020-12-22 18:01:36
248,,151900,,2020-12-22 18:01:36,2020-12-22 18:01:36
249,,190340,,2020-12-22 18:01:36,2020-12-22 18:01:36
250,,604367,,2020-12-22 18:01:36,2020-12-22 18:01:36
251,,151660,,2020-12-22 18:01:36,2020-12-22 18:01:36
252,,608600,,2020-12-22 18:01:36,2020-12-22 18:01:36
253,,216700,,2020-12-22 18:01:36,2020-12-22 18:01:36
254,,227645,,2020-12-22 18:01:36,2020-12-22 18:01:36
255,,227646,,2020-12-22 18:01:36,2020-12-22 18:01:36
256,,227650,,2020-12-22 18:01:36,2020-12-22 18:01:36
257,,300514,,2020-12-22 18:01:36,2020-12-22 18:01:36
258,,600901,,2020-12-22 18:01:36,2020-12-22 18:01:36
259,,603467,,2020-12-22 18:01:36,2020-12-22 18:01:36
260,,609053,,2020-12-22 18:01:36,2020-12-22 18:01:36
261,,609054,,2020-12-22 18:01:36,2020-12-22 18:01:36
262,,610832,,2020-12-22 18:01:36,2020-12-22 18:01:36
263,,613390,,2020-12-22 18:01:36,2020-12-22 18:01:36
264,,613951,,2020-12-22 18:01:36,2020-12-22 18:01:36
265,,614082,,2020-12-22 18:01:36,2020-12-22 18:01:36
266,,614083,,2020-12-22 18:01:36,2020-12-22 18:01:36
267,,615272,,2020-12-22 18:01:36,2020-12-22 18:01:36
268,,616435,,2020-12-22 18:01:36,2020-12-22 18:01:36
269,,617243,,2020-12-22 18:01:36,2020-12-22 18:01:36
270,,617244,,2020-12-22 18:01:36,2020-12-22 18:01:36
271,,617247,,2020-12-22 18:01:37,2020-12-22 18:01:37
272,,617883,,2020-12-22 18:01:37,2020-12-22 18:01:37
273,,228000,,2020-12-22 18:01:37,2020-12-22 18:01:37
274,,135100,,2020-12-22 18:01:37,2020-12-22 18:01:37
275,,136300,,2020-12-22 18:01:37,2020-12-22 18:01:37
276,,305600,,2020-12-22 18:01:37,2020-12-22 18:01:37
277,,136500,,2020-12-22 18:01:37,2020-12-22 18:01:37
278,,227260,,2020-12-22 18:01:37,2020-12-22 18:01:37
279,,614973,,2020-12-22 18:01:37,2020-12-22 18:01:37
280,,614974,,2020-12-22 18:01:37,2020-12-22 18:01:37
281,,613451,,2020-12-22 18:01:37,2020-12-22 18:01:37
282,,230740,,2020-12-22 18:01:38,2020-12-22 18:01:38
283,,175100,,2020-12-22 18:01:38,2020-12-22 18:01:38
284,,137270,,2020-12-22 18:01:38,2020-12-22 18:01:38
285,,608013,,2020-12-22 18:01:38,2020-12-22 18:01:38
286,,226650,,2020-12-22 18:01:38,2020-12-22 18:01:38
287,,614204,,2020-12-22 18:01:38,2020-12-22 18:01:38
288,,616106,,2020-12-22 18:01:38,2020-12-22 18:01:38
289,,231070,,2020-12-22 18:01:38,2020-12-22 18:01:38
290,,137550,,2020-12-22 18:01:38,2020-12-22 18:01:38
291,,135400,,2020-12-22 18:01:38,2020-12-22 18:01:38
292,,609056,,2020-12-22 18:01:38,2020-12-22 18:01:38
293,,612289,,2020-12-22 18:01:38,2020-12-22 18:01:38
