id,name,omimid,description,created_at,updated_at
120,,200150,,2020-12-22 18:01:27,2020-12-22 18:01:27
121,,233670,,2020-12-22 18:01:27,2020-12-22 18:01:27
122,,233690,,2020-12-22 18:01:27,2020-12-22 18:01:27
123,,233700,,2020-12-22 18:01:27,2020-12-22 18:01:27
124,,233710,,2020-12-22 18:01:28,2020-12-22 18:01:28
125,,306400,,2020-12-22 18:01:28,2020-12-22 18:01:28
126,,613960,,2020-12-22 18:01:28,2020-12-22 18:01:28
127,,259680,,2020-12-22 18:01:28,2020-12-22 18:01:28
128,,609628,,2020-12-22 18:01:28,2020-12-22 18:01:28
129,,156610,,2020-12-22 18:01:28,2020-12-22 18:01:28
130,,616734,,2020-12-22 18:01:28,2020-12-22 18:01:28
