id,disease_id,reference_id,created_at,updated_at
1855,699,6840,2021-04-27 13:04:01.619436,2021-04-27 13:04:01.619436
1856,877,7175,2021-04-27 13:04:02.252680,2021-04-27 13:04:02.252680
1857,688,7177,2021-04-27 13:04:04.079997,2021-04-27 13:04:04.079997
1858,677,7178,2021-04-27 13:04:11.673074,2021-04-27 13:04:11.673074
1859,397,7179,2021-04-27 13:04:14.634293,2021-04-27 13:04:14.634293
1860,480,7180,2021-04-27 13:04:15.243605,2021-04-27 13:04:15.243605
1861,855,7180,2021-04-27 13:04:15.353423,2021-04-27 13:04:15.353423
1862,869,7181,2021-04-27 13:04:21.403653,2021-04-27 13:04:21.403653
1863,683,7182,2021-04-27 13:04:25.824779,2021-04-27 13:04:25.824779
1864,213,7183,2021-04-27 13:04:39.477658,2021-04-27 13:04:39.477658
1865,677,7184,2021-04-27 13:04:40.284976,2021-04-27 13:04:40.284976
1866,692,7185,2021-04-27 13:04:40.394368,2021-04-27 13:04:40.394368
1867,677,2493,2021-04-27 13:05:23.518256,2021-04-27 13:05:23.518256
1868,692,7191,2021-04-27 13:05:23.865129,2021-04-27 13:05:23.865129
1869,692,7193,2021-04-27 13:05:24.044848,2021-04-27 13:05:24.044848
1870,692,7199,2021-04-27 13:05:30.269767,2021-04-27 13:05:30.269767
1871,692,7202,2021-04-27 13:05:30.457627,2021-04-27 13:05:30.457627
1872,750,7199,2021-04-27 13:05:34.222846,2021-04-27 13:05:34.222846
1873,692,7203,2021-04-27 13:05:38.549116,2021-04-27 13:05:38.549116
1874,750,7203,2021-04-27 13:05:39.121220,2021-04-27 13:05:39.121220
1875,367,7204,2021-04-27 13:05:47.508261,2021-04-27 13:05:47.508261
1876,349,7205,2021-04-27 13:05:47.725993,2021-04-27 13:05:47.725993
1877,682,7207,2021-04-27 13:05:48.376311,2021-04-27 13:05:48.376311
1878,466,7208,2021-04-27 13:05:48.847043,2021-04-27 13:05:48.847043
1879,466,7210,2021-04-27 13:05:51.922224,2021-04-27 13:05:51.922224
1880,466,7214,2021-04-27 13:05:52.908286,2021-04-27 13:05:52.908286
1881,466,7217,2021-04-27 13:05:53.354668,2021-04-27 13:05:53.354668
1882,466,7218,2021-04-27 13:05:53.947108,2021-04-27 13:05:53.947108
1883,677,2628,2021-04-27 13:05:57.640576,2021-04-27 13:05:57.640576
1884,19,7219,2021-04-27 13:05:57.757524,2021-04-27 13:05:57.757524
1885,86,7220,2021-04-27 13:06:00.909163,2021-04-27 13:06:00.909163
1886,514,7221,2021-04-27 13:06:01.725277,2021-04-27 13:06:01.725277
1887,686,7222,2021-04-27 13:06:01.941655,2021-04-27 13:06:01.941655
1888,253,7223,2021-04-27 13:06:11.593873,2021-04-27 13:06:11.593873
1889,204,7225,2021-04-27 13:06:17.582415,2021-04-27 13:06:17.582415
1890,262,7226,2021-04-27 13:06:20.187503,2021-04-27 13:06:20.187503
1891,391,7227,2021-04-27 13:06:23.953572,2021-04-27 13:06:23.953572
1892,391,7235,2021-04-27 13:06:24.303138,2021-04-27 13:06:24.303138
1893,391,7236,2021-04-27 13:06:24.434131,2021-04-27 13:06:24.434131
1894,391,7260,2021-04-27 13:06:25.374769,2021-04-27 13:06:25.374769
1895,391,5129,2021-04-27 13:06:25.456142,2021-04-27 13:06:25.456142
1896,391,7262,2021-04-27 13:06:25.574738,2021-04-27 13:06:25.574738
1897,391,7250,2021-04-27 13:06:25.750605,2021-04-27 13:06:25.750605
1898,232,7256,2021-04-27 13:06:27.817218,2021-04-27 13:06:27.817218
1899,232,7263,2021-04-27 13:06:27.890380,2021-04-27 13:06:27.890380
1900,232,7244,2021-04-27 13:06:28.014245,2021-04-27 13:06:28.014245
1901,232,132,2021-04-27 13:06:28.254843,2021-04-27 13:06:28.254843
1902,15,7290,2021-04-27 13:06:54.855106,2021-04-27 13:06:54.855106
1903,247,7292,2021-04-27 13:06:55.205380,2021-04-27 13:06:55.205380
1904,247,7293,2021-04-27 13:06:55.292348,2021-04-27 13:06:55.292348
1905,247,7294,2021-04-27 13:06:55.392598,2021-04-27 13:06:55.392598
1906,247,7296,2021-04-27 13:06:55.534696,2021-04-27 13:06:55.534696
1907,247,132,2021-04-27 13:06:55.651224,2021-04-27 13:06:55.651224
1908,417,7299,2021-04-27 13:06:56.704450,2021-04-27 13:06:56.704450
1909,689,7300,2021-04-27 13:07:00.623482,2021-04-27 13:07:00.623482
1910,422,7301,2021-04-27 13:07:01.645592,2021-04-27 13:07:01.645592
1911,692,7302,2021-04-27 13:07:03.772410,2021-04-27 13:07:03.772410
1912,514,7303,2021-04-27 13:07:04.640002,2021-04-27 13:07:04.640002
1913,87,7304,2021-04-27 13:07:05.150826,2021-04-27 13:07:05.150826
1914,329,7305,2021-04-27 13:07:05.357766,2021-04-27 13:07:05.357766
1915,39,216,2021-04-27 13:07:05.618815,2021-04-27 13:07:05.618815
1916,481,7306,2021-04-27 13:07:06.572725,2021-04-27 13:07:06.572725
1917,677,6344,2021-04-27 13:07:44.943624,2021-04-27 13:07:44.943624
1918,46,4204,2021-04-27 13:07:59.543876,2021-04-27 13:07:59.543876
1919,204,7318,2021-04-27 13:08:02.799509,2021-04-27 13:08:02.799509
1920,204,7319,2021-04-27 13:08:02.923931,2021-04-27 13:08:02.923931
1921,677,7325,2021-04-27 13:08:03.793580,2021-04-27 13:08:03.793580
1922,514,7326,2021-04-27 13:08:05.920437,2021-04-27 13:08:05.920437
1923,511,7328,2021-04-27 13:08:06.101187,2021-04-27 13:08:06.101187
1924,333,7329,2021-04-27 13:08:15.130923,2021-04-27 13:08:15.130923
1925,683,7330,2021-04-27 13:08:27.415388,2021-04-27 13:08:27.415388
1926,141,7331,2021-04-27 13:08:30.807159,2021-04-27 13:08:30.807159
1927,682,7330,2021-04-27 13:08:33.935468,2021-04-27 13:08:33.935468
1928,466,7333,2021-04-27 13:08:34.494692,2021-04-27 13:08:34.494692
1929,683,7336,2021-04-27 13:08:41.475907,2021-04-27 13:08:41.475907
1930,24,7337,2021-04-27 13:08:41.597039,2021-04-27 13:08:41.597039
1931,685,7339,2021-04-27 13:08:42.439875,2021-04-27 13:08:42.439875
1932,141,7340,2021-04-27 13:08:42.727118,2021-04-27 13:08:42.727118
1933,367,7341,2021-04-27 13:08:43.510996,2021-04-27 13:08:43.510996
1934,682,7336,2021-04-27 13:08:44.149098,2021-04-27 13:08:44.149098
1935,95,7342,2021-04-27 13:08:50.818033,2021-04-27 13:08:50.818033
1936,67,7343,2021-04-27 13:08:54.846191,2021-04-27 13:08:54.846191
1937,95,7344,2021-04-27 13:09:02.577860,2021-04-27 13:09:02.577860
1938,95,7345,2021-04-27 13:09:02.672667,2021-04-27 13:09:02.672667
1939,95,7353,2021-04-27 13:09:02.991335,2021-04-27 13:09:02.991335
1940,95,7354,2021-04-27 13:09:03.097493,2021-04-27 13:09:03.097493
1941,95,7372,2021-04-27 13:09:03.831692,2021-04-27 13:09:03.831692
1942,95,7355,2021-04-27 13:09:03.908897,2021-04-27 13:09:03.908897
1943,95,132,2021-04-27 13:09:04.527438,2021-04-27 13:09:04.527438
1944,95,7389,2021-04-27 13:09:04.865431,2021-04-27 13:09:04.865431
1945,398,7357,2021-04-27 13:09:05.781376,2021-04-27 13:09:05.781376
1946,466,7399,2021-04-27 13:09:09.284991,2021-04-27 13:09:09.284991
1947,466,7400,2021-04-27 13:09:12.333558,2021-04-27 13:09:12.333558
1948,688,7401,2021-04-27 13:09:49.736806,2021-04-27 13:09:49.736806
1949,38,132,2021-04-27 13:09:52.826666,2021-04-27 13:09:52.826666
1950,677,1162,2021-04-27 13:09:53.930562,2021-04-27 13:09:53.930562
1951,408,7402,2021-04-27 13:09:56.027470,2021-04-27 13:09:56.027470
1952,66,7403,2021-04-27 13:10:01.023884,2021-04-27 13:10:01.023884
1953,19,7404,2021-04-27 13:10:02.787572,2021-04-27 13:10:02.787572
1954,499,7405,2021-04-27 13:10:08.483108,2021-04-27 13:10:08.483108
1955,196,7406,2021-04-27 13:10:08.653176,2021-04-27 13:10:08.653176
1956,119,7407,2021-04-27 13:10:09.322780,2021-04-27 13:10:09.322780
1957,514,7408,2021-04-27 13:10:09.829349,2021-04-27 13:10:09.829349
1958,112,7410,2021-04-27 13:10:10.395560,2021-04-27 13:10:10.395560
1959,111,7411,2021-04-27 13:10:10.508801,2021-04-27 13:10:10.508801
1960,111,7412,2021-04-27 13:10:10.610202,2021-04-27 13:10:10.610202
1961,110,7413,2021-04-27 13:10:10.783819,2021-04-27 13:10:10.783819
1962,110,7411,2021-04-27 13:10:10.852242,2021-04-27 13:10:10.852242
1963,110,7415,2021-04-27 13:10:10.944986,2021-04-27 13:10:10.944986
1964,110,7416,2021-04-27 13:10:11.051947,2021-04-27 13:10:11.051947
1965,487,2824,2021-04-27 13:10:11.942171,2021-04-27 13:10:11.942171
1966,487,7418,2021-04-27 13:10:12.019737,2021-04-27 13:10:12.019737
1967,487,132,2021-04-27 13:10:12.087241,2021-04-27 13:10:12.087241
1968,487,7431,2021-04-27 13:10:12.186821,2021-04-27 13:10:12.186821
1969,337,7432,2021-04-27 13:10:15.751932,2021-04-27 13:10:15.751932
1970,336,7433,2021-04-27 13:10:32.555560,2021-04-27 13:10:32.555560
1971,204,7434,2021-04-27 13:10:33.561234,2021-04-27 13:10:33.561234
1972,466,132,2021-04-27 13:10:41.102357,2021-04-27 13:10:41.102357
1973,333,7435,2021-04-27 13:11:05.597315,2021-04-27 13:11:05.597315
1974,677,7436,2021-04-27 13:11:11.769393,2021-04-27 13:11:11.769393
1975,910,7437,2021-04-27 13:11:13.207677,2021-04-27 13:11:13.207677
1976,157,7438,2021-04-27 13:11:13.600466,2021-04-27 13:11:13.600466
1977,480,7440,2021-04-27 13:11:18.558135,2021-04-27 13:11:18.558135
1978,333,7441,2021-04-27 13:11:25.581066,2021-04-27 13:11:25.581066
1979,677,7442,2021-04-27 13:11:36.858561,2021-04-27 13:11:36.858561
1980,66,7443,2021-04-27 13:11:37.450248,2021-04-27 13:11:37.450248
1981,66,7444,2021-04-27 13:11:37.538455,2021-04-27 13:11:37.538455
1982,66,7445,2021-04-27 13:11:37.636322,2021-04-27 13:11:37.636322
1983,66,7448,2021-04-27 13:11:40.328085,2021-04-27 13:11:40.328085
1984,466,7449,2021-04-27 13:11:42.040356,2021-04-27 13:11:42.040356
1985,66,7450,2021-04-27 13:11:44.836242,2021-04-27 13:11:44.836242
1986,333,7451,2021-04-27 13:11:45.226424,2021-04-27 13:11:45.226424
1987,251,7452,2021-04-27 13:11:46.213417,2021-04-27 13:11:46.213417
1988,19,7460,2021-04-27 13:11:46.901482,2021-04-27 13:11:46.901482
1989,450,7480,2021-04-27 13:11:49.226902,2021-04-27 13:11:49.226902
1990,877,7487,2021-04-27 13:11:50.072412,2021-04-27 13:11:50.072412
1991,877,7479,2021-04-27 13:11:50.159320,2021-04-27 13:11:50.159320
1992,192,7488,2021-04-27 13:11:50.945050,2021-04-27 13:11:50.945050
1993,66,7489,2021-04-27 13:11:54.962998,2021-04-27 13:11:54.962998
1994,66,7492,2021-04-27 13:11:55.287329,2021-04-27 13:11:55.287329
1995,699,7496,2021-04-27 13:12:04.645761,2021-04-27 13:12:04.645761
1996,361,7497,2021-04-27 13:12:11.132174,2021-04-27 13:12:11.132174
1997,244,7498,2021-04-27 13:12:16.004576,2021-04-27 13:12:16.004576
1998,330,7499,2021-04-27 13:12:16.368283,2021-04-27 13:12:16.368283
1999,66,7500,2021-04-27 13:12:27.245991,2021-04-27 13:12:27.245991
2000,466,7501,2021-04-27 13:12:28.784597,2021-04-27 13:12:28.784597
2001,218,7503,2021-04-27 13:12:29.455901,2021-04-27 13:12:29.455901
2002,66,7504,2021-04-27 13:12:31.193473,2021-04-27 13:12:31.193473
2003,685,7506,2021-04-27 13:12:33.025890,2021-04-27 13:12:33.025890
2004,141,7508,2021-04-27 13:12:33.320243,2021-04-27 13:12:33.320243
2005,169,7509,2021-04-27 13:12:33.587612,2021-04-27 13:12:33.587612
2006,204,7510,2021-04-27 13:12:33.746630,2021-04-27 13:12:33.746630
2007,677,6647,2021-04-27 13:12:36.692078,2021-04-27 13:12:36.692078
2008,692,7520,2021-04-27 13:12:37.435462,2021-04-27 13:12:37.435462
2009,682,6734,2021-04-27 13:12:40.454236,2021-04-27 13:12:40.454236
2010,312,7523,2021-04-27 13:12:40.690927,2021-04-27 13:12:40.690927
2011,466,7524,2021-04-27 13:12:40.873778,2021-04-27 13:12:40.873778
2012,450,7484,2021-04-27 13:12:41.060530,2021-04-27 13:12:41.060530
2013,466,7527,2021-04-27 13:12:50.565227,2021-04-27 13:12:50.565227
2014,881,7529,2021-04-27 13:12:51.171499,2021-04-27 13:12:51.171499
2015,677,2899,2021-04-27 13:12:56.106953,2021-04-27 13:12:56.106953
2016,466,7530,2021-04-27 13:12:56.595874,2021-04-27 13:12:56.595874
2017,204,7531,2021-04-27 13:13:00.565644,2021-04-27 13:13:00.565644
2018,677,7532,2021-04-27 13:13:02.084539,2021-04-27 13:13:02.084539
2019,426,132,2021-04-27 13:13:03.132668,2021-04-27 13:13:03.132668
2020,426,3436,2021-04-27 13:13:03.218020,2021-04-27 13:13:03.218020
2021,424,7535,2021-04-27 13:13:03.618426,2021-04-27 13:13:03.618426
2022,450,7536,2021-04-27 13:13:07.694400,2021-04-27 13:13:07.694400
2023,86,7537,2021-04-27 13:13:08.014044,2021-04-27 13:13:08.014044
2024,133,7543,2021-04-27 13:13:23.686466,2021-04-27 13:13:23.686466
2025,466,7544,2021-04-27 13:13:28.370854,2021-04-27 13:13:28.370854
2026,466,7545,2021-04-27 13:13:39.722501,2021-04-27 13:13:39.722501
2027,466,7546,2021-04-27 13:13:53.719334,2021-04-27 13:13:53.719334
2028,158,7560,2021-04-27 13:13:54.594309,2021-04-27 13:13:54.594309
2029,166,7561,2021-04-27 13:13:55.211089,2021-04-27 13:13:55.211089
2030,473,7562,2021-04-27 13:13:55.661474,2021-04-27 13:13:55.661474
2031,490,7563,2021-04-27 13:13:55.806570,2021-04-27 13:13:55.806570
2032,43,7564,2021-04-27 13:13:55.884068,2021-04-27 13:13:55.884068
2033,43,7565,2021-04-27 13:13:56.007050,2021-04-27 13:13:56.007050
2034,140,6763,2021-04-27 13:13:57.155005,2021-04-27 13:13:57.155005
2035,140,132,2021-04-27 13:13:58.260875,2021-04-27 13:13:58.260875
2036,869,7612,2021-04-27 13:14:00.020287,2021-04-27 13:14:00.020287
2037,312,7613,2021-04-27 13:14:05.332300,2021-04-27 13:14:05.332300
2038,466,7615,2021-04-27 13:14:05.538743,2021-04-27 13:14:05.538743
2039,43,7625,2021-04-27 13:14:06.559479,2021-04-27 13:14:06.559479
2040,43,7626,2021-04-27 13:14:06.648308,2021-04-27 13:14:06.648308
2041,84,7635,2021-04-27 13:14:08.410761,2021-04-27 13:14:08.410761
2042,84,7636,2021-04-27 13:14:08.502798,2021-04-27 13:14:08.502798
2043,144,7638,2021-04-27 13:14:08.810629,2021-04-27 13:14:08.810629
2044,328,7639,2021-04-27 13:14:13.490208,2021-04-27 13:14:13.490208
2045,466,7640,2021-04-27 13:14:21.336257,2021-04-27 13:14:21.336257
2046,466,7641,2021-04-27 13:14:21.423792,2021-04-27 13:14:21.423792
2047,499,7643,2021-04-27 13:14:21.717941,2021-04-27 13:14:21.717941
2048,11,7644,2021-04-27 13:14:22.006670,2021-04-27 13:14:22.006670
2049,11,7645,2021-04-27 13:14:22.092007,2021-04-27 13:14:22.092007
2050,254,132,2021-04-27 13:14:22.299777,2021-04-27 13:14:22.299777
2051,490,7647,2021-04-27 13:14:22.391673,2021-04-27 13:14:22.391673
2052,490,7648,2021-04-27 13:14:22.478695,2021-04-27 13:14:22.478695
2053,490,7649,2021-04-27 13:14:22.581263,2021-04-27 13:14:22.581263
2054,490,7657,2021-04-27 13:14:23.036773,2021-04-27 13:14:23.036773
2055,490,7664,2021-04-27 13:14:23.289667,2021-04-27 13:14:23.289667
2056,490,7671,2021-04-27 13:14:23.688664,2021-04-27 13:14:23.688664
2057,490,132,2021-04-27 13:14:25.274913,2021-04-27 13:14:25.274913
2058,190,7731,2021-04-27 13:14:28.049386,2021-04-27 13:14:28.049386
2059,324,7733,2021-04-27 13:14:30.416058,2021-04-27 13:14:30.416058
2060,42,7734,2021-04-27 13:14:32.122911,2021-04-27 13:14:32.122911
2061,42,7735,2021-04-27 13:14:39.830958,2021-04-27 13:14:39.830958
2062,42,7739,2021-04-27 13:14:43.208580,2021-04-27 13:14:43.208580
2063,141,7743,2021-04-27 13:14:44.285646,2021-04-27 13:14:44.285646
2064,42,7736,2021-04-27 13:14:51.162429,2021-04-27 13:14:51.162429
2065,367,7744,2021-04-27 13:14:55.058177,2021-04-27 13:14:55.058177
2066,352,7745,2021-04-27 13:14:55.368584,2021-04-27 13:14:55.368584
2067,243,7745,2021-04-27 13:14:55.714250,2021-04-27 13:14:55.714250
2068,688,7749,2021-04-27 13:14:59.799767,2021-04-27 13:14:59.799767
2069,140,7750,2021-04-27 13:15:05.055653,2021-04-27 13:15:05.055653
2070,804,132,2021-04-27 13:15:07.434243,2021-04-27 13:15:07.434243
2071,171,7751,2021-04-27 13:15:07.539248,2021-04-27 13:15:07.539248
2072,158,7753,2021-04-27 13:15:07.661579,2021-04-27 13:15:07.661579
2073,158,7754,2021-04-27 13:15:08.087940,2021-04-27 13:15:08.087940
2074,158,7770,2021-04-27 13:15:08.407044,2021-04-27 13:15:08.407044
2075,158,132,2021-04-27 13:15:09.089498,2021-04-27 13:15:09.089498
2076,158,7832,2021-04-27 13:15:10.937080,2021-04-27 13:15:10.937080
2077,511,3602,2021-04-27 13:15:13.977165,2021-04-27 13:15:13.977165
2078,39,7879,2021-04-27 13:15:14.327358,2021-04-27 13:15:14.327358
2079,288,7880,2021-04-27 13:15:14.493602,2021-04-27 13:15:14.493602
2080,411,7755,2021-04-27 13:15:14.614533,2021-04-27 13:15:14.614533
2081,411,7800,2021-04-27 13:15:14.776843,2021-04-27 13:15:14.776843
2082,411,7882,2021-04-27 13:15:15.014026,2021-04-27 13:15:15.014026
2083,472,132,2021-04-27 13:15:15.779032,2021-04-27 13:15:15.779032
2084,472,7884,2021-04-27 13:15:15.960723,2021-04-27 13:15:15.960723
2085,472,7800,2021-04-27 13:15:16.022255,2021-04-27 13:15:16.022255
2086,472,7814,2021-04-27 13:15:16.090775,2021-04-27 13:15:16.090775
2087,882,7886,2021-04-27 13:15:20.998339,2021-04-27 13:15:20.998339
2088,152,7889,2021-04-27 13:15:21.716050,2021-04-27 13:15:21.716050
2089,882,7888,2021-04-27 13:15:23.120633,2021-04-27 13:15:23.120633
2090,131,132,2021-04-27 13:15:26.511442,2021-04-27 13:15:26.511442
2091,328,132,2021-04-27 13:15:26.568370,2021-04-27 13:15:26.568370
2092,328,7890,2021-04-27 13:15:26.676965,2021-04-27 13:15:26.676965
2093,882,7894,2021-04-27 13:15:27.462694,2021-04-27 13:15:27.462694
2094,204,2510,2021-04-27 13:15:32.147775,2021-04-27 13:15:32.147775
2095,511,2526,2021-04-27 13:15:34.592313,2021-04-27 13:15:34.592313
2096,139,7895,2021-04-27 13:15:48.735342,2021-04-27 13:15:48.735342
2097,343,7896,2021-04-27 13:15:49.142753,2021-04-27 13:15:49.142753
2098,395,7899,2021-04-27 13:15:50.023232,2021-04-27 13:15:50.023232
2099,369,7902,2021-04-27 13:15:50.355066,2021-04-27 13:15:50.355066
2100,429,7906,2021-04-27 13:15:51.089091,2021-04-27 13:15:51.089091
2101,304,7907,2021-04-27 13:15:51.727846,2021-04-27 13:15:51.727846
2102,309,7909,2021-04-27 13:15:51.941785,2021-04-27 13:15:51.941785
2103,24,7914,2021-04-27 13:15:52.830769,2021-04-27 13:15:52.830769
2104,312,7915,2021-04-27 13:15:55.028244,2021-04-27 13:15:55.028244
2105,466,7916,2021-04-27 13:15:55.133130,2021-04-27 13:15:55.133130
2106,206,7918,2021-04-27 13:16:05.111443,2021-04-27 13:16:05.111443
2107,688,7919,2021-04-27 13:16:05.640417,2021-04-27 13:16:05.640417
2108,166,7920,2021-04-27 13:16:16.786038,2021-04-27 13:16:16.786038
2109,262,7922,2021-04-27 13:16:20.079370,2021-04-27 13:16:20.079370
2110,306,7923,2021-04-27 13:16:25.857524,2021-04-27 13:16:25.857524
2111,152,7924,2021-04-27 13:16:26.979165,2021-04-27 13:16:26.979165
2112,692,7925,2021-04-27 13:16:29.982476,2021-04-27 13:16:29.982476
2113,101,7926,2021-04-27 13:16:37.747205,2021-04-27 13:16:37.747205
2114,481,7927,2021-04-27 13:16:37.963513,2021-04-27 13:16:37.963513
2115,66,7928,2021-04-27 13:16:38.400775,2021-04-27 13:16:38.400775
2116,677,7929,2021-04-27 13:16:40.863541,2021-04-27 13:16:40.863541
2117,204,7930,2021-04-27 13:16:44.915579,2021-04-27 13:16:44.915579
2118,336,7933,2021-04-27 13:16:48.139241,2021-04-27 13:16:48.139241
2119,270,7935,2021-04-27 13:16:56.618339,2021-04-27 13:16:56.618339
2120,699,7938,2021-04-27 13:16:57.156595,2021-04-27 13:16:57.156595
2121,682,7939,2021-04-27 13:16:58.692741,2021-04-27 13:16:58.692741
2122,910,7940,2021-04-27 13:16:59.007365,2021-04-27 13:16:59.007365
2123,855,7941,2021-04-27 13:16:59.236217,2021-04-27 13:16:59.236217
2124,502,7942,2021-04-27 13:16:59.866282,2021-04-27 13:16:59.866282
2125,869,7943,2021-04-27 13:17:07.237162,2021-04-27 13:17:07.237162
2126,34,7944,2021-04-27 13:17:08.072597,2021-04-27 13:17:08.072597
2127,332,7945,2021-04-27 13:17:16.283978,2021-04-27 13:17:16.283978
2128,332,7947,2021-04-27 13:17:16.470264,2021-04-27 13:17:16.470264
2129,247,7948,2021-04-27 13:17:18.409401,2021-04-27 13:17:18.409401
2130,39,7949,2021-04-27 13:17:18.857083,2021-04-27 13:17:18.857083
2131,247,7950,2021-04-27 13:17:21.715401,2021-04-27 13:17:21.715401
2132,247,7951,2021-04-27 13:17:21.802664,2021-04-27 13:17:21.802664
2133,247,7952,2021-04-27 13:17:21.898071,2021-04-27 13:17:21.898071
2134,66,7954,2021-04-27 13:17:24.278378,2021-04-27 13:17:24.278378
2135,66,7955,2021-04-27 13:17:24.372347,2021-04-27 13:17:24.372347
2136,247,7956,2021-04-27 13:17:26.370509,2021-04-27 13:17:26.370509
2137,268,7957,2021-04-27 13:17:50.736293,2021-04-27 13:17:50.736293
2138,196,7960,2021-04-27 13:17:52.655269,2021-04-27 13:17:52.655269
2139,141,7961,2021-04-27 13:17:52.862421,2021-04-27 13:17:52.862421
2140,241,7962,2021-04-27 13:17:55.666451,2021-04-27 13:17:55.666451
2141,241,7963,2021-04-27 13:17:55.766693,2021-04-27 13:17:55.766693
2142,241,7964,2021-04-27 13:17:55.857150,2021-04-27 13:17:55.857150
2143,241,7965,2021-04-27 13:17:55.952727,2021-04-27 13:17:55.952727
2144,241,132,2021-04-27 13:17:56.279293,2021-04-27 13:17:56.279293
2145,241,5129,2021-04-27 13:17:56.361937,2021-04-27 13:17:56.361937
2146,241,7973,2021-04-27 13:17:56.509201,2021-04-27 13:17:56.509201
2147,489,7991,2021-04-27 13:17:57.304582,2021-04-27 13:17:57.304582
2148,15,7970,2021-04-27 13:17:57.464405,2021-04-27 13:17:57.464405
2149,410,7965,2021-04-27 13:17:57.557781,2021-04-27 13:17:57.557781
2150,101,7993,2021-04-27 13:18:07.857656,2021-04-27 13:18:07.857656
2151,93,7994,2021-04-27 13:18:09.698203,2021-04-27 13:18:09.698203
2152,677,6915,2021-04-27 13:18:14.693215,2021-04-27 13:18:14.693215
2153,697,7995,2021-04-27 13:18:16.329899,2021-04-27 13:18:16.329899
2154,685,7996,2021-04-27 13:18:18.267356,2021-04-27 13:18:18.267356
2155,685,8001,2021-04-27 13:18:18.565845,2021-04-27 13:18:18.565845
2156,699,8004,2021-04-27 13:18:19.258305,2021-04-27 13:18:19.258305
2157,699,8005,2021-04-27 13:18:19.350615,2021-04-27 13:18:19.350615
2158,502,8007,2021-04-27 13:18:20.171953,2021-04-27 13:18:20.171953
2159,253,8008,2021-04-27 13:18:20.704891,2021-04-27 13:18:20.704891
2160,692,8009,2021-04-27 13:18:21.824447,2021-04-27 13:18:21.824447
2161,677,8011,2021-04-27 13:18:29.980397,2021-04-27 13:18:29.980397
2162,692,3141,2021-04-27 13:18:30.079215,2021-04-27 13:18:30.079215
2163,19,8012,2021-04-27 13:18:30.226273,2021-04-27 13:18:30.226273
2164,357,8016,2021-04-27 13:18:35.350066,2021-04-27 13:18:35.350066
2165,204,8017,2021-04-27 13:18:45.279299,2021-04-27 13:18:45.279299
2166,677,8018,2021-04-27 13:18:46.321498,2021-04-27 13:18:46.321498
2167,19,8019,2021-04-27 13:18:46.496808,2021-04-27 13:18:46.496808
2168,699,8023,2021-04-27 13:18:46.801505,2021-04-27 13:18:46.801505
2169,39,8024,2021-04-27 13:18:50.671957,2021-04-27 13:18:50.671957
2170,699,8025,2021-04-27 13:18:55.579777,2021-04-27 13:18:55.579777
2171,699,8027,2021-04-27 13:19:05.602788,2021-04-27 13:19:05.602788
2172,424,8028,2021-04-27 13:19:08.784913,2021-04-27 13:19:08.784913
2173,39,8029,2021-04-27 13:19:11.388789,2021-04-27 13:19:11.388789
2174,262,8030,2021-04-27 13:19:14.002042,2021-04-27 13:19:14.002042
2175,408,8031,2021-04-27 13:19:17.518180,2021-04-27 13:19:17.518180
2176,204,8032,2021-04-27 13:19:38.800220,2021-04-27 13:19:38.800220
2177,206,5407,2021-04-27 13:19:39.034216,2021-04-27 13:19:39.034216
2178,119,8033,2021-04-27 13:19:39.865895,2021-04-27 13:19:39.865895
2179,367,8034,2021-04-27 13:19:40.911433,2021-04-27 13:19:40.911433
2180,677,8035,2021-04-27 13:19:41.470472,2021-04-27 13:19:41.470472
2181,19,8015,2021-04-27 13:19:41.777289,2021-04-27 13:19:41.777289
2182,699,8039,2021-04-27 13:19:42.246089,2021-04-27 13:19:42.246089
2183,395,8040,2021-04-27 13:19:46.282347,2021-04-27 13:19:46.282347
2184,466,8041,2021-04-27 13:19:47.098679,2021-04-27 13:19:47.098679
2185,480,8045,2021-04-27 13:19:47.917554,2021-04-27 13:19:47.917554
2186,499,8046,2021-04-27 13:19:48.305943,2021-04-27 13:19:48.305943
2187,341,8048,2021-04-27 13:19:50.947743,2021-04-27 13:19:50.947743
2188,357,8048,2021-04-27 13:19:52.970048,2021-04-27 13:19:52.970048
2189,481,8049,2021-04-27 13:19:58.062951,2021-04-27 13:19:58.062951
2190,58,8050,2021-04-27 13:19:59.277160,2021-04-27 13:19:59.277160
2191,70,8051,2021-04-27 13:20:00.678223,2021-04-27 13:20:00.678223
2192,677,524,2021-04-27 13:20:03.962282,2021-04-27 13:20:03.962282
2193,167,8052,2021-04-27 13:20:06.688411,2021-04-27 13:20:06.688411
2194,500,8053,2021-04-27 13:20:09.575480,2021-04-27 13:20:09.575480
2195,190,8059,2021-04-27 13:20:14.483688,2021-04-27 13:20:14.483688
2196,66,8060,2021-04-27 13:20:27.765199,2021-04-27 13:20:27.765199
2197,141,8066,2021-04-27 13:20:47.643271,2021-04-27 13:20:47.643271
2198,911,8069,2021-04-27 13:20:55.388138,2021-04-27 13:20:55.388138
2199,169,8070,2021-04-27 13:20:55.496309,2021-04-27 13:20:55.496309
2200,100,8071,2021-04-27 13:20:58.930198,2021-04-27 13:20:58.930198
2201,119,8072,2021-04-27 13:20:59.090856,2021-04-27 13:20:59.090856
2202,367,8074,2021-04-27 13:21:06.071299,2021-04-27 13:21:06.071299
2203,677,611,2021-04-27 13:21:07.616463,2021-04-27 13:21:07.616463
