id,hpo,sider,name,description,created_at,updated_at,related_to,gene_phenotype_relationships_count,disease_phenotype_relationships_count
1211,HP:0002249,,Melena,,2020-12-24 16:26:44,2020-12-24 16:26:44,,21,4
1212,HP:0001232,,Nail bed telangiectasia,Telangiectases in the area of the nails.,2020-12-24 16:26:44,2021-01-19 17:06:02,skin,2,2
1213,HP:0000434,,Nasal mucosa telangiectasia,Telangiectasia of the nasal mucosa.,2020-12-24 16:26:44,2021-01-19 17:05:58,skin,2,3
1214,HP:0002707,,Palate telangiectasia,The presence of small (ca. 0.5-1.0 mm) dilated blood vessels near the surface of the mucous membranes of the palate.,2020-12-24 16:26:44,2021-01-19 17:05:45,skin,2,3
1215,HP:0001901,,Polycythemia,,2020-12-24 16:26:44,2020-12-24 16:26:44,,19,2
1216,HP:0006548,,Pulmonary arteriovenous malformation,,2020-12-24 16:26:44,2020-12-24 16:26:44,,3,4
1217,HP:0001694,,Right-to-left shunt,,2020-12-24 16:26:44,2020-12-24 16:26:44,,4,3
1218,HP:0002390,,Spinal arteriovenous malformation,,2020-12-24 16:26:44,2020-12-24 16:26:44,,3,4
1219,HP:0004406,,"Spontaneous, recurrent epistaxis",,2020-12-24 16:26:44,2020-12-24 16:26:44,,12,4
1220,HP:0000227,,Tongue telangiectasia,"Telangiectasia (that is, the presence of small dilated superficial blood vessels) of the tongue.",2020-12-24 16:26:44,2021-01-19 17:05:51,skin,2,3
1221,HP:0002250,,Abnormal large intestine morphology,,2020-12-24 16:26:44,2020-12-24 16:26:44,,233,2
1222,HP:0100013,,Neoplasm of the breast,,2020-12-24 16:26:44,2020-12-24 16:26:44,,84,3
1223,HP:0001933,,Subcutaneous hemorrhage,"This term refers to an abnormally increased susceptibility to bruising (purpura, petechiae, or ecchymoses).",2020-12-24 16:26:45,2021-01-19 17:04:51,skin,212,2
1224,HP:0000587,,Abnormality of the optic nerve,,2020-12-24 16:26:45,2020-12-24 16:26:45,,758,5
1225,HP:0004942,,Aortic aneurysm,,2020-12-24 16:26:45,2020-12-24 16:26:45,,139,6
1226,HP:0002194,,Delayed gross motor development,,2020-12-24 16:26:45,2020-12-24 16:26:45,,259,4
1227,HP:0000872,,Hashimoto thyroiditis,,2020-12-24 16:26:45,2020-12-24 16:26:45,,15,1
1228,HP:0000189,,Narrow palate,,2020-12-24 16:26:45,2020-12-24 16:26:45,,158,7
1229,HP:0100641,,Neoplasm of the adrenal cortex,,2020-12-24 16:26:45,2020-12-24 16:26:45,,24,2
1230,HP:0000098,,Tall stature,,2020-12-24 16:26:45,2020-12-24 16:26:45,,180,6
1231,HP:0001009,,Telangiectasia,"Telangiectasias refer to small dilated blood vessels located near the surface of the skin or mucous membranes, measuring between 0.5 and 1 millimeter in diameter. Telangiectasia are located especially on the tongue, lips, palate, fingers, face, conjunctiva, trunk, nail beds, and fingertips.",2020-12-24 16:26:45,2021-01-19 17:05:12,skin,137,7
1232,HP:0002890,,Thyroid carcinoma,,2020-12-24 16:26:45,2020-12-24 16:26:45,,46,3
1233,HP:0010784,,Uterine neoplasm,,2020-12-24 16:26:45,2020-12-24 16:26:45,,58,3
1234,HP:0007435,,Diffuse palmoplantar keratoderma,,2020-12-24 16:26:46,2021-01-19 17:12:18,skin,6,4
1235,HP:0002421,,Poor head control,,2020-12-24 16:26:46,2020-12-24 16:26:46,,180,1
1236,HP:0001273,,Abnormal corpus callosum morphology,,2020-12-24 16:26:46,2020-12-24 16:26:46,,784,2
1237,HP:0003134,,Abnormality of peripheral nerve conduction,,2020-12-24 16:26:46,2020-12-24 16:26:46,,114,4
1238,HP:0001302,,Pachygyria,,2020-12-24 16:26:46,2020-12-24 16:26:46,,133,5
1239,HP:0001297,,Stroke,,2020-12-24 16:26:46,2020-12-24 16:26:46,,149,9
1240,HP:0000253,,Progressive microcephaly,,2020-12-24 16:26:47,2020-12-24 16:26:47,,77,5
1241,HP:0004540,,"Congenital, generalized hypertrichosis",,2020-12-24 16:26:47,2020-12-24 16:26:47,,4,4
1242,HP:0100324,,Scleroderma,A chronic autoimmune phenomenon characterized by fibrosis (or hardening) and vascular alterations of the skin.,2020-12-24 16:26:47,2021-01-19 17:11:30,skin,12,8
1243,HP:0030053,,Stiff skin,An induration (hardening) of the skin,2020-12-24 16:26:47,2021-01-19 17:02:38,skin,7,6
1244,HP:0001433,,Hepatosplenomegaly,,2020-12-24 16:26:47,2020-12-24 16:26:47,,116,7
1245,HP:0000998,,Hypertrichosis,,2020-12-24 16:26:47,2020-12-24 16:26:47,,222,17
1246,HP:0011025,,Abnormal cardiovascular system physiology,,2020-12-24 16:26:47,2020-12-24 16:26:47,,1161,1
1247,HP:0000141,,Amenorrhea,,2020-12-24 16:26:47,2020-12-24 16:26:47,,171,4
1248,HP:0000027,,Azoospermia,,2020-12-24 16:26:47,2020-12-24 16:26:47,,113,3
1249,HP:0002257,,Chronic rhinitis,,2020-12-24 16:26:47,2020-12-24 16:26:47,,54,1
1250,HP:0001084,,Corneal arcus,,2020-12-24 16:26:47,2020-12-24 16:26:47,,12,1
1251,HP:0000105,,Enlarged kidney,,2020-12-24 16:26:47,2020-12-24 16:26:47,,32,2
1252,HP:0007380,,Facial telangiectasia,Telangiectases (small dilated blood vessels) located near the surface of the skin of the face.,2020-12-24 16:26:47,2021-01-19 17:05:31,skin,11,2
1253,HP:0003765,,Psoriasiform dermatitis,"A skin abnormality characterized by redness and irritation, with thick, red skin that displays flaky, silver-white patches (scales).",2020-12-24 16:26:48,2021-01-19 16:52:20,skin,25,5
1254,HP:0001954,,Recurrent fever,,2020-12-24 16:26:48,2020-12-24 16:26:48,,57,11
1255,HP:0100776,,Recurrent pharyngitis,,2020-12-24 16:26:48,2020-12-24 16:26:48,,6,2
1256,HP:0012724,,Upper eyelid edema,,2020-12-24 16:26:48,2020-12-24 16:26:48,,5,1
1257,HP:0025289,,Cervical lymphadenopathy,,2020-12-24 16:26:48,2020-12-24 16:26:48,,5,1
1258,HP:0003565,,Elevated erythrocyte sedimentation rate,,2020-12-24 16:26:48,2020-12-24 16:26:48,,47,9
1259,HP:0100534,,Episcleritis,,2020-12-24 16:26:48,2020-12-24 16:26:48,,5,5
1260,HP:0005830,,Flexion contracture of toe,,2020-12-24 16:26:48,2020-12-24 16:26:48,,22,6
1261,HP:0011670,,Left superior vena cava draining to coronary sinus,,2020-12-24 16:26:48,2020-12-24 16:26:48,,2,1
1262,HP:0001634,,Mitral valve prolapse,,2020-12-24 16:26:48,2020-12-24 16:26:48,,86,13
1263,HP:0002594,,Pancreatic hypoplasia,,2020-12-24 16:26:48,2020-12-24 16:26:48,,25,1
1264,HP:0001643,,Patent ductus arteriosus,,2020-12-24 16:26:48,2020-12-24 16:26:48,,262,14
1265,HP:0005200,,Retroperitoneal fibrosis,,2020-12-24 16:26:48,2020-12-24 16:26:48,,1,2
1266,HP:0001838,,Rocker bottom foot,,2020-12-24 16:26:48,2020-12-24 16:26:48,,51,4
1267,HP:0100694,,Tibial torsion,,2020-12-24 16:26:48,2020-12-24 16:26:48,,17,1
1268,HP:0100651,,Type I diabetes mellitus,,2020-12-24 16:26:48,2020-12-24 16:26:48,,55,5
1269,HP:0002987,,Elbow flexion contracture,,2020-12-24 16:26:48,2020-12-24 16:26:48,,73,6
1270,HP:0005110,,Atrial fibrillation,,2020-12-24 16:26:48,2020-12-24 16:26:48,,66,2
1271,HP:0007534,,Congenital posterior occipital alopecia,,2020-12-24 16:26:48,2020-12-24 16:26:48,,0,1
1272,HP:0001089,,Iris atrophy,,2020-12-24 16:26:48,2020-12-24 16:26:48,,5,1
1273,HP:0008720,,Primary testicular failure,,2020-12-24 16:26:48,2020-12-24 16:26:48,,0,1
1274,HP:0011663,,Right ventricular cardiomyopathy,,2020-12-24 16:26:48,2020-12-24 16:26:49,,8,2
1275,HP:0005180,,Tricuspid regurgitation,,2020-12-24 16:26:49,2020-12-24 16:26:49,,51,5
1276,HP:0008887,,Adipose tissue loss,,2020-12-24 16:26:49,2020-12-24 16:26:49,,27,6
1277,HP:0008850,,Severe postnatal growth retardation,,2020-12-24 16:26:49,2020-12-24 16:26:49,,33,5
1278,HP:0031393,,Abnormal proportion of CD8-positive T cells,,2020-12-24 16:26:49,2020-12-24 16:26:49,,15,1
1279,HP:0002850,,Decreased circulating total IgM,,2020-12-24 16:26:49,2020-12-24 16:26:49,,35,2
1280,HP:0040195,,Decreased head circumference,,2020-12-24 16:26:49,2020-12-24 16:26:49,,1135,1
1281,HP:0032218,,Decreased proportion of CD4-positive T cells,,2020-12-24 16:26:49,2020-12-24 16:26:49,,27,1
1282,HP:0003251,,Male infertility,,2020-12-24 16:26:49,2020-12-24 16:26:49,,98,3
1283,HP:0000275,,Narrow face,,2020-12-24 16:26:49,2020-12-24 16:26:49,,106,4
1284,HP:0000388,,Otitis media,,2020-12-24 16:26:49,2020-12-24 16:26:49,,245,4
1285,HP:0012743,,Abdominal obesity,,2020-12-24 16:26:49,2020-12-24 16:26:49,,23,1
1286,HP:0025615,,Abscess,,2020-12-24 16:26:49,2020-12-24 16:26:49,,45,1
1287,HP:0006721,,Acute lymphoblastic leukemia,,2020-12-24 16:26:49,2020-12-24 16:26:49,,30,2
1288,HP:0004808,,Acute myeloid leukemia,,2020-12-24 16:26:49,2020-12-24 16:26:49,,64,2
1289,HP:0012387,,Bronchitis,,2020-12-24 16:26:49,2020-12-24 16:26:49,,55,1
1290,HP:0006510,,Chronic pulmonary obstruction,,2020-12-24 16:26:49,2020-12-24 16:26:49,,34,4
1291,HP:0011471,,Gastrostomy tube feeding in infancy,,2020-12-24 16:26:49,2020-12-24 16:26:49,,112,4
1292,HP:0006758,,Malignant genitourinary tract tumor,,2020-12-24 16:26:49,2020-12-24 16:26:49,,26,2
1293,HP:0002863,,Myelodysplasia,,2020-12-24 16:26:49,2020-12-24 16:26:49,,99,8
1294,HP:0100273,,Neoplasm of the colon,,2020-12-24 16:26:49,2020-12-24 16:26:49,,78,2
1295,HP:0000798,,Oligospermia,,2020-12-24 16:26:49,2020-12-24 16:26:49,,32,2
1296,HP:0002090,,Pneumonia,,2020-12-24 16:26:49,2020-12-24 16:26:49,,197,3
1297,HP:0031123,,Recurrent gastroenteritis,,2020-12-24 16:26:49,2020-12-24 16:26:49,,13,1
1298,HP:0005353,,Recurrent herpes,,2020-12-24 16:26:50,2020-12-24 16:26:50,,14,1
1299,HP:0012384,,Rhinitis,,2020-12-24 16:26:50,2020-12-24 16:26:50,,75,3
1300,HP:0020105,,Severe toxoplasmosis,,2020-12-24 16:26:50,2020-12-24 16:26:50,,1,1
1301,HP:0032170,,Severe varicella zoster infection,,2020-12-24 16:26:50,2020-12-24 16:26:50,,8,1
1302,HP:0011110,,Tonsillitis,,2020-12-24 16:26:50,2020-12-24 16:26:50,,7,2
1303,HP:0000554,,Uveitis,,2020-12-24 16:26:50,2020-12-24 16:26:50,,46,12
1304,HP:0100751,,Esophageal neoplasm,,2020-12-24 16:26:50,2020-12-24 16:26:50,,19,3
1305,HP:0002878,,Respiratory failure,,2020-12-24 16:26:50,2020-12-24 16:26:50,,220,8
1306,HP:0012126,,Stomach cancer,,2020-12-24 16:26:50,2020-12-24 16:26:50,,20,5
1307,HP:0000690,,Agenesis of maxillary lateral incisor,,2020-12-24 16:26:50,2020-12-24 16:26:50,,4,1
1308,HP:0040012,,Chromosome breakage,,2020-12-24 16:26:50,2020-12-24 16:26:50,,28,2
1309,HP:0006528,,Chronic lung disease,,2020-12-24 16:26:50,2020-12-24 16:26:50,,36,2
1310,HP:0000868,,Decreased fertility in females,,2020-12-24 16:26:50,2020-12-24 16:26:50,,83,1
1311,HP:0005598,,Facial telangiectasia in butterfly midface distribution,Telangiectases (small dilated blood vessels) located near the surface of the skin in a butterfly midface distribution.,2020-12-24 16:26:50,2021-01-19 17:05:32,skin,2,1
1312,HP:0008897,,Postnatal growth retardation,,2020-12-24 16:26:50,2020-12-24 16:26:50,,175,9
1313,HP:0005585,,Spotty hyperpigmentation,,2020-12-24 16:26:50,2021-01-19 17:14:28,skin,6,7
1314,HP:0005590,,Spotty hypopigmentation,,2020-12-24 16:26:50,2021-01-19 17:01:58,skin,6,4
1315,HP:0001965,,Abnormal scalp morphology,,2020-12-24 16:26:50,2020-12-24 16:26:50,,329,3
1316,HP:0009738,,Abnormality of the antihelix,,2020-12-24 16:26:50,2020-12-24 16:26:50,,29,4
1317,HP:0006709,,Aplasia/Hypoplasia of the nipples,,2020-12-24 16:26:50,2020-12-24 16:26:50,,46,4
1318,HP:0100783,,Breast aplasia,,2020-12-24 16:26:50,2020-12-24 16:26:50,,16,5
1319,HP:0011251,,Underdeveloped antitragus,,2020-12-24 16:26:50,2020-12-24 16:26:50,,1,1
1320,HP:0011272,,Underdeveloped tragus,,2020-12-24 16:26:50,2020-12-24 16:26:50,,5,1
1321,HP:0100540,,Palpebral edema,,2020-12-24 16:26:51,2020-12-24 16:26:51,,37,5
1322,HP:0005580,,Duplication of renal pelvis,,2020-12-24 16:26:51,2020-12-24 16:26:51,,5,1
1323,HP:0012330,,Pyelonephritis,,2020-12-24 16:26:51,2020-12-24 16:26:51,,12,2
1324,HP:0000104,,Renal agenesis,,2020-12-24 16:26:51,2020-12-24 16:26:51,,170,6
1325,HP:0000089,,Renal hypoplasia,,2020-12-24 16:26:51,2020-12-24 16:26:51,,99,2
1326,HP:0002000,,Short columella,,2020-12-24 16:26:51,2020-12-24 16:26:51,,17,1
1327,HP:0000073,,Ureteral duplication,,2020-12-24 16:26:51,2020-12-24 16:26:51,,37,1
1328,HP:0045025,,Narrow palpebral fissure,,2020-12-24 16:26:51,2020-12-24 16:26:51,,46,2
1329,HP:0011939,,3-4 finger cutaneous syndactyly,,2020-12-24 16:26:51,2020-12-24 16:26:51,,4,2
1330,HP:0000818,,Abnormality of the endocrine system,,2020-12-24 16:26:51,2020-12-24 16:26:51,,1201,1
1331,HP:0006349,,Agenesis of permanent teeth,,2020-12-24 16:26:51,2020-12-24 16:26:51,,18,8
1332,HP:0000378,,Cupped ear,,2020-12-24 16:26:51,2020-12-24 16:26:51,,51,3
1333,HP:0002226,,White eyebrow,,2020-12-24 16:26:51,2020-12-24 16:26:51,,7,6
1334,HP:0000635,,Blue irides,,2020-12-24 16:26:51,2020-12-24 16:26:51,,26,7
1335,HP:0007513,,Generalized hypopigmentation,,2020-12-24 16:26:51,2021-01-19 17:15:56,skin,39,4
1336,HP:0007894,,Hypopigmentation of the fundus,,2020-12-24 16:26:51,2020-12-24 16:26:51,,25,5
1337,HP:0002227,,White eyelashes,,2020-12-24 16:26:51,2020-12-24 16:26:51,,8,7
1338,HP:0001073,,Cigarette-paper scars,Thin (atrophic) and wide scars.,2020-12-24 16:26:52,2021-01-19 16:59:12,skin,6,3
1339,HP:0100557,,Hemiatrophy of lower limb,,2020-12-24 16:26:52,2020-12-24 16:26:52,,0,1
1340,HP:0100558,,Hemiatrophy of upper limb,,2020-12-24 16:26:52,2020-12-24 16:26:52,,1,1
1341,HP:0004552,,Scarring alopecia of scalp,,2020-12-24 16:26:52,2021-01-19 17:02:25,skin,11,6
1342,HP:0003236,,Elevated serum creatine kinase,,2020-12-24 16:26:52,2020-12-24 16:26:52,,269,7
1343,HP:0025435,,Increased lactate dehydrogenase level,,2020-12-24 16:26:52,2020-12-24 16:26:52,,32,3
1344,HP:0007556,,Plantar hyperkeratosis,Hyperkeratosis affecting the sole of the foot.,2020-12-24 16:26:52,2021-01-19 17:08:03,skin,46,3
1345,HP:0011108,,Recurrent sinusitis,,2020-12-24 16:26:52,2020-12-24 16:26:52,,50,3
1346,HP:0005212,,Anal mucosal leukoplakia,,2020-12-24 16:26:52,2020-12-24 16:26:52,,2,2
1347,HP:0005528,,Bone marrow hypocellularity,,2020-12-24 16:26:52,2020-12-24 16:26:52,,58,7
1348,HP:0009926,,Epiphora,,2020-12-24 16:26:52,2020-12-24 16:26:52,,16,4
1349,HP:0000085,,Horseshoe kidney,,2020-12-24 16:26:53,2020-12-24 16:26:53,,82,7
1350,HP:0001882,,Leukopenia,,2020-12-24 16:26:53,2020-12-24 16:26:53,,220,5
1351,HP:0002745,,Oral leukoplakia,,2020-12-24 16:26:53,2020-12-24 16:26:53,,23,7
1352,HP:0001876,,Pancytopenia,,2020-12-24 16:26:53,2020-12-24 16:26:53,,108,7
1353,HP:0001741,,Phimosis,,2020-12-24 16:26:53,2020-12-24 16:26:53,,10,4
1354,HP:0002165,,Pterygium of nails,,2020-12-24 16:26:53,2020-12-24 16:26:53,,3,2
1355,HP:0002206,,Pulmonary fibrosis,,2020-12-24 16:26:53,2020-12-24 16:26:53,,67,13
1356,HP:0007427,,Reticulated skin pigmentation,,2020-12-24 16:26:53,2021-01-19 17:13:56,skin,6,2
1357,HP:0008661,,Urethral stenosis,,2020-12-24 16:26:53,2020-12-24 16:26:53,,40,3
1358,HP:0040019,,Finger clinodactyly,,2020-12-24 16:26:53,2020-12-24 16:26:53,,316,2
1359,HP:0003811,,Neonatal death,,2020-12-24 16:26:53,2020-12-24 16:26:53,,27,2
1360,HP:0001852,,Sandal gap,,2020-12-24 16:26:53,2020-12-24 16:26:53,,72,4
1361,HP:0009884,,Tapered distal phalanges of finger,,2020-12-24 16:26:53,2020-12-24 16:26:53,,4,2
1362,HP:0008094,,Widely spaced toes,,2020-12-24 16:26:53,2020-12-24 16:26:53,,3,1
1363,HP:0007570,,Hyperkeratosis lenticularis perstans,"Hyperkeratosis lenticularis perstans (HLP), also known as Flegel disease, is a keratinization abnormality characterized by small, asymptomatic erythematous papules that leave characteristic punctate bleeding when they become detached. The lesions generally occur symmetrically along the top of the foot and on the legs, appearing more rarely on the arms, forearms, palms, and soles, and even on the oral mucosa.",2020-12-24 16:26:54,2021-01-19 17:12:36,skin,0,1
1364,HP:0001870,,Acroosteolysis of distal phalanges (feet),,2020-12-24 16:26:54,2020-12-24 16:26:54,,2,2
1365,HP:0006710,,Aplasia/Hypoplasia of the clavicles,,2020-12-24 16:26:54,2020-12-24 16:26:54,,48,2
1366,HP:0000239,,Large fontanelles,,2020-12-24 16:26:54,2020-12-24 16:26:54,,151,7
1367,HP:0001376,,Limitation of joint mobility,,2020-12-24 16:26:54,2020-12-24 16:26:54,,352,17
1368,HP:0009839,,Osteolytic defects of the distal phalanges of the hand,,2020-12-24 16:26:54,2020-12-24 16:26:54,,4,4
1369,HP:0100679,,Lack of skin elasticity,,2020-12-24 16:26:54,2021-01-19 17:07:09,skin,41,13
1370,HP:0003761,,Calcinosis,,2020-12-24 16:26:54,2020-12-24 16:26:54,,11,7
1371,HP:0040270,,Impaired glucose tolerance,,2020-12-24 16:26:54,2020-12-24 16:26:54,,30,4
1372,HP:0000287,,Increased facial adipose tissue,,2020-12-24 16:26:54,2020-12-24 16:26:54,,1,3
1373,HP:0001070,,Mottled pigmentation,Patchy and irregular skin pigmentation.,2020-12-24 16:26:54,2021-01-19 17:16:16,skin,6,2
1374,HP:0000905,,Progressive clavicular acroosteolysis,,2020-12-24 16:26:54,2020-12-24 16:26:54,,3,4
1375,HP:0006501,,Aplasia/Hypoplasia of the radius,,2020-12-24 16:26:54,2020-12-24 16:26:54,,82,1
1376,HP:0005522,,Pyridoxine-responsive sideroblastic anemia,,2020-12-24 16:26:55,2020-12-24 16:26:55,,23,1
1377,HP:0007874,,Almond-shaped palpebral fissure,,2020-12-24 16:26:55,2020-12-24 16:26:55,,43,1
1378,HP:0001679,,Abnormal aortic morphology,,2020-12-24 16:26:55,2020-12-24 16:26:55,,318,2
1379,HP:0001646,,Abnormal aortic valve morphology,,2020-12-24 16:26:55,2020-12-24 16:26:55,,140,5
1380,HP:0100542,,Abnormal localization of kidney,,2020-12-24 16:26:55,2020-12-24 16:26:55,,163,2
1381,HP:0002823,,Abnormality of femur morphology,,2020-12-24 16:26:55,2020-12-24 16:26:55,,239,5
1382,HP:0000864,,Abnormality of the hypothalamus-pituitary axis,,2020-12-24 16:26:55,2020-12-24 16:26:55,,352,1
1383,HP:0001392,,Abnormality of the liver,,2020-12-24 16:26:55,2020-12-24 16:26:55,,928,3
1384,HP:0100587,,Abnormality of the preputium,,2020-12-24 16:26:55,2020-12-24 16:26:55,,32,1
1385,HP:0010469,,Absent testis,,2020-12-24 16:26:55,2020-12-24 16:26:55,,25,1
1386,HP:0006265,,Aplasia/Hypoplasia of fingers,,2020-12-24 16:26:55,2020-12-24 16:26:55,,325,1
1387,HP:0008053,,Aplasia/Hypoplasia of the iris,,2020-12-24 16:26:55,2020-12-24 16:26:55,,113,1
1388,HP:0010293,,Aplasia/Hypoplasia of the uvula,,2020-12-24 16:26:55,2020-12-24 16:26:55,,25,1
1389,HP:0000813,,Bicornuate uterus,,2020-12-24 16:26:55,2020-12-24 16:26:55,,44,3
1390,HP:0000453,,Choanal atresia,,2020-12-24 16:26:55,2020-12-24 16:26:55,,110,9
1391,HP:0100760,,Clubbing of toes,,2020-12-24 16:26:55,2020-12-24 16:26:55,,30,5
1392,HP:0012041,,Decreased fertility in males,,2020-12-24 16:26:55,2020-12-24 16:26:55,,128,1
1393,HP:0100867,,Duodenal stenosis,,2020-12-24 16:26:55,2020-12-24 16:26:55,,28,1
1394,HP:0000072,,Hydroureter,,2020-12-24 16:26:55,2020-12-24 16:26:55,,66,6
1395,HP:0003022,,Hypoplasia of the ulna,,2020-12-24 16:26:55,2020-12-24 16:26:55,,55,2
1396,HP:0002245,,Meckel diverticulum,,2020-12-24 16:26:55,2020-12-24 16:26:55,,59,1
1397,HP:0001562,,Oligohydramnios,,2020-12-24 16:26:56,2020-12-24 16:26:56,,134,5
1398,HP:0004349,,Reduced bone mineral density,,2020-12-24 16:26:56,2020-12-24 16:26:56,,454,12
1399,HP:0008678,,Renal hypoplasia/aplasia,,2020-12-24 16:26:56,2020-12-24 16:26:56,,295,8
1400,HP:0000340,,Sloping forehead,,2020-12-24 16:26:56,2020-12-24 16:26:56,,157,6
1401,HP:0002414,,Spina bifida,,2020-12-24 16:26:56,2020-12-24 16:26:56,,150,7
1402,HP:0001636,,Tetralogy of Fallot,,2020-12-24 16:26:56,2020-12-24 16:26:56,,141,6
1403,HP:0002575,,Tracheoesophageal fistula,,2020-12-24 16:26:56,2020-12-24 16:26:56,,73,5
1404,HP:0001199,,Triphalangeal thumb,,2020-12-24 16:26:56,2020-12-24 16:26:56,,67,4
1405,HP:0001627,,Abnormal heart morphology,,2020-12-24 16:26:56,2020-12-24 16:26:56,,1255,6
1406,HP:0003974,,Absent radius,,2020-12-24 16:26:56,2020-12-24 16:26:56,,25,2
1407,HP:0009777,,Absent thumb,,2020-12-24 16:26:56,2020-12-24 16:26:56,,44,2
1408,HP:0001017,,Anemic pallor,A type of pallor that is secondary to the presence of anemia.,2020-12-24 16:26:56,2021-01-19 17:07:06,skin,8,1
1409,HP:0003221,,Chromosomal breakage induced by crosslinking agents,,2020-12-24 16:26:56,2020-12-24 16:26:56,,10,1
1410,HP:0009943,,Complete duplication of thumb phalanx,,2020-12-24 16:26:56,2020-12-24 16:26:56,,12,2
1411,HP:0003213,,Deficient excision of UV-induced pyrimidine dimers in DNA,,2020-12-24 16:26:56,2020-12-24 16:26:56,,4,1
1412,HP:0000081,,Duplicated collecting system,,2020-12-24 16:26:56,2020-12-24 16:26:56,,17,2
1413,HP:0000086,,Ectopic kidney,,2020-12-24 16:26:56,2020-12-24 16:26:56,,66,3
1414,HP:0003214,,Prolonged G2 phase of cell cycle,,2020-12-24 16:26:56,2020-12-24 16:26:56,,4,1
1415,HP:0001896,,Reticulocytopenia,,2020-12-24 16:26:56,2020-12-24 16:26:56,,34,1
1416,HP:0009778,,Short thumb,,2020-12-24 16:26:56,2020-12-24 16:26:56,,98,2
1417,HP:0001118,,Juvenile cataract,,2020-12-24 16:26:57,2020-12-24 16:26:57,,8,1
1418,HP:0030056,,Uncombable hair,,2020-12-24 16:26:57,2020-12-24 16:26:57,,5,2
1419,HP:0011069,,Increased number of teeth,,2020-12-24 16:26:57,2020-12-24 16:26:57,,42,9
1420,HP:0010047,,Short 5th metacarpal,,2020-12-24 16:26:57,2020-12-24 16:26:57,,9,4
1421,HP:0002235,,Pili canaliculi,,2020-12-24 16:26:57,2020-12-24 16:26:57,,6,2
1422,HP:0010241,,Short proximal phalanx of finger,,2020-12-24 16:26:57,2020-12-24 16:26:57,,7,1
1423,HP:0003162,,Fasting hypoglycemia,,2020-12-24 16:26:57,2020-12-24 16:26:57,,15,2
1424,HP:0011998,,Postprandial hyperglycemia,,2020-12-24 16:26:57,2020-12-24 16:26:57,,8,2
1425,HP:0003270,,Abdominal distention,,2020-12-24 16:26:57,2020-12-24 16:26:57,,118,3
1426,HP:0008665,,Clitoral hypertrophy,,2020-12-24 16:26:57,2020-12-24 16:26:57,,66,5
1427,HP:0002219,,Facial hypertrichosis,,2020-12-24 16:26:57,2020-12-24 16:26:57,,132,3
1428,HP:0000065,,Labial hypertrophy,,2020-12-24 16:26:57,2020-12-24 16:26:57,,8,1
1429,HP:0003247,,Overgrowth of external genitalia,,2020-12-24 16:26:57,2020-12-24 16:26:57,,12,2
1430,HP:0004405,,Prominent nipples,,2020-12-24 16:26:57,2020-12-24 16:26:57,,2,1
1431,HP:0004914,,Recurrent infantile hypoglycemia,,2020-12-24 16:26:57,2020-12-24 16:26:57,,1,1
1432,HP:0011787,,Central hypothyroidism,,2020-12-24 16:26:57,2020-12-24 16:26:57,,63,2
1433,HP:0100879,,Enlarged ovaries,,2020-12-24 16:26:57,2020-12-24 16:26:57,,20,2
1434,HP:0000859,,Hyperaldosteronism,,2020-12-24 16:26:57,2020-12-24 16:26:57,,21,1
1435,HP:0002150,,Hypercalciuria,,2020-12-24 16:26:57,2020-12-24 16:26:57,,45,1
1436,HP:0002900,,Hypokalemia,,2020-12-24 16:26:57,2020-12-24 16:26:57,,61,5
1437,HP:0000848,,Increased circulating renin level,,2020-12-24 16:26:57,2020-12-24 16:26:58,,15,1
1438,HP:0025024,,Megarectum,,2020-12-24 16:26:58,2020-12-24 16:26:58,,1,1
1439,HP:0000121,,Nephrocalcinosis,,2020-12-24 16:26:58,2020-12-24 16:26:58,,71,5
1440,HP:0002035,,Rectal prolapse,,2020-12-24 16:26:58,2020-12-24 16:26:58,,27,6
1441,HP:0001396,,Cholestasis,,2020-12-24 16:26:58,2020-12-24 16:26:58,,231,4
1442,HP:0004428,,Elfin facies,,2020-12-24 16:26:58,2020-12-24 16:26:58,,12,2
1443,HP:0004510,,Pancreatic islet-cell hyperplasia,,2020-12-24 16:26:58,2020-12-24 16:26:58,,12,1
1444,HP:0000826,,Precocious puberty,,2020-12-24 16:26:58,2020-12-24 16:26:58,,151,4
1445,HP:0001525,,Severe failure to thrive,,2020-12-24 16:26:58,2020-12-24 16:26:58,,14,3
1446,HP:0000274,,Small face,,2020-12-24 16:26:58,2020-12-24 16:26:58,,122,3
1447,HP:0000925,,Abnormality of the vertebral column,,2020-12-24 16:26:58,2020-12-24 16:26:58,,1309,2
1448,HP:0003829,,Incomplete penetrance,,2020-12-24 16:26:58,2020-12-24 16:26:58,,153,4
1449,HP:0100008,,Schwannoma,,2020-12-24 16:26:58,2020-12-24 16:26:58,,8,2
1450,HP:0010302,,Spinal cord tumor,,2020-12-24 16:26:58,2020-12-24 16:26:58,,11,1
1451,HP:0003828,,Variable expressivity,,2020-12-24 16:26:58,2020-12-24 16:26:58,,313,16
1452,HP:0012393,,Allergy,,2020-12-24 16:26:58,2020-12-24 16:26:58,,27,2
1453,HP:0040189,,Scaling skin,"Refers to the loss of the outer layer of the epidermis in large, scale-like flakes.",2020-12-24 16:26:58,2021-01-19 16:56:29,skin,30,8
1454,HP:0007605,,Excessive wrinkling of palmar skin,,2020-12-24 16:26:59,2021-01-19 17:03:08,skin,9,1
