id,hpo,sider,name,description,created_at,updated_at,related_to,gene_phenotype_relationships_count,disease_phenotype_relationships_count
4177,HP:0002268,,,,2020-12-28 17:01:06,2020-12-28 17:01:06,,6,0
4178,HP:0002270,,,,2020-12-28 17:03:09,2020-12-28 17:03:09,,242,0
4179,HP:0100575,,,,2020-12-28 17:04:37,2020-12-28 17:04:37,,5,0
4180,HP:0100577,,,,2020-12-28 17:04:40,2020-12-28 17:04:40,,2,0
4181,HP:0100580,,,,2020-12-28 17:05:36,2020-12-28 17:05:36,,5,0
4182,HP:0002277,,,,2020-12-28 17:05:37,2020-12-28 17:05:37,,1,0
4183,HP:0100589,,,,2020-12-28 17:06:45,2020-12-28 17:06:45,,38,0
4184,HP:0100590,,,,2020-12-28 17:06:59,2020-12-28 17:06:59,,20,0
4185,HP:0002287,,,,2020-12-28 17:07:05,2020-12-28 17:07:05,,1,0
4186,HP:0100592,,,,2020-12-28 17:07:09,2020-12-28 17:07:09,,9,0
4187,HP:0100595,,,,2020-12-28 17:07:11,2020-12-28 17:07:11,,1,0
4188,HP:0002290,,,,2020-12-28 17:07:11,2020-12-28 17:07:11,,3,0
4189,HP:0002292,,,,2020-12-28 17:07:12,2020-12-28 17:07:12,,6,0
4190,HP:0100596,,,,2020-12-28 17:07:15,2020-12-28 17:07:15,,4,0
4191,HP:0100598,,,,2020-12-28 17:07:17,2020-12-28 17:07:17,,17,0
4192,HP:0100603,,,,2020-12-28 17:07:24,2020-12-28 17:07:24,,21,0
4193,HP:0002298,,,,2020-12-28 17:07:29,2020-12-28 17:07:29,,42,0
4194,HP:0100605,,,,2020-12-28 17:08:09,2020-12-28 17:08:09,,10,0
4195,HP:0100608,,,,2020-12-28 17:08:55,2020-12-28 17:08:55,,17,0
4196,HP:0100611,,,,2020-12-28 17:08:59,2020-12-28 17:08:59,,18,0
4197,HP:0100610,,,,2020-12-28 17:09:32,2020-12-28 17:09:32,,1,0
4198,HP:0100617,,,,2020-12-28 17:11:25,2020-12-28 17:11:25,,5,0
4199,HP:0002314,,,,2020-12-28 17:11:39,2020-12-28 17:11:39,,21,0
4200,HP:0100618,,,,2020-12-28 17:12:49,2020-12-28 17:12:49,,5,0
4201,HP:0100621,,,,2020-12-28 17:12:51,2020-12-28 17:12:51,,8,0
4202,HP:0100620,,,,2020-12-28 17:13:28,2020-12-28 17:13:28,,13,0
4203,HP:0002318,,,,2020-12-28 17:13:30,2020-12-28 17:13:30,,6,0
4204,HP:0002323,,,,2020-12-28 17:15:35,2020-12-28 17:15:35,,59,0
4205,HP:0100626,,,,2020-12-28 17:15:52,2020-12-28 17:15:52,,14,0
4206,HP:0002324,,,,2020-12-28 17:15:56,2020-12-28 17:15:56,,8,0
4207,HP:0100628,,,,2020-12-28 17:15:58,2020-12-28 17:15:58,,1,0
4208,HP:0100631,,,,2020-12-28 17:16:08,2020-12-28 17:16:08,,41,0
4209,HP:0100630,,,,2020-12-28 17:16:20,2020-12-28 17:16:20,,3,0
4210,HP:0002330,,,,2020-12-28 17:16:35,2020-12-28 17:16:35,,1,0
4211,HP:0100634,,,,2020-12-28 17:16:35,2020-12-28 17:16:35,,33,0
4212,HP:0002332,,,,2020-12-28 17:16:57,2020-12-28 17:16:57,,3,0
4213,HP:0002333,,,,2020-12-28 17:16:57,2020-12-28 17:16:57,,15,0
4214,HP:0100642,,,,2020-12-28 17:18:41,2020-12-28 17:18:41,,18,0
4215,HP:0002339,,,,2020-12-28 17:18:46,2020-12-28 17:18:46,,24,0
4216,HP:0002341,,,,2020-12-28 17:18:54,2020-12-28 17:18:54,,7,0
4217,HP:0100647,,,,2020-12-28 17:19:52,2020-12-28 17:19:52,,5,0
4218,HP:0100648,,,,2020-12-28 17:21:00,2020-12-28 17:21:00,,36,0
4219,HP:0002346,,,,2020-12-28 17:21:10,2020-12-28 17:21:10,,33,0
4220,HP:0100650,,,,2020-12-28 17:21:30,2020-12-28 17:21:30,,8,0
4221,HP:0100653,,,,2020-12-28 17:21:32,2020-12-28 17:21:32,,18,0
4222,HP:0002349,,,,2020-12-28 17:21:37,2020-12-28 17:21:37,,16,0
4223,HP:0002350,,,,2020-12-28 17:21:40,2020-12-28 17:21:40,,137,0
4224,HP:0002352,,,,2020-12-28 17:22:22,2020-12-28 17:22:22,,212,0
4225,HP:0002356,,,,2020-12-28 17:28:29,2020-12-28 17:28:29,,16,0
4226,HP:0100661,,,,2020-12-28 17:28:33,2020-12-28 17:28:33,,12,0
4227,HP:0100660,,,,2020-12-28 17:28:50,2020-12-28 17:28:50,,232,0
4228,HP:0100663,,,,2020-12-28 17:29:49,2020-12-28 17:29:49,,2,0
4229,HP:0002359,,,,2020-12-28 17:29:50,2020-12-28 17:29:50,,95,0
4230,HP:0002361,,,,2020-12-28 17:32:32,2020-12-28 17:32:32,,13,0
4231,HP:0002363,,,,2020-12-28 17:32:44,2020-12-28 17:32:44,,221,0
4232,HP:0002365,,,,2020-12-28 17:33:53,2020-12-28 17:33:53,,66,0
4233,HP:0100671,,,,2020-12-28 17:34:12,2020-12-28 17:34:12,,31,0
4234,HP:0002366,,,,2020-12-28 17:34:19,2020-12-28 17:34:19,,24,0
4235,HP:0002367,,,,2020-12-28 17:34:25,2020-12-28 17:34:25,,17,0
4236,HP:0100672,,,,2020-12-28 17:34:32,2020-12-28 17:34:32,,2,0
4237,HP:0002370,,,,2020-12-28 17:34:32,2020-12-28 17:34:32,,28,0
4238,HP:0002371,,,,2020-12-28 17:34:38,2020-12-28 17:34:38,,42,0
4239,HP:0002372,,,,2020-12-28 17:34:51,2020-12-28 17:34:51,,5,0
4240,HP:0002374,,,,2020-12-28 17:35:26,2020-12-28 17:35:26,,65,0
4241,HP:0002378,,,,2020-12-28 17:37:17,2020-12-28 17:37:17,,28,0
4242,HP:0100682,,,,2020-12-28 17:37:24,2020-12-28 17:37:24,,4,0
4243,HP:0100685,,,,2020-12-28 17:37:46,2020-12-28 17:37:46,,23,0
4244,HP:0100691,,,,2020-12-28 17:39:22,2020-12-28 17:39:22,,268,0
4245,HP:0100693,,,,2020-12-28 17:40:34,2020-12-28 17:40:34,,5,0
4246,HP:0100692,,,,2020-12-28 17:40:35,2020-12-28 17:40:35,,113,0
4247,HP:0002392,,,,2020-12-28 17:41:17,2020-12-28 17:41:17,,35,0
4248,HP:0002396,,,,2020-12-28 17:42:15,2020-12-28 17:42:15,,25,0
4249,HP:0100700,,,,2020-12-28 17:42:23,2020-12-28 17:42:23,,27,0
4250,HP:0002398,,,,2020-12-28 17:42:33,2020-12-28 17:42:33,,15,0
4251,HP:0100705,,,,2020-12-28 17:42:43,2020-12-28 17:42:43,,146,0
4252,HP:0100707,,,,2020-12-28 17:44:31,2020-12-28 17:44:31,,41,0
4253,HP:0002403,,,,2020-12-28 17:44:45,2020-12-28 17:44:45,,14,0
4254,HP:0100706,,,,2020-12-28 17:44:49,2020-12-28 17:44:49,,1,0
4255,HP:0002404,,,,2020-12-28 17:44:49,2020-12-28 17:44:49,,4,0
4256,HP:0100709,,,,2020-12-28 17:44:50,2020-12-28 17:44:50,,1,0
4257,HP:0002406,,,,2020-12-28 17:44:50,2020-12-28 17:44:50,,14,0
4258,HP:0100711,,,,2020-12-28 17:44:54,2020-12-28 17:44:54,,84,0
4259,HP:0100712,,,,2020-12-28 17:45:50,2020-12-28 17:45:50,,23,0
4260,HP:0002410,,,,2020-12-28 17:45:55,2020-12-28 17:45:55,,17,0
4261,HP:0002411,,,,2020-12-28 17:46:00,2020-12-28 17:46:00,,16,0
4262,HP:0100719,,,,2020-12-28 17:47:14,2020-12-28 17:47:14,,2,0
4263,HP:0002416,,,,2020-12-28 17:47:47,2020-12-28 17:47:47,,6,0
4264,HP:0002418,,,,2020-12-28 17:47:51,2020-12-28 17:47:51,,71,0
4265,HP:0002419,,,,2020-12-28 17:48:18,2020-12-28 17:48:18,,34,0
4266,HP:0100726,,,"A systemic disease which can present with cutaneous lesions with or without internal involvement. Tumors are caused by Human herpesvirus 8 (HHV8), also known as Kaposi's sarcoma-associated herpesvirus (KSHV).",2020-12-28 17:49:19,2021-01-19 16:54:10,skin,3,0
4267,HP:0002423,,,,2020-12-28 17:49:20,2020-12-28 17:49:20,,9,0
4268,HP:0100728,,,,2020-12-28 17:50:31,2020-12-28 17:50:31,,45,0
4269,HP:0002425,,,,2020-12-28 17:50:44,2020-12-28 17:50:44,,12,0
4270,HP:0002427,,,,2020-12-28 17:50:48,2020-12-28 17:50:48,,10,0
4271,HP:0100733,,,,2020-12-28 17:50:50,2020-12-28 17:50:50,,18,0
4272,HP:0100732,,,,2020-12-28 17:50:56,2020-12-28 17:50:56,,19,0
4273,HP:0100734,,,,2020-12-28 17:51:04,2020-12-28 17:51:04,,1,0
4274,HP:0100737,,,,2020-12-28 17:51:04,2020-12-28 17:51:04,,548,0
4275,HP:0100736,,,,2020-12-28 17:54:27,2020-12-28 17:54:27,,207,0
4276,HP:0100739,,,,2020-12-28 17:55:29,2020-12-28 17:55:29,,4,0
4277,HP:0100738,,,,2020-12-28 17:55:32,2020-12-28 17:55:32,,79,0
4278,HP:0002436,,,,2020-12-28 17:56:08,2020-12-28 17:56:08,,11,0
4279,HP:0002438,,,,2020-12-28 17:56:11,2020-12-28 17:56:11,,345,0
4280,HP:0100742,,,,2020-12-28 17:58:10,2020-12-28 17:58:10,,136,0
4281,HP:0002439,,,,2020-12-28 17:58:54,2020-12-28 17:58:54,,1,0
4282,HP:0100744,,,,2020-12-28 17:58:54,2020-12-28 17:58:54,,45,0
4283,HP:0002442,,,,2020-12-28 17:59:07,2020-12-28 17:59:07,,22,0
4284,HP:0100748,,,,2020-12-28 17:59:45,2020-12-28 17:59:45,,2,0
4285,HP:0002448,,,,2020-12-28 18:00:26,2020-12-28 18:00:26,,8,0
4286,HP:0100752,,,,2020-12-28 18:00:27,2020-12-28 18:00:27,,1,0
4287,HP:0100755,,,,2020-12-28 18:00:27,2020-12-28 18:00:27,,169,0
4288,HP:0002450,,,,2020-12-28 18:01:09,2020-12-28 18:01:09,,71,0
4289,HP:0100754,,,,2020-12-28 18:01:58,2020-12-28 18:01:58,,42,0
4290,HP:0100757,,,,2020-12-28 18:02:09,2020-12-28 18:02:09,,2,0
4291,HP:0002453,,,,2020-12-28 18:02:09,2020-12-28 18:02:09,,18,0
4292,HP:0002454,,,,2020-12-28 18:02:21,2020-12-28 18:02:21,,3,0
4293,HP:0002457,,,,2020-12-28 18:02:28,2020-12-28 18:02:28,,31,0
4294,HP:0100765,,,,2020-12-28 18:06:11,2020-12-28 18:06:11,,27,0
4295,HP:0100767,,,,2020-12-28 18:06:18,2020-12-28 18:06:18,,31,0
4296,HP:0100766,,,,2020-12-28 18:06:27,2020-12-28 18:06:27,,13,0
4297,HP:0002463,,,,2020-12-28 18:06:31,2020-12-28 18:06:31,,47,0
4298,HP:0002464,,,,2020-12-28 18:06:44,2020-12-28 18:06:44,,26,0
4299,HP:0100768,,,,2020-12-28 18:08:11,2020-12-28 18:08:11,,8,0
4300,HP:0100771,,,,2020-12-28 18:08:14,2020-12-28 18:08:14,,16,0
4301,HP:0100770,,,,2020-12-28 18:08:18,2020-12-28 18:08:18,,1,0
4302,HP:0002470,,,,2020-12-28 18:08:19,2020-12-28 18:08:19,,9,0
4303,HP:0100775,,,,2020-12-28 18:08:20,2020-12-28 18:08:20,,20,0
4304,HP:0002472,,,,2020-12-28 18:08:37,2020-12-28 18:08:37,,8,0
4305,HP:0002474,,,,2020-12-28 18:08:45,2020-12-28 18:08:45,,40,0
4306,HP:0100779,,,,2020-12-28 18:08:56,2020-12-28 18:08:56,,21,0
4307,HP:0100778,,,,2020-12-28 18:09:07,2020-12-28 18:09:07,,1,0
4308,HP:0002476,,,,2020-12-28 18:09:07,2020-12-28 18:09:07,,18,0
4309,HP:0002478,,,,2020-12-28 18:09:13,2020-12-28 18:09:13,,11,0
4310,HP:0002480,,,,2020-12-28 18:09:28,2020-12-28 18:09:28,,8,0
4311,HP:0100787,,,,2020-12-28 18:09:31,2020-12-28 18:09:31,,30,0
4312,HP:0002483,,,,2020-12-28 18:09:40,2020-12-28 18:09:40,,38,0
4313,HP:0100786,,,,2020-12-28 18:09:48,2020-12-28 18:09:48,,17,0
4314,HP:0100789,,,,2020-12-28 18:09:52,2020-12-28 18:09:52,,2,0
4315,HP:0002486,,,,2020-12-28 18:09:53,2020-12-28 18:09:53,,26,0
4316,HP:0002490,,,,2020-12-28 18:12:39,2020-12-28 18:12:39,,104,0
4317,HP:0100795,,,,2020-12-28 18:13:09,2020-12-28 18:13:09,,1,0
4318,HP:0002491,,,,2020-12-28 18:13:09,2020-12-28 18:13:09,,1,0
4319,HP:0002492,,,,2020-12-28 18:13:09,2020-12-28 18:13:09,,42,0
4320,HP:0002493,,,,2020-12-28 18:13:22,2020-12-28 18:13:22,,1198,0
4321,HP:0002494,,,,2020-12-28 18:20:24,2020-12-28 18:20:24,,13,0
4322,HP:0100799,,,,2020-12-28 18:20:28,2020-12-28 18:20:28,,6,0
4323,HP:0100801,,,,2020-12-28 18:20:54,2020-12-28 18:20:54,,4,0
4324,HP:0002497,,,,2020-12-28 18:20:55,2020-12-28 18:20:55,,14,0
4325,HP:0100800,,,,2020-12-28 18:21:00,2020-12-28 18:21:00,,30,0
4326,HP:0100803,,,An abnormality of the region around the nails of the fingers or toes.,2020-12-28 18:21:10,2021-01-19 17:10:08,skin,18,0
4327,HP:0002501,,,,2020-12-28 18:26:02,2020-12-28 18:26:02,,1,0
4328,HP:0002503,,,,2020-12-28 18:27:21,2020-12-28 18:27:21,,8,0
4329,HP:0002504,,,,2020-12-28 18:27:23,2020-12-28 18:27:23,,3,0
4330,HP:0100809,,,,2020-12-28 18:27:24,2020-12-28 18:27:24,,2,0
4331,HP:0100808,,,,2020-12-28 18:27:35,2020-12-28 18:27:35,,1,0
4332,HP:0100811,,,,2020-12-28 18:27:36,2020-12-28 18:27:36,,9,0
4333,HP:0002508,,,,2020-12-28 18:27:49,2020-12-28 18:27:49,,3,0
4334,HP:0100812,,,,2020-12-28 18:28:17,2020-12-28 18:28:17,,6,0
4335,HP:0002511,,,,2020-12-28 18:28:41,2020-12-28 18:28:41,,12,0
4336,HP:0002512,,,,2020-12-28 18:28:45,2020-12-28 18:28:45,,14,0
4337,HP:0002515,,,,2020-12-28 18:29:26,2020-12-28 18:29:26,,107,0
4338,HP:0100818,,,,2020-12-28 18:29:57,2020-12-28 18:29:57,,6,0
4339,HP:0100823,,,,2020-12-28 18:30:37,2020-12-28 18:30:37,,6,0
4340,HP:0002519,,,,2020-12-28 18:30:39,2020-12-28 18:30:39,,1,0
4341,HP:0002522,,,,2020-12-28 18:31:31,2020-12-28 18:31:31,,52,0
4342,HP:0100826,,,,2020-12-28 18:31:48,2020-12-28 18:31:48,,2,0
4343,HP:0002524,,,,2020-12-28 18:31:49,2020-12-28 18:31:49,,12,0
4344,HP:0100829,,,,2020-12-28 18:31:52,2020-12-28 18:31:52,,9,0
4345,HP:0100828,,,,2020-12-28 18:31:55,2020-12-28 18:31:55,,2,0
4346,HP:0100831,,,,2020-12-28 18:31:56,2020-12-28 18:31:56,,12,0
4347,HP:0100830,,,,2020-12-28 18:32:06,2020-12-28 18:32:06,,6,0
4348,HP:0002528,,,,2020-12-28 18:32:10,2020-12-28 18:32:10,,1,0
4349,HP:0100832,,,,2020-12-28 18:32:21,2020-12-28 18:32:21,,3,0
4350,HP:0002530,,,,2020-12-28 18:32:39,2020-12-28 18:32:39,,11,0
4351,HP:0100834,,,,2020-12-28 18:32:42,2020-12-28 18:32:42,,106,0
4352,HP:0100836,,,,2020-12-28 18:33:18,2020-12-28 18:33:18,,79,0
4353,HP:0002538,,,,2020-12-28 18:35:52,2020-12-28 18:35:52,,400,0
4354,HP:0100842,,,,2020-12-28 18:38:14,2020-12-28 18:38:14,,20,0
4355,HP:0100845,,,,2020-12-28 18:39:28,2020-12-28 18:39:28,,5,0
4356,HP:0002544,,,,2020-12-28 18:39:31,2020-12-28 18:39:31,,7,0
4357,HP:0100849,,,,2020-12-28 18:39:32,2020-12-28 18:39:32,,1,0
4358,HP:0100848,,,,2020-12-28 18:39:33,2020-12-28 18:39:33,,36,0
4359,HP:0100851,,,,2020-12-28 18:39:41,2020-12-28 18:39:41,,488,0
4360,HP:0002546,,,,2020-12-28 18:42:17,2020-12-28 18:42:17,,8,0
4361,HP:0002548,,,,2020-12-28 18:42:19,2020-12-28 18:42:19,,20,0
4362,HP:0100852,,,,2020-12-28 18:42:25,2020-12-28 18:42:25,,343,0
4363,HP:0002549,,,,2020-12-28 18:44:13,2020-12-28 18:44:13,,5,0
4364,HP:0002550,,,,2020-12-28 18:44:15,2020-12-28 18:44:15,,25,0
4365,HP:0100854,,,,2020-12-28 18:44:22,2020-12-28 18:44:22,,10,0
4366,HP:0100856,,,,2020-12-28 18:45:14,2020-12-28 18:45:14,,2,0
4367,HP:0100861,,,,2020-12-28 18:45:15,2020-12-28 18:45:15,,1,0
4368,HP:0100865,,,,2020-12-28 18:45:31,2020-12-28 18:45:31,,3,0
4369,HP:0100871,,,,2020-12-28 18:45:46,2020-12-28 18:45:46,,350,0
4370,HP:0100872,,,"An abnormality of the plantar part of foot, that is of the soles of the feet.",2020-12-28 18:48:06,2021-01-19 17:07:53,skin,84,0
4371,HP:0100876,,,,2020-12-28 18:49:01,2020-12-28 18:49:01,,4,0
4372,HP:0002574,,,,2020-12-28 18:49:02,2020-12-28 18:49:02,,34,0
4373,HP:0002577,,,,2020-12-28 18:49:26,2020-12-28 18:49:26,,249,0
4374,HP:0100880,,,,2020-12-28 18:50:32,2020-12-28 18:50:32,,2,0
4375,HP:0100887,,,,2020-12-28 18:51:03,2020-12-28 18:51:03,,265,0
4376,HP:0002582,,,,2020-12-28 18:52:31,2020-12-28 18:52:31,,7,0
4377,HP:0100886,,,,2020-12-28 18:52:33,2020-12-28 18:52:33,,887,0
4378,HP:0100889,,,,2020-12-28 18:58:15,2020-12-28 18:58:15,,2,0
4379,HP:0002587,,,,2020-12-28 18:58:21,2020-12-28 18:58:21,,2,0
4380,HP:0100890,,,,2020-12-28 18:58:21,2020-12-28 18:58:21,,1,0
4381,HP:0002588,,,,2020-12-28 18:58:22,2020-12-28 18:58:22,,9,0
4382,HP:0002589,,,,2020-12-28 18:58:24,2020-12-28 18:58:24,,73,0
4383,HP:0002592,,,,2020-12-28 18:58:59,2020-12-28 18:58:59,,6,0
4384,HP:0100899,,,,2020-12-28 18:59:10,2020-12-28 18:59:10,,6,0
4385,HP:0002600,,,,2020-12-28 19:07:18,2020-12-28 19:07:18,,29,0
4386,HP:0002601,,,,2020-12-28 19:07:26,2020-12-28 19:07:26,,4,0
4387,HP:0002605,,,,2020-12-28 19:07:27,2020-12-28 19:07:27,,11,0
4388,HP:0002608,,,,2020-12-28 19:07:41,2020-12-28 19:07:41,,20,0
4389,HP:0100915,,,,2020-12-28 19:07:46,2020-12-28 19:07:46,,1,0
4390,HP:0002611,,,,2020-12-28 19:07:46,2020-12-28 19:07:46,,11,0
4391,HP:0002614,,,,2020-12-28 19:08:03,2020-12-28 19:08:03,,3,0
4392,HP:0002615,,,,2020-12-28 19:08:04,2020-12-28 19:08:04,,106,0
4393,HP:0100923,,,,2020-12-28 19:09:34,2020-12-28 19:09:34,,1,0
4394,HP:0100925,,,,2020-12-28 19:09:40,2020-12-28 19:09:40,,3,0
4395,HP:0002624,,,,2020-12-28 19:10:02,2020-12-28 19:10:02,,126,0
4396,HP:0002627,,,,2020-12-28 19:10:39,2020-12-28 19:10:39,,7,0
4397,HP:0002630,,,,2020-12-28 19:10:41,2020-12-28 19:10:41,,38,0
4398,HP:0002632,,,,2020-12-28 19:10:53,2020-12-28 19:10:53,,4,0
4399,HP:0002634,,,,2020-12-28 19:11:07,2020-12-28 19:11:07,,77,0
4400,HP:0002635,,,,2020-12-28 19:11:32,2020-12-28 19:11:32,,1,0
4401,HP:0002636,,,,2020-12-28 19:11:32,2020-12-28 19:11:32,,1,0
4402,HP:0002639,,,,2020-12-28 19:11:53,2020-12-28 19:11:53,,5,0
4403,HP:0002641,,,,2020-12-28 19:12:01,2020-12-28 19:12:01,,3,0
4404,HP:0100951,,,,2020-12-28 19:15:28,2020-12-28 19:15:28,,4,0
4405,HP:0100950,,,,2020-12-28 19:15:38,2020-12-28 19:15:38,,2,0
4406,HP:0100953,,,,2020-12-28 19:19:19,2020-12-28 19:19:19,,1,0
4407,HP:0100952,,,,2020-12-28 19:19:19,2020-12-28 19:19:19,,1,0
4408,HP:0100954,,,,2020-12-28 19:24:07,2020-12-28 19:24:07,,5,0
4409,HP:0100957,,,,2020-12-28 19:24:09,2020-12-28 19:24:09,,51,0
4410,HP:0100959,,,,2020-12-28 19:25:34,2020-12-28 19:25:34,,1,0
4411,HP:0002655,,,,2020-12-28 19:25:35,2020-12-28 19:25:35,,11,0
4412,HP:0002657,,,,2020-12-28 19:25:46,2020-12-28 19:25:46,,9,0
4413,HP:0100962,,,,2020-12-28 19:26:37,2020-12-28 19:26:37,,10,0
4414,HP:0002661,,,,2020-12-28 19:26:40,2020-12-28 19:26:40,,8,0
4415,HP:0002663,,,,2020-12-28 19:26:42,2020-12-28 19:26:42,,20,0
4416,HP:0002668,,,,2020-12-28 19:31:33,2020-12-28 19:31:33,,20,0
4417,HP:0002677,,,,2020-12-28 19:32:33,2020-12-28 19:32:33,,4,0
4418,HP:0002678,,,,2020-12-28 19:32:35,2020-12-28 19:32:35,,5,0
4419,HP:0002679,,,,2020-12-28 19:32:36,2020-12-28 19:32:36,,24,0
4420,HP:0002680,,,,2020-12-28 19:32:41,2020-12-28 19:32:41,,10,0
4421,HP:0002681,,,,2020-12-28 19:32:44,2020-12-28 19:32:44,,15,0
4422,HP:0002682,,,,2020-12-28 19:32:48,2020-12-28 19:32:48,,3,0
4423,HP:0002683,,,,2020-12-28 19:32:48,2020-12-28 19:32:48,,884,0
4424,HP:0002686,,,,2020-12-28 19:38:22,2020-12-28 19:38:22,,137,0
4425,HP:0002687,,,,2020-12-28 19:38:57,2020-12-28 19:38:57,,14,0
4426,HP:0002689,,,,2020-12-28 19:39:05,2020-12-28 19:39:05,,2,0
4427,HP:0002692,,,,2020-12-28 19:39:10,2020-12-28 19:39:10,,39,0
4428,HP:0002695,,,,2020-12-28 19:40:08,2020-12-28 19:40:08,,2,0
4429,HP:0002696,,,,2020-12-28 19:40:10,2020-12-28 19:40:10,,26,0
4430,HP:0002697,,,,2020-12-28 19:40:19,2020-12-28 19:40:19,,9,0
4431,HP:0002699,,,,2020-12-28 19:40:22,2020-12-28 19:40:22,,10,0
4432,HP:0002700,,,,2020-12-28 19:40:25,2020-12-28 19:40:25,,6,0
4433,HP:0002703,,,,2020-12-28 19:40:26,2020-12-28 19:40:26,,37,0
4434,HP:0002708,,,,2020-12-28 19:41:00,2020-12-28 19:41:00,,2,0
4435,HP:0002710,,,A depression located at an oral commissure.,2020-12-28 19:41:00,2021-01-19 16:58:39,skin,2,0
4436,HP:0002711,,,,2020-12-28 19:41:01,2020-12-28 19:41:01,,2,0
4437,HP:0002717,,,,2020-12-28 19:50:49,2020-12-28 19:50:49,,36,0
4438,HP:0002722,,,,2020-12-28 19:56:08,2020-12-28 19:56:08,,13,0
4439,HP:0002723,,,,2020-12-28 19:56:11,2020-12-28 19:56:11,,4,0
4440,HP:0002724,,,,2020-12-28 19:56:12,2020-12-28 19:56:12,,5,0
4441,HP:0002729,,,,2020-12-28 19:56:29,2020-12-28 19:56:29,,12,0
4442,HP:0002731,,,,2020-12-28 19:56:36,2020-12-28 19:56:36,,5,0
4443,HP:0002737,,,,2020-12-28 19:57:26,2020-12-28 19:57:26,,2,0
4444,HP:0002740,,,,2020-12-28 19:57:29,2020-12-28 19:57:29,,4,0
4445,HP:0002741,,,,2020-12-28 19:57:30,2020-12-28 19:57:30,,4,0
4446,HP:0002742,,,,2020-12-28 19:57:31,2020-12-28 19:57:31,,5,0
4447,HP:0002743,,,,2020-12-28 19:57:33,2020-12-28 19:57:33,,5,0
4448,HP:0002747,,,,2020-12-28 19:57:39,2020-12-28 19:57:39,,91,0
4449,HP:0002752,,,,2020-12-28 20:00:23,2020-12-28 20:00:23,,5,0
4450,HP:0002762,,,,2020-12-28 20:01:44,2020-12-28 20:01:44,,7,0
4451,HP:0002764,,,,2020-12-28 20:01:55,2020-12-28 20:01:55,,2,0
4452,HP:0002766,,,,2020-12-28 20:01:55,2020-12-28 20:01:55,,1,0
4453,HP:0002778,,,,2020-12-28 20:02:02,2020-12-28 20:02:02,,136,0
4454,HP:0002786,,,,2020-12-28 20:03:25,2020-12-28 20:03:25,,6,0
4455,HP:0002790,,,,2020-12-28 20:04:18,2020-12-28 20:04:18,,5,0
4456,HP:0002791,,,,2020-12-28 20:04:19,2020-12-28 20:04:19,,54,0
4457,HP:0002792,,,,2020-12-28 20:04:32,2020-12-28 20:04:32,,31,0
4458,HP:0002793,,,,2020-12-28 20:04:41,2020-12-28 20:04:41,,357,0
4459,HP:0002795,,,,2020-12-28 20:06:46,2020-12-28 20:06:46,,1233,0
4460,HP:0002810,,,,2020-12-28 20:17:28,2020-12-28 20:17:28,,1,0
4461,HP:0002813,,,,2020-12-28 20:17:43,2020-12-28 20:17:43,,1463,0
4462,HP:0002814,,,,2020-12-28 20:28:13,2020-12-28 20:28:13,,1467,0
4463,HP:0002818,,,,2020-12-28 20:48:04,2020-12-28 20:48:04,,188,0
4464,HP:0002822,,,,2020-12-28 20:49:06,2020-12-28 20:49:06,,1,0
4465,HP:0002825,,,,2020-12-28 20:50:15,2020-12-28 20:50:15,,6,0
4466,HP:0002826,,,,2020-12-28 20:50:17,2020-12-28 20:50:17,,1,0
4467,HP:0002831,,,,2020-12-28 20:52:15,2020-12-28 20:52:15,,1,0
4468,HP:0002833,,,,2020-12-28 20:52:17,2020-12-28 20:52:17,,2,0
4469,HP:0002834,,,,2020-12-28 20:52:18,2020-12-28 20:52:18,,3,0
4470,HP:0002835,,,,2020-12-28 20:52:19,2020-12-28 20:52:19,,22,0
4471,HP:0002842,,,,2020-12-28 20:52:59,2020-12-28 20:52:59,,4,0
4472,HP:0002843,,,,2020-12-28 20:53:00,2020-12-28 20:53:00,,59,0
4473,HP:0002846,,,,2020-12-28 20:53:20,2020-12-28 20:53:20,,37,0
4474,HP:0002847,,,,2020-12-28 20:53:33,2020-12-28 20:53:33,,2,0
4475,HP:0002851,,,,2020-12-28 20:53:45,2020-12-28 20:53:45,,5,0
4476,HP:0002853,,,,2020-12-28 20:53:47,2020-12-28 20:53:47,,3,0
4477,HP:0002864,,,,2020-12-28 20:55:28,2020-12-28 20:55:28,,17,0
4478,HP:0002867,,,,2020-12-28 20:55:41,2020-12-28 20:55:41,,90,0
4479,HP:0002868,,,,2020-12-28 20:56:10,2020-12-28 20:56:10,,8,0
4480,HP:0002871,,,,2020-12-28 20:56:33,2020-12-28 20:56:33,,35,0
4481,HP:0002872,,,,2020-12-28 20:56:54,2020-12-28 20:56:54,,12,0
4482,HP:0002876,,,,2020-12-28 20:57:20,2020-12-28 20:57:20,,36,0
4483,HP:0002877,,,,2020-12-28 20:57:29,2020-12-28 20:57:29,,15,0
4484,HP:0002879,,,,2020-12-28 20:58:30,2020-12-28 20:58:30,,5,0
4485,HP:0002882,,,,2020-12-28 20:58:31,2020-12-28 20:58:31,,19,0
4486,HP:0002886,,,,2020-12-28 20:58:51,2020-12-28 20:58:51,,2,0
4487,HP:0002898,,,,2020-12-28 21:00:13,2020-12-28 21:00:13,,67,0
4488,HP:0002909,,,,2020-12-28 21:02:04,2020-12-28 21:02:04,,11,0
4489,HP:0002912,,,,2020-12-28 21:03:16,2020-12-28 21:03:16,,13,0
