id,disease_id,name,description,created_at,updated_at,umlsid,phenotype_id
346,,,,2020-12-22 18:01:49,2020-12-22 18:01:49,C0409818,NULL
347,,,,2020-12-22 18:01:49,2020-12-22 18:01:49,C0406586,NULL
348,,,,2020-12-22 18:01:49,2020-12-22 18:01:49,C1619692,NULL
349,,,,2020-12-22 18:01:49,2020-12-22 18:01:49,C3888044,NULL
350,,,,2020-12-22 18:01:49,2020-12-22 18:01:49,C0265962,NULL
351,,,,2020-12-22 18:01:49,2020-12-22 18:01:49,C0265218,NULL
352,,,,2020-12-22 18:01:49,2020-12-22 18:01:49,C0544862,NULL
353,,,,2020-12-22 18:01:49,2020-12-22 18:01:49,C0553586,NULL
354,,,,2020-12-22 18:01:49,2020-12-22 18:01:49,C2931482,NULL
355,,,,2020-12-22 18:01:50,2020-12-22 18:01:50,C0004779,NULL
356,,,,2020-12-22 18:01:50,2020-12-22 18:01:50,C0812437,NULL
357,,,,2020-12-22 18:01:50,2020-12-22 18:01:50,C0265987,NULL
358,,,,2020-12-22 18:01:50,2020-12-22 18:01:50,C0030328,NULL
359,,,,2020-12-22 18:01:50,2020-12-22 18:01:50,C0079154,NULL
360,,,,2020-12-22 18:01:50,2020-12-22 18:01:50,C0028326,NULL
361,,,,2020-12-22 18:01:50,2020-12-22 18:01:50,C0268353,NULL
362,,,,2020-12-22 18:01:50,2020-12-22 18:01:50,C1096660,NULL
363,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C0268496,NULL
364,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C2936910,NULL
365,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C0268494,NULL
366,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C1847024,NULL
367,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C0268495,NULL
368,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C0342683,NULL
369,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C2931599,NULL
370,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C1838329,NULL
371,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C1832473,NULL
372,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C0796093,NULL
373,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C1275074,NULL
374,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C1850320,NULL
375,,,,2020-12-22 18:01:51,2020-12-22 18:01:51,C2609071,NULL
376,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C1862840,NULL
377,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C1510460,NULL
378,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C2931426,NULL
379,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C0265334,NULL
380,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C0406767,NULL
381,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C0030360,NULL
382,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C0038505,NULL
383,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C0343064,NULL
384,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C0406357,NULL
385,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C1849193,NULL
386,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C0796122,NULL
387,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C1850055,NULL
388,,,,2020-12-22 18:01:52,2020-12-22 18:01:52,C0030809,NULL
389,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C0268347,NULL
390,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C0031269,NULL
391,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C0263489,NULL
392,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C0263491,NULL
393,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C1849811,NULL
394,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C1849805,NULL
395,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C0206711,NULL
396,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C2931485,NULL
397,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C0032027,NULL
398,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C0349653,NULL
399,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C1858723,NULL
400,,,,2020-12-22 18:01:53,2020-12-22 18:01:53,C1849718,NULL
401,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C0949506,NULL
402,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C0162566,NULL
403,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C0432321,NULL
404,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C0268397,NULL
405,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C0033300,NULL
406,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C1261128,NULL
407,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C2931653,NULL
408,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C0334041,NULL
409,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C0268532,NULL
410,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C1534653,NULL
411,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C0085261,NULL
412,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C1866398,NULL
413,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C0269680,NULL
414,,,,2020-12-22 18:01:54,2020-12-22 18:01:54,C3494506,NULL
415,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C2932716,NULL
416,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C0086873,NULL
417,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C0033835,NULL
418,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C0033847,NULL
419,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C1867982,NULL
420,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C0030246,NULL
421,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C0085652,NULL
422,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C1858361,NULL
423,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C1860167,NULL
424,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C0271695,NULL
425,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C0034960,NULL
426,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C0748397,NULL
427,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C1837026,NULL
428,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C2931752,NULL
429,,,,2020-12-22 18:01:55,2020-12-22 18:01:55,C1867147,NULL
430,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C0263859,NULL
431,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C1833454,NULL
432,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C1867021,NULL
433,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C1867020,NULL
434,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C1839321,NULL
435,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C0265227,NULL
436,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C0917817,NULL
437,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C1335929,NULL
438,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C2931480,NULL
439,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C0263390,NULL
440,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C0036920,NULL
441,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C0878684,NULL
442,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C0037231,NULL
443,,,,2020-12-22 18:01:56,2020-12-22 18:01:56,C0282492,NULL
444,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C1851481,NULL
445,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C2930921,NULL
446,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C0432243,NULL
447,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C3150191,NULL
448,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C0259771,NULL
449,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C3671377,NULL
450,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C1866650,NULL
451,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C1861456,NULL
452,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C0600336,NULL
453,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C0018054,NULL
454,,,,2020-12-22 18:01:57,2020-12-22 18:01:57,C2936694,NULL
455,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C0406803,NULL
456,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C0036421,NULL
457,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C1839463,NULL
458,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C1848909,NULL
459,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C1868311,NULL
460,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C2678486,NULL
461,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C0391816,NULL
462,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C1851573,NULL
463,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C0265333,NULL
464,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C0406724,NULL
465,,,,2020-12-22 18:01:58,2020-12-22 18:01:58,C1848745,NULL
466,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C0023003,NULL
467,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C2931237,NULL
468,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C3267126,NULL
469,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C0740342,NULL
470,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C1955934,NULL
471,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C0041341,NULL
472,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C1275126,NULL
473,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C0406443,NULL
474,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C1835664,NULL
475,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C0268487,NULL
476,,,,2020-12-22 18:01:59,2020-12-22 18:01:59,C0432347,NULL
477,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C1833561,NULL
478,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C0796192,NULL
479,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C0162532,NULL
480,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C0268338,NULL
481,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C1855772,NULL
482,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C1858805,NULL
483,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C1847800,NULL
484,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C2700265,NULL
485,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C0079661,NULL
486,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C0599973,NULL
487,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C1848519,NULL
488,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C3266898,NULL
489,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C0343101,NULL
490,,,,2020-12-22 18:02:00,2020-12-22 18:02:00,C0043119,NULL
491,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0457013,NULL
492,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C1721005,NULL
493,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0043194,NULL
494,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0406716,NULL
495,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0406735,NULL
496,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0406718,NULL
497,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0343073,NULL
498,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0345427,NULL
499,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0406587,NULL
500,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0265321,NULL
501,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C2931836,NULL
502,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0263627,NULL
503,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0282102,NULL
504,,,,2020-12-22 18:02:01,2020-12-22 18:02:01,C0079588,NULL
505,,,,2020-12-22 18:02:02,2020-12-22 18:02:02,C0043322,NULL
506,,,,2020-12-22 18:02:02,2020-12-22 18:02:02,C0043346,NULL
507,,,,2020-12-22 18:02:02,2020-12-22 18:02:02,C0432328,NULL
508,,,,2020-12-22 18:02:02,2020-12-22 18:02:02,C1848410,NULL
509,,,,2020-12-22 18:02:02,2020-12-22 18:02:02,C0221348,NULL
510,,,,2020-12-22 18:02:02,2020-12-22 18:02:02,C1866425,NULL
511,,,,2020-12-22 18:02:02,2020-12-22 18:02:02,C2931488,NULL
