id,disease_gene_id,reference_id,created_at,updated_at
5195,5240,14250,2021-04-27 15:26:55.299669,2021-04-27 15:26:55.299669
5196,5241,14252,2021-04-27 15:27:04.219939,2021-04-27 15:27:04.219939
5197,5242,14253,2021-04-27 15:27:10.576920,2021-04-27 15:27:10.576920
5198,5243,14254,2021-04-27 15:27:13.211059,2021-04-27 15:27:13.211059
5199,5244,7406,2021-04-27 15:27:30.035951,2021-04-27 15:27:30.035951
5200,5245,14255,2021-04-27 15:27:35.788958,2021-04-27 15:27:35.788958
5201,5246,14255,2021-04-27 15:27:36.572754,2021-04-27 15:27:36.572754
5202,5247,13395,2021-04-27 15:27:36.717180,2021-04-27 15:27:36.717180
5203,5248,14256,2021-04-27 15:27:44.217976,2021-04-27 15:27:44.217976
5204,5249,14256,2021-04-27 15:27:44.637334,2021-04-27 15:27:44.637334
5205,5250,14257,2021-04-27 15:27:46.182173,2021-04-27 15:27:46.182173
5206,5251,14258,2021-04-27 15:27:47.967070,2021-04-27 15:27:47.967070
5207,5252,14259,2021-04-27 15:27:49.369574,2021-04-27 15:27:49.369574
5208,5253,14260,2021-04-27 15:27:57.019678,2021-04-27 15:27:57.019678
5209,5254,4684,2021-04-27 15:27:58.408629,2021-04-27 15:27:58.408629
5210,5255,7222,2021-04-27 15:28:00.462462,2021-04-27 15:28:00.462462
5211,5256,14262,2021-04-27 15:28:03.139558,2021-04-27 15:28:03.139558
5212,5257,5044,2021-04-27 15:28:11.108708,2021-04-27 15:28:11.108708
5213,5258,9093,2021-04-27 15:28:16.213819,2021-04-27 15:28:16.213819
5214,5259,14270,2021-04-27 15:28:19.389458,2021-04-27 15:28:19.389458
5215,5260,14271,2021-04-27 15:28:25.133120,2021-04-27 15:28:25.133120
5216,5261,9487,2021-04-27 15:28:44.266058,2021-04-27 15:28:44.266058
5217,5262,14272,2021-04-27 15:29:02.453842,2021-04-27 15:29:02.453842
5218,5263,14273,2021-04-27 15:29:04.584526,2021-04-27 15:29:04.584526
5219,5264,8811,2021-04-27 15:29:08.379658,2021-04-27 15:29:08.379658
5220,5265,14276,2021-04-27 15:29:08.781432,2021-04-27 15:29:08.781432
5221,5266,14277,2021-04-27 15:29:12.246614,2021-04-27 15:29:12.246614
5222,5267,132,2021-04-27 15:29:12.745104,2021-04-27 15:29:12.745104
5223,5268,14272,2021-04-27 15:29:12.903634,2021-04-27 15:29:12.903634
5224,5269,14278,2021-04-27 15:29:17.536580,2021-04-27 15:29:17.536580
5225,5270,12762,2021-04-27 15:29:19.942009,2021-04-27 15:29:19.942009
5226,5271,14279,2021-04-27 15:29:20.155789,2021-04-27 15:29:20.155789
5227,5272,14280,2021-04-27 15:29:20.645241,2021-04-27 15:29:20.645241
5228,5273,14281,2021-04-27 15:29:21.120651,2021-04-27 15:29:21.120651
5229,5274,14282,2021-04-27 15:29:23.352106,2021-04-27 15:29:23.352106
5230,5275,12762,2021-04-27 15:29:23.951407,2021-04-27 15:29:23.951407
5231,5276,14283,2021-04-27 15:29:24.134253,2021-04-27 15:29:24.134253
5232,5277,1013,2021-04-27 15:29:24.503428,2021-04-27 15:29:24.503428
5233,5278,6459,2021-04-27 15:29:24.622690,2021-04-27 15:29:24.622690
5234,5279,14285,2021-04-27 15:29:27.304962,2021-04-27 15:29:27.304962
5235,5280,14286,2021-04-27 15:29:33.361625,2021-04-27 15:29:33.361625
5236,5281,887,2021-04-27 15:29:34.372878,2021-04-27 15:29:34.372878
5237,5282,14287,2021-04-27 15:29:41.652122,2021-04-27 15:29:41.652122
5238,5282,14288,2021-04-27 15:29:41.768619,2021-04-27 15:29:41.768619
5239,5283,14289,2021-04-27 15:29:45.038856,2021-04-27 15:29:45.038856
5240,5284,14290,2021-04-27 15:29:47.031695,2021-04-27 15:29:47.031695
5241,5285,7405,2021-04-27 15:29:47.387021,2021-04-27 15:29:47.387021
5242,5286,14291,2021-04-27 15:29:49.972527,2021-04-27 15:29:49.972527
5243,5287,7405,2021-04-27 15:29:50.492157,2021-04-27 15:29:50.492157
5244,5288,7405,2021-04-27 15:29:53.214389,2021-04-27 15:29:53.214389
5245,5289,14293,2021-04-27 15:29:54.278306,2021-04-27 15:29:54.278306
5246,5290,7405,2021-04-27 15:29:54.497293,2021-04-27 15:29:54.497293
5247,5291,14293,2021-04-27 15:29:55.965974,2021-04-27 15:29:55.965974
5248,5292,7405,2021-04-27 15:29:56.814427,2021-04-27 15:29:56.814427
5249,5293,7405,2021-04-27 15:29:58.483212,2021-04-27 15:29:58.483212
5250,5294,7405,2021-04-27 15:29:59.408153,2021-04-27 15:29:59.408153
5251,5295,14294,2021-04-27 15:30:04.238106,2021-04-27 15:30:04.238106
5252,5296,14300,2021-04-27 15:30:04.946976,2021-04-27 15:30:04.946976
5253,5297,14301,2021-04-27 15:30:06.343365,2021-04-27 15:30:06.343365
5254,5298,7405,2021-04-27 15:30:06.446648,2021-04-27 15:30:06.446648
5255,5299,6367,2021-04-27 15:30:13.882071,2021-04-27 15:30:13.882071
5256,5299,14302,2021-04-27 15:30:13.992972,2021-04-27 15:30:13.992972
5257,5300,7405,2021-04-27 15:30:14.998279,2021-04-27 15:30:14.998279
5258,5301,14290,2021-04-27 15:30:18.484330,2021-04-27 15:30:18.484330
5259,5302,7405,2021-04-27 15:30:18.996423,2021-04-27 15:30:18.996423
5260,5303,14304,2021-04-27 15:30:21.366513,2021-04-27 15:30:21.366513
5261,5304,14290,2021-04-27 15:30:21.541240,2021-04-27 15:30:21.541240
5262,5305,7405,2021-04-27 15:30:21.896446,2021-04-27 15:30:21.896446
5263,5306,1659,2021-04-27 15:30:25.524577,2021-04-27 15:30:25.524577
5264,5307,14305,2021-04-27 15:30:26.780073,2021-04-27 15:30:26.780073
5265,5308,14305,2021-04-27 15:30:27.775897,2021-04-27 15:30:27.775897
5266,5309,14306,2021-04-27 15:30:30.767937,2021-04-27 15:30:30.767937
5267,5310,14308,2021-04-27 15:30:41.327197,2021-04-27 15:30:41.327197
5268,5311,14308,2021-04-27 15:30:42.252826,2021-04-27 15:30:42.252826
5269,5312,14308,2021-04-27 15:30:43.068410,2021-04-27 15:30:43.068410
5270,5313,14308,2021-04-27 15:30:44.297109,2021-04-27 15:30:44.297109
5271,5314,14309,2021-04-27 15:30:54.351528,2021-04-27 15:30:54.351528
5272,5315,14310,2021-04-27 15:31:00.856663,2021-04-27 15:31:00.856663
5273,5316,14311,2021-04-27 15:31:01.469882,2021-04-27 15:31:01.469882
5274,5317,14312,2021-04-27 15:31:02.429092,2021-04-27 15:31:02.429092
5275,5318,14313,2021-04-27 15:31:03.056710,2021-04-27 15:31:03.056710
5276,5319,132,2021-04-27 15:31:05.288004,2021-04-27 15:31:05.288004
5277,5320,14314,2021-04-27 15:31:07.315120,2021-04-27 15:31:07.315120
5278,5321,14315,2021-04-27 15:31:17.569833,2021-04-27 15:31:17.569833
5279,5322,14318,2021-04-27 15:31:21.231046,2021-04-27 15:31:21.231046
5280,5323,14319,2021-04-27 15:31:24.219786,2021-04-27 15:31:24.219786
5281,5324,14327,2021-04-27 15:31:26.828485,2021-04-27 15:31:26.828485
5282,5325,132,2021-04-27 15:31:35.599459,2021-04-27 15:31:35.599459
5283,5326,14329,2021-04-27 15:31:37.536535,2021-04-27 15:31:37.536535
5284,5327,6906,2021-04-27 15:31:39.620349,2021-04-27 15:31:39.620349
5285,5328,132,2021-04-27 15:31:40.010014,2021-04-27 15:31:40.010014
5286,5329,14330,2021-04-27 15:31:45.866083,2021-04-27 15:31:45.866083
5287,5330,14331,2021-04-27 15:31:48.367360,2021-04-27 15:31:48.367360
5288,5330,14332,2021-04-27 15:31:48.513392,2021-04-27 15:31:48.513392
5289,5331,14333,2021-04-27 15:31:49.148298,2021-04-27 15:31:49.148298
5290,5332,14334,2021-04-27 15:31:49.379689,2021-04-27 15:31:49.379689
5291,5333,4865,2021-04-27 15:31:51.628906,2021-04-27 15:31:51.628906
5292,5334,14336,2021-04-27 15:31:51.806845,2021-04-27 15:31:51.806845
5293,5335,14338,2021-04-27 15:31:52.638561,2021-04-27 15:31:52.638561
5294,5336,14339,2021-04-27 15:31:52.876906,2021-04-27 15:31:52.876906
5295,5337,7358,2021-04-27 15:31:55.648473,2021-04-27 15:31:55.648473
5296,5338,14342,2021-04-27 15:31:59.080465,2021-04-27 15:31:59.080465
5297,5339,14343,2021-04-27 15:32:06.362438,2021-04-27 15:32:06.362438
5298,5340,14344,2021-04-27 15:32:08.969710,2021-04-27 15:32:08.969710
5299,5340,700,2021-04-27 15:32:09.094938,2021-04-27 15:32:09.094938
5300,5341,14348,2021-04-27 15:32:12.779403,2021-04-27 15:32:12.779403
5301,5341,5534,2021-04-27 15:32:12.850920,2021-04-27 15:32:12.850920
5302,5341,14350,2021-04-27 15:32:13.015199,2021-04-27 15:32:13.015199
5303,5341,132,2021-04-27 15:32:13.083970,2021-04-27 15:32:13.083970
5304,5342,14354,2021-04-27 15:32:13.998930,2021-04-27 15:32:13.998930
5305,5342,14355,2021-04-27 15:32:14.144335,2021-04-27 15:32:14.144335
5306,5343,5122,2021-04-27 15:32:14.399383,2021-04-27 15:32:14.399383
5307,5344,14356,2021-04-27 15:32:14.930974,2021-04-27 15:32:14.930974
5308,5345,14357,2021-04-27 15:32:15.096946,2021-04-27 15:32:15.096946
5309,5346,14360,2021-04-27 15:32:15.354692,2021-04-27 15:32:15.354692
5310,5347,5516,2021-04-27 15:32:16.034755,2021-04-27 15:32:16.034755
5311,5347,132,2021-04-27 15:32:16.125647,2021-04-27 15:32:16.125647
5312,5348,13091,2021-04-27 15:32:17.274737,2021-04-27 15:32:17.274737
5313,422,14361,2021-04-27 15:32:17.786891,2021-04-27 15:32:17.786891
5314,422,132,2021-04-27 15:32:17.933101,2021-04-27 15:32:17.933101
5315,5349,14364,2021-04-27 15:32:18.329256,2021-04-27 15:32:18.329256
5316,5350,14363,2021-04-27 15:32:18.923979,2021-04-27 15:32:18.923979
5317,5350,132,2021-04-27 15:32:18.997940,2021-04-27 15:32:18.997940
5318,5351,132,2021-04-27 15:32:19.132266,2021-04-27 15:32:19.132266
5319,5351,14365,2021-04-27 15:32:19.283666,2021-04-27 15:32:19.283666
5320,5352,14361,2021-04-27 15:32:19.872486,2021-04-27 15:32:19.872486
5321,5353,5559,2021-04-27 15:32:20.000398,2021-04-27 15:32:20.000398
5322,5354,14361,2021-04-27 15:32:20.356288,2021-04-27 15:32:20.356288
5323,130,14366,2021-04-27 15:32:20.908936,2021-04-27 15:32:20.908936
5324,130,14367,2021-04-27 15:32:21.057079,2021-04-27 15:32:21.057079
5325,130,14353,2021-04-27 15:32:21.343798,2021-04-27 15:32:21.343798
5326,130,14371,2021-04-27 15:32:21.441668,2021-04-27 15:32:21.441668
5327,130,11292,2021-04-27 15:32:21.606269,2021-04-27 15:32:21.606269
5328,130,14392,2021-04-27 15:32:23.054667,2021-04-27 15:32:23.054667
5329,130,14431,2021-04-27 15:32:25.750719,2021-04-27 15:32:25.750719
5330,5355,14353,2021-04-27 15:32:30.922154,2021-04-27 15:32:30.922154
5331,5355,132,2021-04-27 15:32:31.091997,2021-04-27 15:32:31.091997
5332,5355,5534,2021-04-27 15:32:31.186159,2021-04-27 15:32:31.186159
5333,5356,10397,2021-04-27 15:32:33.758974,2021-04-27 15:32:33.758974
5334,5357,14398,2021-04-27 15:32:34.607826,2021-04-27 15:32:34.607826
5335,5358,3178,2021-04-27 15:32:38.202551,2021-04-27 15:32:38.202551
5336,5359,14312,2021-04-27 15:32:40.898197,2021-04-27 15:32:40.898197
5337,5360,2926,2021-04-27 15:32:44.174502,2021-04-27 15:32:44.174502
5338,5361,2927,2021-04-27 15:32:44.444158,2021-04-27 15:32:44.444158
5339,5362,11061,2021-04-27 15:32:45.588575,2021-04-27 15:32:45.588575
5340,5363,14458,2021-04-27 15:32:45.907337,2021-04-27 15:32:45.907337
5341,5364,10885,2021-04-27 15:32:57.041611,2021-04-27 15:32:57.041611
5342,5365,14460,2021-04-27 15:32:57.793038,2021-04-27 15:32:57.793038
5343,5365,14461,2021-04-27 15:32:57.922420,2021-04-27 15:32:57.922420
5344,5366,2591,2021-04-27 15:32:58.130063,2021-04-27 15:32:58.130063
5345,5367,8767,2021-04-27 15:33:12.469879,2021-04-27 15:33:12.469879
5346,5368,8767,2021-04-27 15:33:17.272320,2021-04-27 15:33:17.272320
5347,5369,14463,2021-04-27 15:33:26.460877,2021-04-27 15:33:26.460877
5348,5370,14464,2021-04-27 15:33:27.004142,2021-04-27 15:33:27.004142
5349,5371,2670,2021-04-27 15:33:31.967835,2021-04-27 15:33:31.967835
5350,5372,6796,2021-04-27 15:33:42.311531,2021-04-27 15:33:42.311531
5351,5373,6796,2021-04-27 15:33:50.755278,2021-04-27 15:33:50.755278
5352,5374,14465,2021-04-27 15:33:51.040216,2021-04-27 15:33:51.040216
5353,5375,2584,2021-04-27 15:33:59.786809,2021-04-27 15:33:59.786809
5354,5376,14466,2021-04-27 15:34:00.180364,2021-04-27 15:34:00.180364
5355,5377,6796,2021-04-27 15:34:00.985946,2021-04-27 15:34:00.985946
5356,5378,14465,2021-04-27 15:34:06.095948,2021-04-27 15:34:06.095948
5357,5379,14467,2021-04-27 15:34:06.646231,2021-04-27 15:34:06.646231
5358,5380,14468,2021-04-27 15:34:09.130680,2021-04-27 15:34:09.130680
5359,5381,10617,2021-04-27 15:34:11.959298,2021-04-27 15:34:11.959298
5360,5382,14469,2021-04-27 15:34:15.721315,2021-04-27 15:34:15.721315
5361,5383,9873,2021-04-27 15:34:16.556070,2021-04-27 15:34:16.556070
5362,5384,14475,2021-04-27 15:34:21.683314,2021-04-27 15:34:21.683314
5363,5385,14476,2021-04-27 15:34:22.438784,2021-04-27 15:34:22.438784
5364,5386,14477,2021-04-27 15:34:24.074146,2021-04-27 15:34:24.074146
5365,5387,14466,2021-04-27 15:34:26.379466,2021-04-27 15:34:26.379466
5366,5388,12461,2021-04-27 15:34:26.570746,2021-04-27 15:34:26.570746
5367,5389,14478,2021-04-27 15:34:32.945705,2021-04-27 15:34:32.945705
5368,5390,14479,2021-04-27 15:34:35.828686,2021-04-27 15:34:35.828686
5369,5391,14481,2021-04-27 15:34:39.443221,2021-04-27 15:34:39.443221
5370,5392,14482,2021-04-27 15:34:45.056990,2021-04-27 15:34:45.056990
5371,5393,4769,2021-04-27 15:34:45.435684,2021-04-27 15:34:45.435684
5372,5394,11242,2021-04-27 15:34:51.394044,2021-04-27 15:34:51.394044
5373,5395,4633,2021-04-27 15:34:51.861529,2021-04-27 15:34:51.861529
5374,5396,6031,2021-04-27 15:34:51.961387,2021-04-27 15:34:51.961387
5375,5397,14483,2021-04-27 15:35:02.676654,2021-04-27 15:35:02.676654
5376,5398,1621,2021-04-27 15:35:04.565193,2021-04-27 15:35:04.565193
5377,5399,7407,2021-04-27 15:35:08.378297,2021-04-27 15:35:08.378297
5378,5400,7409,2021-04-27 15:35:09.341041,2021-04-27 15:35:09.341041
5379,5401,132,2021-04-27 15:35:09.875222,2021-04-27 15:35:09.875222
5380,5402,7412,2021-04-27 15:35:10.447952,2021-04-27 15:35:10.447952
5381,5403,7427,2021-04-27 15:35:10.536312,2021-04-27 15:35:10.536312
5382,5404,7431,2021-04-27 15:35:11.409140,2021-04-27 15:35:11.409140
5383,5405,14484,2021-04-27 15:35:12.452887,2021-04-27 15:35:12.452887
5384,5406,14485,2021-04-27 15:35:13.003272,2021-04-27 15:35:13.003272
5385,5407,14486,2021-04-27 15:35:15.676420,2021-04-27 15:35:15.676420
5386,5408,6145,2021-04-27 15:35:16.029138,2021-04-27 15:35:16.029138
5387,5409,14487,2021-04-27 15:35:18.634294,2021-04-27 15:35:18.634294
5388,5410,14478,2021-04-27 15:35:23.871391,2021-04-27 15:35:23.871391
5389,5411,14484,2021-04-27 15:35:27.655595,2021-04-27 15:35:27.655595
5390,5412,14485,2021-04-27 15:35:28.588925,2021-04-27 15:35:28.588925
5391,5413,14486,2021-04-27 15:35:31.949582,2021-04-27 15:35:31.949582
5392,5414,6145,2021-04-27 15:35:32.264327,2021-04-27 15:35:32.264327
5393,5415,14488,2021-04-27 15:35:35.248427,2021-04-27 15:35:35.248427
5394,5416,14478,2021-04-27 15:35:42.049876,2021-04-27 15:35:42.049876
5395,5417,7323,2021-04-27 15:35:54.312564,2021-04-27 15:35:54.312564
5396,5417,10630,2021-04-27 15:35:54.502255,2021-04-27 15:35:54.502255
5397,5418,960,2021-04-27 15:35:56.896643,2021-04-27 15:35:56.896643
5398,5419,2665,2021-04-27 15:35:57.337913,2021-04-27 15:35:57.337913
5399,5420,14492,2021-04-27 15:35:57.540636,2021-04-27 15:35:57.540636
5400,5421,7899,2021-04-27 15:36:02.883012,2021-04-27 15:36:02.883012
5401,5422,14495,2021-04-27 15:36:03.024156,2021-04-27 15:36:03.024156
5402,5423,14496,2021-04-27 15:36:03.710275,2021-04-27 15:36:03.710275
5403,5424,7899,2021-04-27 15:36:04.276672,2021-04-27 15:36:04.276672
5404,5425,14497,2021-04-27 15:36:04.455183,2021-04-27 15:36:04.455183
5405,5426,14498,2021-04-27 15:36:08.195386,2021-04-27 15:36:08.195386
5406,5427,14500,2021-04-27 15:36:14.088734,2021-04-27 15:36:14.088734
5407,5428,5834,2021-04-27 15:36:20.251286,2021-04-27 15:36:20.251286
5408,5429,2665,2021-04-27 15:36:24.802039,2021-04-27 15:36:24.802039
5409,5430,14496,2021-04-27 15:36:25.422634,2021-04-27 15:36:25.422634
5410,5431,14501,2021-04-27 15:36:28.171039,2021-04-27 15:36:28.171039
5411,5432,2152,2021-04-27 15:36:29.227552,2021-04-27 15:36:29.227552
5412,5432,14505,2021-04-27 15:36:29.367485,2021-04-27 15:36:29.367485
5413,5433,14506,2021-04-27 15:36:33.977504,2021-04-27 15:36:33.977504
5414,5434,2949,2021-04-27 15:36:37.857995,2021-04-27 15:36:37.857995
5415,5435,14507,2021-04-27 15:36:42.329705,2021-04-27 15:36:42.329705
5416,5436,14508,2021-04-27 15:36:42.681602,2021-04-27 15:36:42.681602
5417,5437,14514,2021-04-27 15:36:43.840245,2021-04-27 15:36:43.840245
5418,5438,14515,2021-04-27 15:36:43.992503,2021-04-27 15:36:43.992503
5419,5439,14516,2021-04-27 15:36:44.340450,2021-04-27 15:36:44.340450
5420,5440,2615,2021-04-27 15:36:45.529720,2021-04-27 15:36:45.529720
5421,5441,13854,2021-04-27 15:36:45.671100,2021-04-27 15:36:45.671100
5422,5442,14523,2021-04-27 15:36:54.003425,2021-04-27 15:36:54.003425
5423,5443,14524,2021-04-27 15:36:55.997204,2021-04-27 15:36:55.997204
5424,5444,1895,2021-04-27 15:37:00.068364,2021-04-27 15:37:00.068364
5425,5445,14525,2021-04-27 15:37:00.227603,2021-04-27 15:37:00.227603
5426,5446,14526,2021-04-27 15:37:06.254416,2021-04-27 15:37:06.254416
5427,5447,9188,2021-04-27 15:37:06.755699,2021-04-27 15:37:06.755699
5428,5448,7304,2021-04-27 15:37:08.590265,2021-04-27 15:37:08.590265
5429,5449,14530,2021-04-27 15:37:10.671798,2021-04-27 15:37:10.671798
5430,5450,7575,2021-04-27 15:37:11.792555,2021-04-27 15:37:11.792555
5431,5451,7540,2021-04-27 15:37:11.902476,2021-04-27 15:37:11.902476
5432,5452,14533,2021-04-27 15:37:15.663156,2021-04-27 15:37:15.663156
5433,5453,14534,2021-04-27 15:37:16.440885,2021-04-27 15:37:16.440885
5434,5454,7306,2021-04-27 15:37:16.550687,2021-04-27 15:37:16.550687
5435,5455,14535,2021-04-27 15:37:17.824844,2021-04-27 15:37:17.824844
5436,5456,14536,2021-04-27 15:37:18.361681,2021-04-27 15:37:18.361681
5437,5457,14537,2021-04-27 15:37:19.976816,2021-04-27 15:37:19.976816
5438,5458,14538,2021-04-27 15:37:24.015082,2021-04-27 15:37:24.015082
5439,5459,14539,2021-04-27 15:37:24.613007,2021-04-27 15:37:24.613007
5440,5460,14540,2021-04-27 15:37:40.035689,2021-04-27 15:37:40.035689
5441,5461,14541,2021-04-27 15:37:50.702645,2021-04-27 15:37:50.702645
5442,5462,13291,2021-04-27 15:37:52.181115,2021-04-27 15:37:52.181115
5443,5463,14542,2021-04-27 15:37:53.581659,2021-04-27 15:37:53.581659
5444,5464,14543,2021-04-27 15:38:00.381635,2021-04-27 15:38:00.381635
5445,5465,14544,2021-04-27 15:38:04.094553,2021-04-27 15:38:04.094553
5446,5466,14545,2021-04-27 15:38:05.739604,2021-04-27 15:38:05.739604
5447,5467,14546,2021-04-27 15:38:09.554585,2021-04-27 15:38:09.554585
5448,5468,14547,2021-04-27 15:38:26.722254,2021-04-27 15:38:26.722254
5449,5469,2919,2021-04-27 15:38:34.281070,2021-04-27 15:38:34.281070
5450,5470,2920,2021-04-27 15:38:44.098404,2021-04-27 15:38:44.098404
5451,5471,12080,2021-04-27 15:38:47.000295,2021-04-27 15:38:47.000295
5452,5472,14550,2021-04-27 15:38:55.640054,2021-04-27 15:38:55.640054
5453,5472,14551,2021-04-27 15:38:55.753556,2021-04-27 15:38:55.753556
5454,5473,14552,2021-04-27 15:38:59.115140,2021-04-27 15:38:59.115140
5455,5473,3089,2021-04-27 15:38:59.656455,2021-04-27 15:38:59.656455
5456,5473,14560,2021-04-27 15:38:59.856098,2021-04-27 15:38:59.856098
5457,5474,14561,2021-04-27 15:39:05.594982,2021-04-27 15:39:05.594982
5458,5475,14562,2021-04-27 15:39:05.816594,2021-04-27 15:39:05.816594
5459,5476,6790,2021-04-27 15:39:07.860446,2021-04-27 15:39:07.860446
5460,5477,14563,2021-04-27 15:39:08.834372,2021-04-27 15:39:08.834372
5461,5478,14564,2021-04-27 15:39:09.748392,2021-04-27 15:39:09.748392
5462,5479,14565,2021-04-27 15:39:10.486675,2021-04-27 15:39:10.486675
5463,5480,683,2021-04-27 15:39:12.610642,2021-04-27 15:39:12.610642
5464,5481,14569,2021-04-27 15:39:12.904237,2021-04-27 15:39:12.904237
5465,5482,14570,2021-04-27 15:39:13.325555,2021-04-27 15:39:13.325555
5466,5483,14576,2021-04-27 15:39:21.831452,2021-04-27 15:39:21.831452
5467,5484,13952,2021-04-27 15:39:22.700498,2021-04-27 15:39:22.700498
5468,5485,14582,2021-04-27 15:39:24.467373,2021-04-27 15:39:24.467373
5469,5486,14583,2021-04-27 15:39:25.142797,2021-04-27 15:39:25.142797
5470,5487,14584,2021-04-27 15:39:25.439796,2021-04-27 15:39:25.439796
5471,5488,14585,2021-04-27 15:39:28.972167,2021-04-27 15:39:28.972167
5472,5489,2165,2021-04-27 15:39:44.145384,2021-04-27 15:39:44.145384
5473,5490,14586,2021-04-27 15:39:46.650464,2021-04-27 15:39:46.650464
5474,5491,14589,2021-04-27 15:39:47.728096,2021-04-27 15:39:47.728096
5475,5492,14598,2021-04-27 15:39:48.572789,2021-04-27 15:39:48.572789
5476,5493,14602,2021-04-27 15:39:48.808763,2021-04-27 15:39:48.808763
5477,5494,14603,2021-04-27 15:39:50.035121,2021-04-27 15:39:50.035121
5478,5495,14605,2021-04-27 15:39:50.368266,2021-04-27 15:39:50.368266
5479,5496,2317,2021-04-27 15:39:54.002451,2021-04-27 15:39:54.002451
5480,5497,14606,2021-04-27 15:39:54.513455,2021-04-27 15:39:54.513455
5481,5498,14607,2021-04-27 15:39:56.444213,2021-04-27 15:39:56.444213
5482,5499,14606,2021-04-27 15:39:59.390224,2021-04-27 15:39:59.390224
5483,5500,8916,2021-04-27 15:39:59.904401,2021-04-27 15:39:59.904401
5484,5501,2865,2021-04-27 15:40:00.153613,2021-04-27 15:40:00.153613
5485,5502,2865,2021-04-27 15:40:00.882438,2021-04-27 15:40:00.882438
5486,5503,10504,2021-04-27 15:40:13.849925,2021-04-27 15:40:13.849925
5487,5504,14612,2021-04-27 15:40:17.256864,2021-04-27 15:40:17.256864
5488,5505,14613,2021-04-27 15:40:26.612421,2021-04-27 15:40:26.612421
5489,5506,14615,2021-04-27 15:40:26.797952,2021-04-27 15:40:26.797952
5490,5506,7194,2021-04-27 15:40:26.881903,2021-04-27 15:40:26.881903
5491,450,132,2021-04-27 15:40:27.036622,2021-04-27 15:40:27.036622
5492,450,11431,2021-04-27 15:40:27.144800,2021-04-27 15:40:27.144800
5493,450,14620,2021-04-27 15:40:27.616795,2021-04-27 15:40:27.616795
5494,5507,6251,2021-04-27 15:40:32.699955,2021-04-27 15:40:32.699955
5495,5508,14625,2021-04-27 15:40:33.289006,2021-04-27 15:40:33.289006
5496,5509,14626,2021-04-27 15:40:33.449946,2021-04-27 15:40:33.449946
5497,5510,14628,2021-04-27 15:40:40.775596,2021-04-27 15:40:40.775596
5498,5511,6251,2021-04-27 15:40:51.163157,2021-04-27 15:40:51.163157
5499,5512,14612,2021-04-27 15:40:53.195392,2021-04-27 15:40:53.195392
5500,5513,14613,2021-04-27 15:40:57.523639,2021-04-27 15:40:57.523639
5501,5514,7194,2021-04-27 15:40:57.642920,2021-04-27 15:40:57.642920
5502,5514,14615,2021-04-27 15:40:57.714680,2021-04-27 15:40:57.714680
5503,451,14618,2021-04-27 15:40:57.891810,2021-04-27 15:40:57.891810
5504,451,14620,2021-04-27 15:40:58.306341,2021-04-27 15:40:58.306341
5505,5515,6268,2021-04-27 15:41:00.785504,2021-04-27 15:41:00.785504
5506,5516,3544,2021-04-27 15:41:01.390308,2021-04-27 15:41:01.390308
5507,5516,3548,2021-04-27 15:41:01.591065,2021-04-27 15:41:01.591065
5508,5517,14634,2021-04-27 15:41:11.888302,2021-04-27 15:41:11.888302
5509,5518,3596,2021-04-27 15:41:14.851234,2021-04-27 15:41:14.851234
5510,5519,14635,2021-04-27 15:41:15.248273,2021-04-27 15:41:15.248273
5511,5520,14636,2021-04-27 15:41:16.735531,2021-04-27 15:41:16.735531
5512,5521,14637,2021-04-27 15:41:17.380358,2021-04-27 15:41:17.380358
5513,5522,14639,2021-04-27 15:41:27.741461,2021-04-27 15:41:27.741461
5514,5523,14640,2021-04-27 15:41:28.665946,2021-04-27 15:41:28.665946
5515,5524,14643,2021-04-27 15:41:29.451343,2021-04-27 15:41:29.451343
5516,5525,14644,2021-04-27 15:41:30.963294,2021-04-27 15:41:30.963294
5517,5526,14645,2021-04-27 15:41:31.365834,2021-04-27 15:41:31.365834
5518,5527,1536,2021-04-27 15:41:36.322106,2021-04-27 15:41:36.322106
5519,5528,7099,2021-04-27 15:41:36.518367,2021-04-27 15:41:36.518367
5520,5529,14646,2021-04-27 15:41:36.823856,2021-04-27 15:41:36.823856
5521,5530,7110,2021-04-27 15:41:41.504441,2021-04-27 15:41:41.504441
5522,5531,14647,2021-04-27 15:41:42.092588,2021-04-27 15:41:42.092588
5523,5532,14648,2021-04-27 15:41:44.933845,2021-04-27 15:41:44.933845
5524,5533,14649,2021-04-27 15:41:51.985268,2021-04-27 15:41:51.985268
5525,5534,132,2021-04-27 15:41:54.182731,2021-04-27 15:41:54.182731
5526,5535,14650,2021-04-27 15:41:56.014211,2021-04-27 15:41:56.014211
5527,5536,14603,2021-04-27 15:41:57.445855,2021-04-27 15:41:57.445855
5528,5537,14651,2021-04-27 15:41:58.676403,2021-04-27 15:41:58.676403
5529,5538,14652,2021-04-27 15:41:59.806392,2021-04-27 15:41:59.806392
5530,5539,14654,2021-04-27 15:42:00.299651,2021-04-27 15:42:00.299651
5531,5540,14655,2021-04-27 15:42:00.604573,2021-04-27 15:42:00.604573
5532,5541,14658,2021-04-27 15:42:01.848313,2021-04-27 15:42:01.848313
5533,5541,14659,2021-04-27 15:42:01.991662,2021-04-27 15:42:01.991662
5534,5542,14660,2021-04-27 15:42:02.567667,2021-04-27 15:42:02.567667
5535,5543,14661,2021-04-27 15:42:04.062125,2021-04-27 15:42:04.062125
