head,relation,tail
icd11:1343384140,is_a,icd11:1968594557
icd11:71574697,is_a,icd11:121657546
icd11:2064381078,is_a,icd11:1721328596
icd11:1957171200,is_a,icd11:777941283
icd11:1049947849,is_a,icd11:2016844157
icd11:1630654348,is_a,icd11:1934471301
icd11:975343503,is_a,icd11:1806329739
icd11:1089070361,is_a,icd11:757048800
icd11:1052899114,is_a,icd11:1505179968
icd11:870907225,is_a,icd11:428347394
icd11:1429189401,is_a,icd11:946135091
icd11:330290578,is_a,icd11:956532937
icd11:880494396,is_a,icd11:684964464
icd11:1715813988,is_a,icd11:1056888958
icd11:1715813988,is_a,icd11:1453850609
icd11:772982663,is_a,icd11:1780076091
icd11:772982663,is_a,icd11:1646490591
icd11:1422139233,is_a,icd11:868213689
icd11:1995929629,is_a,icd11:1621794154
icd11:355213810,is_a,icd11:1993224560
icd11:1130198023,is_a,icd11:1259583500
icd11:393465112,is_a,icd11:271584893
icd11:1755751917,is_a,icd11:618998878
icd11:531258563,is_a,icd11:1412960686
icd11:2008421588,is_a,icd11:1952642183
icd11:1010943819,is_a,icd11:1771541907
icd11:1010943819,is_a,icd11:854731569
icd11:436033391,is_a,icd11:1303990434
icd11:263144172,is_a,icd11:1119919209
icd11:1401753686,is_a,icd11:522040577
icd11:1401753686,is_a,icd11:1729106757
icd11:16831299,is_a,icd11:606631441
icd11:16831299,is_a,icd11:1055080410
icd11:2095305475,is_a,icd11:329960238
icd11:495802390,is_a,icd11:1812980207
icd11:1213279530,is_a,icd11:2143423572
icd11:1213279530,is_a,icd11:1697956814
icd11:1431211717,is_a,icd11:1465001518
icd11:1827301146,is_a,icd11:876005123
icd11:1261216593,is_a,icd11:482914030
icd11:1261216593,is_a,icd11:939513521
icd11:1852406754,is_a,icd11:65720611
icd11:1852406754,is_a,icd11:1920274373
icd11:914726589,is_a,icd11:959651392
icd11:418359090,is_a,icd11:294801391
icd11:764709846,is_a,icd11:484607000
icd11:864408435,is_a,icd11:849793428
icd11:2102651844,is_a,icd11:1913625538
icd11:46117627,is_a,icd11:1412960686
icd11:1921810289,is_a,icd11:247839673
icd11:2133701278,is_a,icd11:1012134223
icd11:680001044,is_a,icd11:1443941730
icd11:1999951139,is_a,icd11:1156567558
icd11:1424709673,is_a,icd11:825410563
icd11:1880397739,is_a,icd11:1729141794
icd11:1873247529,is_a,icd11:2118246468
icd11:141061651,is_a,icd11:1048316768
icd11:984605272,is_a,icd11:2093211032
icd11:470174636,is_a,icd11:1698128682
icd11:863983743,is_a,icd11:676603893
icd11:1154272557,is_a,icd11:632162554
icd11:75951638,is_a,icd11:2058052515
icd11:896866865,is_a,icd11:1651247891
icd11:709870223,is_a,icd11:682520860
icd11:540720431,is_a,icd11:480016035
icd11:540720431,is_a,icd11:1044091662
icd11:47890668,is_a,icd11:93998748
icd11:47890668,is_a,icd11:471390889
icd11:625853535,is_a,icd11:1819307779
icd11:625853535,is_a,icd11:71926572
icd11:492883056,is_a,icd11:455894495
icd11:1802140935,is_a,icd11:1410274578
icd11:816000251,is_a,icd11:1887882424
icd11:799651914,is_a,icd11:1231509064
icd11:2059594980,is_a,icd11:1283926457
icd11:1797589304,is_a,icd11:1060981106
icd11:1416338288,is_a,icd11:1256384247
icd11:1773105462,is_a,icd11:482914030
icd11:181637364,is_a,icd11:1192407880
icd11:1430012917,is_a,icd11:984413241
icd11:1787075383,is_a,icd11:397229506
icd11:317823248,is_a,icd11:1156567558
icd11:317823248,is_a,icd11:1443941730
icd11:1570958286,is_a,icd11:522489877
icd11:384870295,is_a,icd11:395565060
icd11:104197957,is_a,icd11:2037463157
icd11:104197957,is_a,icd11:191659986
icd11:222434330,is_a,icd11:773281372
icd11:195009390,is_a,icd11:808531832
icd11:195009390,is_a,icd11:237389615
icd11:670730319,is_a,icd11:330822053
icd11:907624399,is_a,icd11:496229924
icd11:888724880,is_a,icd11:666745612
icd11:2096809854,is_a,icd11:1088800108
icd11:56356444,is_a,icd11:141396655
icd11:493326096,is_a,icd11:1290704160
icd11:1688073670,is_a,icd11:1040820675
icd11:771734461,is_a,icd11:1819307779
icd11:771734461,is_a,icd11:1482993416
icd11:451775619,is_a,icd11:365022111
icd11:702193256,is_a,icd11:901000137
icd11:2036035011,is_a,icd11:29524620
icd11:278358681,is_a,icd11:191659986
icd11:55133785,is_a,icd11:71458216
icd11:55133785,is_a,icd11:548938147
icd11:55133785,is_a,icd11:1736666543
icd11:506837766,is_a,icd11:1018587491
icd11:1710566334,is_a,icd11:1428905921
icd11:1985320989,is_a,icd11:1069179856
icd11:1513498449,is_a,icd11:1729106757
icd11:1513498449,is_a,icd11:489508344
icd11:674623750,is_a,icd11:2037463157
icd11:674623750,is_a,icd11:708418764
icd11:76329234,is_a,icd11:681606398
icd11:1076733559,is_a,icd11:1074706780
icd11:1986798616,is_a,icd11:588559962
icd11:2059524172,is_a,icd11:18206903
icd11:11668879,is_a,icd11:284613639
icd11:8171196,is_a,icd11:653663824
icd11:8171196,is_a,icd11:106304476
icd11:8171196,is_a,icd11:609177862
icd11:2128942844,is_a,icd11:442318819
icd11:1966128216,is_a,icd11:647260534
icd11:1012779542,is_a,icd11:1482297027
icd11:2034403589,is_a,icd11:1378791709
icd11:1075623035,is_a,icd11:163750325
icd11:1853626163,is_a,icd11:1642258398
icd11:379148944,is_a,icd11:406586413
icd11:1697956814,is_a,icd11:1577548269
icd11:1737923951,is_a,icd11:1831158013
icd11:235400978,is_a,icd11:609177862
icd11:1486399389,is_a,icd11:2080388317
icd11:1014677494,is_a,icd11:2001301681
icd11:643334575,is_a,icd11:956579408
icd11:1154179836,is_a,icd11:1935164290
icd11:446252052,is_a,icd11:706629092
icd11:841161884,is_a,icd11:213831678
icd11:1996958663,is_a,icd11:2113829751
icd11:919038581,is_a,icd11:1796624917
icd11:919038581,is_a,icd11:1417231919
icd11:1497227586,is_a,icd11:1377705785
icd11:1877062675,is_a,icd11:5747278
icd11:1010116749,is_a,icd11:770606171
icd11:107155297,is_a,icd11:1819307779
icd11:107155297,is_a,icd11:1106737196
icd11:1288185701,is_a,icd11:1849568465
icd11:1288185701,is_a,icd11:1086231824
icd11:517516952,is_a,icd11:596352530
icd11:1883086071,is_a,icd11:862499204
icd11:886393867,is_a,icd11:2024159409
icd11:1958224633,is_a,icd11:643334575
icd11:1900806145,is_a,icd11:2056855330
icd11:1900806145,is_a,icd11:1933657198
icd11:1900806145,is_a,icd11:1101707278
icd11:7135461,is_a,icd11:2128275244
icd11:7135461,is_a,icd11:1556117837
icd11:640347539,is_a,icd11:2132718683
icd11:648519873,is_a,icd11:939739952
icd11:1240142461,is_a,icd11:1156567558
icd11:1914444337,is_a,icd11:923306251
icd11:1584685171,is_a,icd11:548201243
icd11:1390610946,is_a,icd11:812792270
icd11:971063023,is_a,icd11:647749158
icd11:1554710042,is_a,icd11:1695649400
icd11:270453245,is_a,icd11:163039429
icd11:270453245,is_a,icd11:1121465374
icd11:270453245,is_a,icd11:1192407880
icd11:913672403,is_a,icd11:1072463579
icd11:913672403,is_a,icd11:1628519266
icd11:551200965,is_a,icd11:886266813
icd11:791112257,is_a,icd11:1505179968
icd11:108952698,is_a,icd11:552097768
icd11:455296539,is_a,icd11:372387893
icd11:1255785975,is_a,icd11:1456885845
icd11:1255785975,is_a,icd11:1210333794
icd11:134821230,is_a,icd11:816000251
icd11:1624813675,is_a,icd11:1768130414
icd11:1624813675,is_a,icd11:1628237102
icd11:626958575,is_a,icd11:561406981
icd11:536801158,is_a,icd11:141462889
icd11:200732645,is_a,icd11:886266813
icd11:922198240,is_a,icd11:524392521
icd11:743236404,is_a,icd11:1831158013
icd11:1435438717,is_a,icd11:1434060790
icd11:1337401724,is_a,icd11:1460916074
icd11:1337401724,is_a,icd11:261248609
icd11:1773660289,is_a,icd11:1022262197
icd11:1825729527,is_a,icd11:1601642892
icd11:1825729527,is_a,icd11:1441325423
icd11:1650814769,is_a,icd11:1883423833
icd11:1665042685,is_a,icd11:1685932952
icd11:768312788,is_a,icd11:1558391653
icd11:851571498,is_a,icd11:518541897
icd11:309182857,is_a,icd11:2143641220
icd11:512407344,is_a,icd11:1316693661
icd11:1715382323,is_a,icd11:1774744793
icd11:1661889351,is_a,icd11:1944913975
icd11:1942095878,is_a,icd11:950336322
icd11:237739703,is_a,icd11:1918678788
icd11:2042663302,is_a,icd11:456876588
icd11:969101922,is_a,icd11:1024151204
icd11:700254164,is_a,icd11:544509908
icd11:700254164,is_a,icd11:1922152495
icd11:525392264,is_a,icd11:157647942
icd11:477253026,is_a,icd11:183283901
icd11:1726732000,is_a,icd11:1083906203
icd11:614401663,is_a,icd11:99883782
icd11:144526718,is_a,icd11:641342831
icd11:1840564352,is_a,icd11:828658864
icd11:11389088,is_a,icd11:38557253
icd11:1152322841,is_a,icd11:1405407847
icd11:1248078189,is_a,icd11:585187238
icd11:643345953,is_a,icd11:621183043
icd11:643345953,is_a,icd11:579547731
icd11:1908185920,is_a,icd11:1210333794
icd11:1894744640,is_a,icd11:1807730236
icd11:2073062327,is_a,icd11:843084384
icd11:1785145382,is_a,icd11:707489522
icd11:1785145382,is_a,icd11:786506553
icd11:1259583500,is_a,icd11:1941547119
icd11:1314630323,is_a,icd11:215767047
icd11:407172127,is_a,icd11:1115270371
icd11:407172127,is_a,icd11:1858528032
icd11:1016960944,is_a,icd11:992865924
icd11:487533617,is_a,icd11:1156567558
icd11:1623292763,is_a,icd11:1869883509
icd11:634796978,is_a,icd11:727340642
icd11:2063826056,is_a,icd11:1883423833
icd11:1655077452,is_a,icd11:873736219
icd11:867848022,is_a,icd11:1883423833
icd11:1115988415,is_a,icd11:1501260457
icd11:1181522088,is_a,icd11:1252325692
icd11:373247843,is_a,icd11:2105678631
icd11:500502260,is_a,icd11:1568433303
icd11:1137091406,is_a,icd11:569611257
icd11:145192945,is_a,icd11:466688507
icd11:604023068,is_a,icd11:1892760382
icd11:1565524203,is_a,icd11:1115988415
icd11:2067824754,is_a,icd11:1206275070
icd11:105280235,is_a,icd11:1741624812
icd11:1119547622,is_a,icd11:1742248014
icd11:1743067451,is_a,icd11:1108993080
icd11:730028362,is_a,icd11:1074706780
icd11:730028362,is_a,icd11:1435390252
icd11:282073961,is_a,icd11:1685932952
icd11:1421374970,is_a,icd11:572581721
icd11:1421374970,is_a,icd11:372387893
icd11:1901494067,is_a,icd11:2115467890
icd11:959374976,is_a,icd11:1272195263
icd11:959374976,is_a,icd11:1510830838
icd11:1668450131,is_a,icd11:1156567558
icd11:920725482,is_a,icd11:1156567558
icd11:920725482,is_a,icd11:1443941730
icd11:1583701732,is_a,icd11:119916144
icd11:644858976,is_a,icd11:1643733121
icd11:644858976,is_a,icd11:1339981138
icd11:520397021,is_a,icd11:1674422101
icd11:1430613594,is_a,icd11:1897256597
icd11:1137782407,is_a,icd11:1966128216
icd11:1071258127,is_a,icd11:2106872801
icd11:2111451719,is_a,icd11:1833969739
icd11:661458778,is_a,icd11:1922613180
icd11:661458778,is_a,icd11:484607000
icd11:1131342025,is_a,icd11:1873247529
icd11:1311440988,is_a,icd11:648205140
icd11:110448765,is_a,icd11:30839574
icd11:857203496,is_a,icd11:292680542
icd11:1192909228,is_a,icd11:931497373
icd11:1119919209,is_a,icd11:1927280032
icd11:1380450203,is_a,icd11:107393968
icd11:1380450203,is_a,icd11:854731569
icd11:1380450203,is_a,icd11:1802307036
icd11:239240716,is_a,icd11:144526718
icd11:1160279751,is_a,icd11:1173690756
icd11:1531077719,is_a,icd11:610583617
icd11:239470843,is_a,icd11:59912591
icd11:2002717547,is_a,icd11:1476976762
icd11:2002717547,is_a,icd11:1986798616
icd11:1963050127,is_a,icd11:1402978031
icd11:994653612,is_a,icd11:1469259578
icd11:1416203271,is_a,icd11:1179082745
icd11:1305138145,is_a,icd11:2085581957
icd11:1057380726,is_a,icd11:1454063618
icd11:1057380726,is_a,icd11:1213046057
icd11:1563668250,is_a,icd11:516222817
icd11:159549213,is_a,icd11:1290704160
icd11:1649261475,is_a,icd11:561406981
icd11:1649261475,is_a,icd11:971987447
icd11:1892393023,is_a,icd11:545442245
icd11:1194018225,is_a,icd11:1054502653
icd11:825596487,is_a,icd11:928435705
icd11:52782345,is_a,icd11:842877470
icd11:119916144,is_a,icd11:445309625
icd11:695640303,is_a,icd11:1281625962
icd11:695640303,is_a,icd11:1435049566
icd11:436897781,is_a,icd11:2144774073
icd11:1699204738,is_a,icd11:1170570126
icd11:1500851497,is_a,icd11:1697597215
icd11:177740802,is_a,icd11:764124124
icd11:1255961609,is_a,icd11:2044170142
icd11:357383447,is_a,icd11:1465001518
icd11:357383447,is_a,icd11:2064431086
icd11:1076888654,is_a,icd11:1228027334
icd11:269115185,is_a,icd11:449163453
icd11:445484522,is_a,icd11:1179111584
icd11:1148416108,is_a,icd11:168471930
icd11:1203179947,is_a,icd11:2145027564
icd11:480542213,is_a,icd11:1623148241
icd11:1793440480,is_a,icd11:2086603843
icd11:2085374950,is_a,icd11:378499916
icd11:1123446981,is_a,icd11:616315615
icd11:1123446981,is_a,icd11:121597399
icd11:1252325692,is_a,icd11:610583617
icd11:1148757980,is_a,icd11:57640176
icd11:2045991554,is_a,icd11:64081271
icd11:647260534,is_a,icd11:253389425
icd11:1078773185,is_a,icd11:705200672
icd11:208528564,is_a,icd11:823052941
icd11:149038202,is_a,icd11:533054712
icd11:1815751905,is_a,icd11:1973171915
icd11:1913185137,is_a,icd11:913387730
icd11:1913185137,is_a,icd11:1796624917
icd11:1000683110,is_a,icd11:919394347
icd11:160850170,is_a,icd11:384984571
icd11:1540802036,is_a,icd11:1266570727
icd11:179091211,is_a,icd11:24521776
icd11:512898685,is_a,icd11:1421374970
icd11:1061004814,is_a,icd11:161359909
icd11:848611604,is_a,icd11:624629126
icd11:509742240,is_a,icd11:301437768
icd11:1130002522,is_a,icd11:1599946610
icd11:1998302640,is_a,icd11:394105231
icd11:154731294,is_a,icd11:1222180122
icd11:1663135990,is_a,icd11:2132718683
icd11:1741194419,is_a,icd11:1982871374
icd11:871897464,is_a,icd11:1179082745
icd11:1791550158,is_a,icd11:1435238626
icd11:1167014735,is_a,icd11:1180662736
icd11:569391178,is_a,icd11:1873247529
icd11:858676642,is_a,icd11:1665042685
icd11:1925191093,is_a,icd11:1539226250
icd11:470579357,is_a,icd11:428347394
icd11:1804599914,is_a,icd11:1727861485
icd11:323678889,is_a,icd11:1825957297
icd11:1812901354,is_a,icd11:876005123
icd11:419290941,is_a,icd11:1723545
icd11:1298254533,is_a,icd11:28451992
icd11:175413833,is_a,icd11:364669853
icd11:676603893,is_a,icd11:1309973365
icd11:969027614,is_a,icd11:1108139699
icd11:1420710618,is_a,icd11:1143142333
icd11:1568054178,is_a,icd11:2086603843
icd11:1693620146,is_a,icd11:1376753221
icd11:1257078333,is_a,icd11:1963050127
icd11:1257078333,is_a,icd11:2056855330
icd11:1717989511,is_a,icd11:1078773185
icd11:462497446,is_a,icd11:1034144655
icd11:966988586,is_a,icd11:395290836
icd11:1235671891,is_a,icd11:1840670133
icd11:1491526226,is_a,icd11:2054208433
icd11:2021810977,is_a,icd11:895101139
icd11:5628351,is_a,icd11:1987223744
icd11:182579434,is_a,icd11:1186249543
icd11:828693449,is_a,icd11:284380638
icd11:828693449,is_a,icd11:1861250844
icd11:1112496869,is_a,icd11:1980724961
icd11:1135248720,is_a,icd11:2139816011
icd11:690947124,is_a,icd11:2111451719
icd11:380846833,is_a,icd11:96808187
icd11:641919687,is_a,icd11:970357944
icd11:1716182078,is_a,icd11:956532937
icd11:1716182078,is_a,icd11:1083906203
icd11:1119526295,is_a,icd11:610583617
icd11:742266267,is_a,icd11:959374976
icd11:742266267,is_a,icd11:634124345
icd11:545442245,is_a,icd11:900320365
icd11:1922185413,is_a,icd11:702231343
icd11:1568838145,is_a,icd11:1435049566
icd11:2016900188,mms_parent,icd11:653663824
icd11:1389496349,mms_parent,icd11:2065076111
icd11:1731433055,mms_parent,icd11:1802307036
icd11:159237368,mms_parent,icd11:1430564150
icd11:768286286,mms_parent,icd11:306281816
icd11:2051955874,mms_parent,icd11:157326074
icd11:2144907708,mms_parent,icd11:1849568465
icd11:1454811046,mms_parent,icd11:1642258398
icd11:1478125852,mms_parent,icd11:1322710779
icd11:1918887625,mms_parent,icd11:63698555
icd11:1727783745,mms_parent,icd11:141396655
icd11:1313926062,mms_parent,icd11:163039429
icd11:1970262645,mms_parent,icd11:1322710779
icd11:1601273294,mms_parent,icd11:2076834974
icd11:984413241,mms_parent,icd11:895101139
icd11:1628519266,mms_parent,icd11:730479772
icd11:972721186,mms_parent,icd11:484607000
icd11:311281450,mms_parent,icd11:306281816
icd11:1298775237,mms_parent,icd11:154731294
icd11:2023437459,mms_parent,icd11:727340642
icd11:1022081900,mms_parent,icd11:1299624490
icd11:1122238335,mms_parent,icd11:902107952
icd11:1000592924,mms_parent,icd11:247221550
icd11:1974989140,mms_parent,icd11:1723965278
icd11:2012865457,mms_parent,icd11:636081762
icd11:1069298482,mms_parent,icd11:1887882424
icd11:440403304,mms_parent,icd11:730479772
icd11:1012792544,mms_parent,icd11:2020673786
icd11:1826995932,mms_parent,icd11:381784196
icd11:245322245,mms_parent,icd11:1300710062
icd11:153761635,mms_parent,icd11:371242799
icd11:191659986,mms_parent,icd11:721319964
icd11:1668083137,mms_parent,icd11:121597399
icd11:86210128,mms_parent,icd11:1252325692
icd11:666746193,mms_parent,icd11:616315615
icd11:1189946017,mms_parent,icd11:928435705
icd11:1396656475,mms_parent,icd11:1569740496
icd11:1990974193,mms_parent,icd11:532698403
icd11:1831158013,mms_parent,icd11:764709846
icd11:134590150,mms_parent,icd11:154731294
icd11:122394301,mms_parent,icd11:1808014996
icd11:806314148,mms_parent,icd11:268810206
icd11:410058129,mms_parent,icd11:1861250844
icd11:684964464,mms_parent,icd11:1959919171
icd11:889434421,mms_parent,icd11:928435705
icd11:1668927157,mms_parent,icd11:2115467890
icd11:1302834639,mms_parent,icd11:2142927078
icd11:395565060,mms_parent,icd11:587996426
icd11:1796624917,mms_parent,icd11:773281372
icd11:828383694,mms_parent,icd11:1018027038
icd11:488366644,mms_parent,icd11:1895278089
icd11:1629105375,mms_parent,icd11:548938147
icd11:1884412538,mms_parent,icd11:2065076111
icd11:1554593739,mms_parent,icd11:918813679
icd11:1210333794,mms_parent,icd11:609177862
icd11:197185585,mms_parent,icd11:2020673786
icd11:1401395930,mms_parent,icd11:533054712
icd11:1971045353,mms_parent,icd11:254627332
icd11:1975361268,mms_parent,icd11:262268689
icd11:1465651353,mms_parent,icd11:2057714006
icd11:488102959,mms_parent,icd11:1819307779
icd11:464336101,mms_parent,icd11:1272195263
icd11:49558793,mms_parent,icd11:1705499478
icd11:719536791,mms_parent,icd11:1018027038
icd11:614000128,mms_parent,icd11:1026551291
icd11:131378528,mms_parent,icd11:705200672
icd11:67208630,mms_parent,icd11:1674422101
icd11:163537370,mms_parent,icd11:1056452314
icd11:1256355296,mms_parent,icd11:1231509064
icd11:2061271525,mms_parent,icd11:343905295
icd11:835880885,mms_parent,icd11:1404622826
icd11:1941547119,mms_parent,icd11:1223911519
icd11:707540125,mms_parent,icd11:1389026615
icd11:670519908,mms_parent,icd11:928435705
icd11:751866280,mms_parent,icd11:2007777621
icd11:1358020385,mms_parent,icd11:1998421548
icd11:1360191460,mms_parent,icd11:902107952
icd11:1454063618,mms_parent,icd11:1975361268
icd11:531901221,mms_parent,icd11:2021810977
icd11:2099645070,mms_parent,icd11:602989108
icd11:213855225,mms_parent,icd11:437941753
icd11:2076834974,mms_parent,icd11:149038202
icd11:384984571,mms_parent,icd11:1639304259
icd11:1343350087,mms_parent,icd11:397446839
icd11:995520636,mms_parent,icd11:1785103254
icd11:877259530,mms_parent,icd11:797997317
icd11:370989014,mms_parent,icd11:236964647
icd11:1392146984,mms_parent,icd11:428347394
icd11:953143133,mms_parent,icd11:1923044320
icd11:2077814774,mms_parent,icd11:1892393023
icd11:160661062,mms_parent,icd11:797997317
icd11:179051153,mms_parent,icd11:1430820568
icd11:1925052982,mms_parent,icd11:2052676433
icd11:615658429,mms_parent,icd11:2020673786
icd11:1897256597,mms_parent,icd11:1987089698
icd11:1757898640,mms_parent,icd11:1435238626
icd11:1976997748,mms_parent,icd11:1574420820
icd11:901411509,mms_parent,icd11:1998421548
icd11:1233443452,mms_parent,icd11:1101707278
icd11:258364608,mms_parent,icd11:648205140
icd11:854229089,mms_parent,icd11:455894495
icd11:519985380,mms_parent,icd11:772982663
icd11:236964647,mms_parent,icd11:900320365
icd11:1665798650,mms_parent,icd11:1040820675
icd11:810545508,mms_parent,icd11:489508344
icd11:848253123,mms_parent,icd11:1937385304
icd11:1232629612,mms_parent,icd11:1388807162
icd11:1363503226,mms_parent,icd11:530229973
icd11:1249747893,mms_parent,icd11:141462889
icd11:394490040,mms_parent,icd11:2131977134
icd11:298483262,mms_parent,icd11:996549477
icd11:1669369613,mms_parent,icd11:1160279751
icd11:408835699,mms_parent,icd11:610583617
icd11:1771541907,mms_parent,icd11:1887882424
icd11:67108853,mms_parent,icd11:532698403
icd11:1042261192,mms_parent,icd11:840559544
icd11:324338659,mms_parent,icd11:1255912593
icd11:330445366,mms_parent,icd11:318744822
icd11:713628788,mms_parent,icd11:1955286209
icd11:143807416,mms_parent,icd11:1596419171
icd11:247568702,mms_parent,icd11:1530443809
icd11:1444031920,mms_parent,icd11:1955286209
icd11:1441325423,mms_parent,icd11:466068824
icd11:1971711642,mms_parent,icd11:2100075501
icd11:122905039,mms_parent,icd11:1416949107
icd11:205263095,mms_parent,icd11:408835699
icd11:24246260,mms_parent,icd11:191659986
icd11:598142773,mms_parent,icd11:928435705
icd11:1841960311,mms_parent,icd11:1044091662
icd11:548201243,mms_parent,icd11:955213795
icd11:1202062855,mms_parent,icd11:63698555
icd11:1825782219,mms_parent,icd11:1040820675
icd11:1379934125,mms_parent,icd11:965498095
icd11:358222344,mms_parent,icd11:405818185
icd11:1474816492,mms_parent,icd11:572581721
icd11:1140626172,mms_parent,icd11:1624343310
icd11:61181798,mms_parent,icd11:299242184
icd11:1476767953,mms_parent,icd11:2001301681
icd11:937488272,mms_parent,icd11:767409015
icd11:2106872801,mms_parent,icd11:308785511
icd11:2056462622,mms_parent,icd11:65720611
icd11:662291803,mms_parent,icd11:428347394
icd11:941488646,mms_parent,icd11:1697803519
icd11:1935164290,mms_parent,icd11:2065076111
icd11:372387893,mms_parent,icd11:705200672
icd11:1626557438,mms_parent,icd11:1987089698
icd11:490390892,mms_parent,icd11:1122238335
icd11:2058595636,mms_parent,icd11:767409015
icd11:1838547056,mms_parent,icd11:1018027038
icd11:1024537930,mms_parent,icd11:1729106757
icd11:860564502,mms_parent,icd11:876005123
icd11:1055080410,mms_parent,icd11:78189128
icd11:540896913,mms_parent,icd11:1430564150
icd11:1654612170,mms_parent,icd11:1596419171
icd11:2044170142,mms_parent,icd11:610583617
icd11:1257063045,mms_parent,icd11:673647195
icd11:1173690756,mms_parent,icd11:1639304259
icd11:1860796142,mms_parent,icd11:730479772
icd11:2099491584,mms_parent,icd11:2021810977
icd11:819475103,mms_parent,icd11:2020673786
icd11:1280729393,mms_parent,icd11:1173370808
icd11:1812980207,mms_parent,icd11:609177862
icd11:416684379,mms_parent,icd11:1819307779
icd11:1435762443,mms_parent,icd11:2020673786
icd11:364669853,mms_parent,icd11:730479772
icd11:1299624490,mms_parent,icd11:666962606
icd11:316643992,mms_parent,icd11:772982663
icd11:1276237557,mms_parent,icd11:1887882424
icd11:840559544,mms_parent,icd11:145437080
icd11:1181289910,mms_parent,icd11:71488193
icd11:1448109390,mms_parent,icd11:1955286209
icd11:1015982132,mms_parent,icd11:773281372
icd11:1334121111,mms_parent,icd11:141462889
icd11:155264956,mms_parent,icd11:1160781209
icd11:247535295,mms_parent,icd11:748282847
icd11:891652224,mms_parent,icd11:636081762
icd11:85700944,mms_parent,icd11:1173370808
icd11:1456138933,mms_parent,icd11:445309625
icd11:1726890736,mms_parent,icd11:299242184
icd11:348525836,mms_parent,icd11:1651247891
icd11:320934595,mms_parent,icd11:2020673786
icd11:2039415173,mms_parent,icd11:1465035083
icd11:144124957,mms_parent,icd11:609177862
icd11:752836859,mms_parent,icd11:1993224560
icd11:1518322360,mms_parent,icd11:1897656051
icd11:380028323,mms_parent,icd11:455330172
icd11:1803982621,mms_parent,icd11:1574420820
icd11:456876588,mms_parent,icd11:1075198519
icd11:1624343310,mms_parent,icd11:1851131352
icd11:484607000,mms_parent,icd11:1223380074
icd11:188639283,mms_parent,icd11:1223380074
icd11:2131747719,mms_parent,icd11:1192407880
icd11:1493830367,mms_parent,icd11:902107952
icd11:370440252,mms_parent,icd11:455894495
icd11:999231798,mms_parent,icd11:1404622826
icd11:641763399,mms_parent,icd11:1166232738
icd11:1857606837,mms_parent,icd11:1296505621
icd11:1448983042,mms_parent,icd11:1706880799
icd11:1772703008,mms_parent,icd11:1588922421
icd11:1373335705,mms_parent,icd11:1576710885
icd11:1634507618,mms_parent,icd11:371242799
icd11:154004890,mms_parent,icd11:1435238626
icd11:1928505945,mms_parent,icd11:841437704
icd11:1154723141,mms_parent,icd11:799238711
icd11:1859072657,mms_parent,icd11:1493830367
icd11:558215570,mms_parent,icd11:442318819
icd11:1706065150,mms_parent,icd11:2142927078
icd11:2032142067,mms_parent,icd11:1402978031
icd11:1859468363,mms_parent,icd11:1785103254
icd11:1466487054,mms_parent,icd11:213831678
icd11:20350466,mms_parent,icd11:587996426
icd11:2087939516,mms_parent,icd11:1231509064
icd11:1996095396,mms_parent,icd11:318744822
icd11:202081629,mms_parent,icd11:466068824
icd11:600719715,mms_parent,icd11:1066048766
icd11:549327141,mms_parent,icd11:1897656051
icd11:224921186,mms_parent,icd11:1968594557
icd11:556027555,mms_parent,icd11:1780076091
icd11:647067594,mms_parent,icd11:293738466
icd11:29524620,mms_parent,icd11:1389026615
icd11:1929970386,mms_parent,icd11:572581721
icd11:1381715631,mms_parent,icd11:106304476
icd11:727340642,mms_parent,icd11:17827485
icd11:160204218,mms_parent,icd11:1435238626
icd11:263124095,mms_parent,icd11:647260534
icd11:2094665806,mms_parent,icd11:841437704
icd11:1256955195,mms_parent,icd11:556027555
icd11:577499518,mms_parent,icd11:1252325692
icd11:297640720,mms_parent,icd11:647067594
icd11:531095761,mms_parent,icd11:236964647
icd11:1764982361,mms_parent,icd11:408835699
icd11:1986934813,mms_parent,icd11:1417231919
icd11:654966035,mms_parent,icd11:364669853
icd11:1324017222,mms_parent,icd11:149072669
icd11:854731569,mms_parent,icd11:2099645070
icd11:621183043,mms_parent,icd11:437372167
icd11:1031302860,mms_parent,icd11:1601642892
icd11:191565955,mms_parent,icd11:1179111584
icd11:1309973365,mms_parent,icd11:372424530
icd11:440675859,mms_parent,icd11:1435238626
icd11:384451022,mms_parent,icd11:1018027038
icd11:419782983,mms_parent,icd11:63698555
icd11:1498061593,mms_parent,icd11:1808014996
icd11:1472503127,mms_parent,icd11:1937385304
icd11:1389026615,mms_parent,icd11:1946783676
icd11:71488193,mms_parent,icd11:514038071
icd11:1802341051,mms_parent,icd11:721319964
icd11:1046496266,mms_parent,icd11:1998421548
icd11:941793054,mms_parent,icd11:1223380074
icd11:1026082070,mms_parent,icd11:306281816
icd11:466688507,mms_parent,icd11:1435238626
icd11:254627332,mms_parent,icd11:764709846
icd11:1624135677,mms_parent,icd11:1388807162
icd11:909514626,mms_parent,icd11:1831158013
icd11:655608138,mms_parent,icd11:263124095
icd11:1137173247,mms_parent,icd11:1402978031
icd11:259141680,mms_parent,icd11:1044091662
icd11:992865924,mms_parent,icd11:213831678
icd11:51983773,mms_parent,icd11:218372467
icd11:144637523,mms_parent,icd11:1223380074
icd11:788554020,mms_parent,icd11:114886962
