head,relation,tail
icd11:2129036552,has_phenotype,pheno:Abnormal spermatogenesis
icd11:2129036552,has_phenotype,pheno:Autosomal recessive inheritance
icd11:2129036552,has_phenotype,pheno:Bronchiectasis
icd11:2129036552,has_phenotype,pheno:Cafe-au-lait spot
icd11:2129036552,has_phenotype,pheno:Choreoathetosis
icd11:2129036552,has_phenotype,pheno:Conjunctival telangiectasia
icd11:2129036552,has_phenotype,pheno:Decreased circulating IgA level
icd11:2129036552,has_phenotype,pheno:Decreased circulating IgG2 level
icd11:2129036552,has_phenotype,pheno:Decreased proportion of CD4-positive helper T cells
icd11:2129036552,has_phenotype,pheno:Defective B cell differentiation
icd11:2129036552,has_phenotype,pheno:Diabetes mellitus
icd11:2129036552,has_phenotype,pheno:Dystonia
icd11:2129036552,has_phenotype,pheno:Elevated alpha-fetoprotein
icd11:2129036552,has_phenotype,pheno:Female hypogonadism
icd11:2129036552,has_phenotype,pheno:Glucose intolerance
icd11:2129036552,has_phenotype,pheno:Hodgkin lymphoma
icd11:2129036552,has_phenotype,pheno:Hypoplasia of the thymus
icd11:2129036552,has_phenotype,pheno:Leukemia
icd11:2129036552,has_phenotype,pheno:Lymphoma
icd11:2129036552,has_phenotype,pheno:Myoclonus
icd11:2129036552,has_phenotype,pheno:Non-Hodgkin lymphoma
icd11:2129036552,has_phenotype,pheno:Recurrent bronchitis
icd11:2129036552,has_phenotype,pheno:Reduced tendon reflexes
icd11:2129036552,has_phenotype,pheno:Sinusitis
icd11:1051158630,has_phenotype,pheno:Pigmented micronodular adrenocortical disease
icd11:1051158630,has_phenotype,pheno:Multiple lentigines
icd11:1051158630,has_phenotype,pheno:Abnormal prolactin level
icd11:1051158630,has_phenotype,pheno:Abnormality of circulating adrenocorticotropin level
icd11:1051158630,has_phenotype,pheno:Blue nevus
icd11:1051158630,has_phenotype,pheno:Cardiac myxoma
icd11:1051158630,has_phenotype,pheno:Enlarged polycystic ovaries
icd11:1051158630,has_phenotype,pheno:Growth hormone excess
icd11:1051158630,has_phenotype,pheno:Hirsutism
icd11:1051158630,has_phenotype,pheno:Increased circulating cortisol level
icd11:1051158630,has_phenotype,pheno:Increased urinary cortisol level
icd11:1051158630,has_phenotype,pheno:Peripheral Schwannoma
icd11:1051158630,has_phenotype,pheno:Pituitary growth hormone cell adenoma
icd11:1051158630,has_phenotype,pheno:Profuse pigmented skin lesions
icd11:1051158630,has_phenotype,pheno:Thyroid adenoma
icd11:1051158630,has_phenotype,pheno:Thyroid follicular hyperplasia
icd11:1051158630,has_phenotype,pheno:Vestibular Schwannoma
icd11:1051158630,has_phenotype,pheno:Adrenal pheochromocytoma
icd11:1051158630,has_phenotype,pheno:Congestive heart failure
icd11:1051158630,has_phenotype,pheno:Fibroadenoma of the breast
icd11:1051158630,has_phenotype,pheno:Hypertension associated with pheochromocytoma
icd11:1051158630,has_phenotype,pheno:Pigmentation of the sclera
icd11:1051158630,has_phenotype,pheno:Pituitary prolactin cell adenoma
icd11:1051158630,has_phenotype,pheno:Recurrent paroxysmal headache
icd11:1051158630,has_phenotype,pheno:Red hair
icd11:1051158630,has_phenotype,pheno:Thyroid carcinoma
icd11:1051158630,has_phenotype,pheno:Uterine neoplasm
icd11:1051158630,has_phenotype,pheno:Adrenocortical carcinoma
icd11:1051158630,has_phenotype,pheno:Bronchogenic cyst
icd11:1051158630,has_phenotype,pheno:Cafe-au-lait spot
icd11:1051158630,has_phenotype,pheno:Colon cancer
icd11:1051158630,has_phenotype,pheno:Hepatocellular adenoma
icd11:1051158630,has_phenotype,pheno:Histiocytoma
icd11:1051158630,has_phenotype,pheno:Neoplasm of the pancreas
icd11:1051158630,has_phenotype,pheno:Osteochondroma
icd11:1051158630,has_phenotype,pheno:Parathyroid adenoma
icd11:1051158630,has_phenotype,pheno:Sertoli cell neoplasm
icd11:1051158630,has_phenotype,pheno:Stomach cancer
icd11:1051158630,has_phenotype,pheno:Abnormality of the eye
icd11:1051158630,has_phenotype,pheno:Autosomal dominant inheritance
icd11:1051158630,has_phenotype,pheno:Freckling
icd11:1051158630,has_phenotype,pheno:Myxoid subcutaneous tumors
icd11:1051158630,has_phenotype,pheno:Nevus
icd11:1051158630,has_phenotype,pheno:Pheochromocytoma
icd11:1051158630,has_phenotype,pheno:Pituitary adenoma
icd11:1051158630,has_phenotype,pheno:Schwannoma
icd11:1456138933,has_phenotype,pheno:Autoimmunity
icd11:1456138933,has_phenotype,pheno:Oral mucosal blisters
icd11:1456138933,has_phenotype,pheno:Atypical scarring of skin
icd11:1456138933,has_phenotype,pheno:Gingivitis
icd11:1456138933,has_phenotype,pheno:Blindness
icd11:1456138933,has_phenotype,pheno:Corneal opacity
icd11:758537040,has_phenotype,pheno:Aplasia/Hypoplasia of the thumb
icd11:758537040,has_phenotype,pheno:Broad thumb
icd11:758537040,has_phenotype,pheno:Hypertelorism
icd11:758537040,has_phenotype,pheno:Intellectual disability
icd11:758537040,has_phenotype,pheno:Intrauterine growth retardation
icd11:758537040,has_phenotype,pheno:Microcephaly
icd11:758537040,has_phenotype,pheno:Short stature
icd11:758537040,has_phenotype,pheno:Telecanthus
icd11:758537040,has_phenotype,pheno:Underdeveloped supraorbital ridges
icd11:758537040,has_phenotype,pheno:Abnormality of female external genitalia
icd11:758537040,has_phenotype,pheno:Abnormality of the antihelix
icd11:758537040,has_phenotype,pheno:Attention deficit hyperactivity disorder
icd11:758537040,has_phenotype,pheno:Blepharophimosis
icd11:758537040,has_phenotype,pheno:Clinodactyly of the 5th finger
icd11:758537040,has_phenotype,pheno:Cryptorchidism
icd11:758537040,has_phenotype,pheno:Delayed cranial suture closure
icd11:758537040,has_phenotype,pheno:Delayed skeletal maturation
icd11:758537040,has_phenotype,pheno:Depressed nasal bridge
icd11:758537040,has_phenotype,pheno:Eczema
icd11:758537040,has_phenotype,pheno:Epicanthus
icd11:758537040,has_phenotype,pheno:Fine hair
icd11:758537040,has_phenotype,pheno:Hearing impairment
icd11:758537040,has_phenotype,pheno:Hypospadias
icd11:758537040,has_phenotype,pheno:Low anterior hairline
icd11:758537040,has_phenotype,"pheno:Low-set, posteriorly rotated ears"
icd11:758537040,has_phenotype,pheno:Micrognathia
icd11:758537040,has_phenotype,pheno:Narrow face
icd11:758537040,has_phenotype,pheno:Postnatal growth retardation
icd11:758537040,has_phenotype,pheno:Protruding ear
icd11:758537040,has_phenotype,pheno:Ptosis
icd11:758537040,has_phenotype,pheno:Recurrent infections
icd11:758537040,has_phenotype,pheno:Respiratory insufficiency
icd11:758537040,has_phenotype,pheno:Sandal gap
icd11:758537040,has_phenotype,pheno:Short foot
icd11:758537040,has_phenotype,pheno:Sloping forehead
icd11:758537040,has_phenotype,pheno:Small hand
icd11:758537040,has_phenotype,pheno:Sparse lateral eyebrow
icd11:758537040,has_phenotype,pheno:Sparse scalp hair
icd11:758537040,has_phenotype,pheno:Submucous cleft hard palate
icd11:758537040,has_phenotype,pheno:Wide anterior fontanel
icd11:758537040,has_phenotype,pheno:Abnormal fingernail morphology
icd11:758537040,has_phenotype,pheno:Abnormality of cardiovascular system morphology
icd11:758537040,has_phenotype,pheno:Abnormality of neutrophils
icd11:758537040,has_phenotype,pheno:Abnormality of skin pigmentation
icd11:758537040,has_phenotype,pheno:Acute lymphoblastic leukemia
icd11:758537040,has_phenotype,pheno:Anal stenosis
icd11:758537040,has_phenotype,pheno:Anemia
icd11:758537040,has_phenotype,pheno:Aplasia/Hypoplasia of the corpus callosum
icd11:758537040,has_phenotype,pheno:Asthma
icd11:758537040,has_phenotype,pheno:Brachydactyly
icd11:758537040,has_phenotype,pheno:Cataract
icd11:758537040,has_phenotype,pheno:Chronic diarrhea
icd11:758537040,has_phenotype,pheno:Craniosynostosis
icd11:758537040,has_phenotype,pheno:Cutaneous photosensitivity
icd11:758537040,has_phenotype,pheno:Cutis marmorata
icd11:758537040,has_phenotype,pheno:Delayed eruption of teeth
icd11:758537040,has_phenotype,pheno:Dry skin
icd11:758537040,has_phenotype,pheno:High palate
icd11:758537040,has_phenotype,pheno:Hydrocephalus
icd11:758537040,has_phenotype,pheno:Hydronephrosis
icd11:758537040,has_phenotype,pheno:Hypoparathyroidism
icd11:758537040,has_phenotype,pheno:Hypoplastic toenails
icd11:758537040,has_phenotype,pheno:Joint hyperflexibility
icd11:758537040,has_phenotype,pheno:Lymphoma
icd11:758537040,has_phenotype,pheno:Malabsorption
icd11:758537040,has_phenotype,pheno:Metatarsus adductus
icd11:758537040,has_phenotype,pheno:Myopia
icd11:758537040,has_phenotype,pheno:Nystagmus
icd11:758537040,has_phenotype,pheno:Pectus excavatum
icd11:758537040,has_phenotype,pheno:Rectal prolapse
icd11:758537040,has_phenotype,pheno:Sacral dimple
icd11:758537040,has_phenotype,pheno:Scoliosis
icd11:758537040,has_phenotype,pheno:Seizure
icd11:758537040,has_phenotype,pheno:Spina bifida occulta
icd11:758537040,has_phenotype,pheno:Strabismus
icd11:758537040,has_phenotype,pheno:Thrombocytopenia
icd11:758537040,has_phenotype,pheno:Toe syndactyly
icd11:758537040,has_phenotype,pheno:Wide mouth
icd11:758537040,has_phenotype,pheno:Agenesis of permanent teeth
icd11:758537040,has_phenotype,pheno:Aplastic anemia
icd11:758537040,has_phenotype,pheno:Autosomal recessive inheritance
icd11:758537040,has_phenotype,pheno:Broad nasal tip
icd11:758537040,has_phenotype,pheno:Carious teeth
icd11:758537040,has_phenotype,pheno:Decreased circulating IgA level
icd11:758537040,has_phenotype,pheno:Decreased circulating IgG level
icd11:758537040,has_phenotype,pheno:Delayed speech and language development
icd11:758537040,has_phenotype,pheno:Episodic vomiting
icd11:758537040,has_phenotype,pheno:Facial asymmetry
icd11:758537040,has_phenotype,pheno:Feeding difficulties in infancy
icd11:758537040,has_phenotype,pheno:Gastroesophageal reflux
icd11:758537040,has_phenotype,pheno:Generalized hypotonia
icd11:758537040,has_phenotype,pheno:High forehead
icd11:758537040,has_phenotype,pheno:High pitched voice
icd11:758537040,has_phenotype,pheno:Hyperactivity
icd11:758537040,has_phenotype,pheno:Hypermetropia
icd11:758537040,has_phenotype,pheno:Hypoplasia of the iris
icd11:758537040,has_phenotype,pheno:Inguinal hernia
icd11:758537040,has_phenotype,pheno:Iris coloboma
icd11:758537040,has_phenotype,pheno:Low-set ears
icd11:758537040,has_phenotype,pheno:Megalocornea
icd11:758537040,has_phenotype,pheno:Microphthalmia
icd11:758537040,has_phenotype,pheno:Muscular hypotonia
icd11:758537040,has_phenotype,pheno:Neuroblastoma
icd11:758537040,has_phenotype,pheno:Otitis media
icd11:758537040,has_phenotype,pheno:Pes planus
icd11:758537040,has_phenotype,pheno:Rod-cone dystrophy
icd11:758537040,has_phenotype,pheno:Short attention span
icd11:758537040,has_phenotype,pheno:Short palpebral fissure
icd11:758537040,has_phenotype,pheno:Small face
icd11:758537040,has_phenotype,pheno:Syndactyly
icd11:758537040,has_phenotype,pheno:Velopharyngeal insufficiency
icd11:758537040,has_phenotype,pheno:Wide nasal bridge
icd11:445808781,has_phenotype,pheno:Abnormality of subcutaneous fat tissue
icd11:445808781,has_phenotype,pheno:Aphasia
icd11:445808781,has_phenotype,pheno:Avascular necrosis of the capital femoral epiphysis
icd11:445808781,has_phenotype,pheno:Coxa valga
icd11:445808781,has_phenotype,pheno:Coxa vara
icd11:445808781,has_phenotype,pheno:Dysphasia
icd11:445808781,has_phenotype,pheno:Echolalia
icd11:445808781,has_phenotype,pheno:Esophagitis
icd11:445808781,has_phenotype,pheno:Excessive wrinkled skin
icd11:445808781,has_phenotype,pheno:Gastroesophageal reflux
icd11:445808781,has_phenotype,pheno:Hiatus hernia
icd11:445808781,has_phenotype,pheno:Hip dislocation
icd11:445808781,has_phenotype,pheno:Hip dysplasia
icd11:445808781,has_phenotype,pheno:Hyperextensible skin
icd11:445808781,has_phenotype,pheno:Joint hyperflexibility
icd11:445808781,has_phenotype,pheno:Joint stiffness
icd11:445808781,has_phenotype,pheno:Muscular hypotonia
icd11:445808781,has_phenotype,pheno:Mutism
icd11:445808781,has_phenotype,pheno:Osteomalacia
icd11:445808781,has_phenotype,pheno:Osteopenia
icd11:445808781,has_phenotype,pheno:Osteoporosis
icd11:445808781,has_phenotype,pheno:Prolonged bleeding time
icd11:445808781,has_phenotype,pheno:Rickets
icd11:445808781,has_phenotype,pheno:Scarring
icd11:445808781,has_phenotype,pheno:Severe short stature
icd11:445808781,has_phenotype,pheno:Thin skin
icd11:445808781,has_phenotype,pheno:Depressed nasal bridge
icd11:445808781,has_phenotype,pheno:Epicanthus
icd11:445808781,has_phenotype,pheno:Femoral hernia
icd11:445808781,has_phenotype,pheno:Inguinal hernia
icd11:445808781,has_phenotype,pheno:Micrognathia
icd11:445808781,has_phenotype,pheno:Retrognathia
icd11:445808781,has_phenotype,pheno:Scoliosis
icd11:445808781,has_phenotype,pheno:Abnormality of primary molar morphology
icd11:445808781,has_phenotype,pheno:Autosomal recessive inheritance
icd11:445808781,has_phenotype,pheno:Blepharochalasis
icd11:445808781,has_phenotype,pheno:Blue sclerae
icd11:445808781,has_phenotype,pheno:Bruising susceptibility
icd11:445808781,has_phenotype,pheno:Delayed closure of the anterior fontanelle
icd11:445808781,has_phenotype,pheno:Downslanted palpebral fissures
icd11:445808781,has_phenotype,pheno:Everted lower lip vermilion
icd11:445808781,has_phenotype,pheno:Fragile skin
icd11:445808781,has_phenotype,pheno:Frontal open bite
icd11:445808781,has_phenotype,pheno:Gingival bleeding
icd11:445808781,has_phenotype,pheno:Gingival hyperkeratosis
icd11:445808781,has_phenotype,pheno:Gingival overgrowth
icd11:445808781,has_phenotype,pheno:Hirsutism
icd11:445808781,has_phenotype,pheno:Hypodontia
icd11:445808781,has_phenotype,pheno:Joint laxity
icd11:445808781,has_phenotype,pheno:Limb undergrowth
icd11:445808781,has_phenotype,pheno:Micromelia
icd11:445808781,has_phenotype,pheno:Motor delay
icd11:445808781,has_phenotype,pheno:Myopia
icd11:445808781,has_phenotype,pheno:Premature birth
icd11:445808781,has_phenotype,pheno:Premature rupture of membranes
icd11:445808781,has_phenotype,pheno:Recurrent mandibular subluxations
icd11:445808781,has_phenotype,pheno:Redundant skin
icd11:445808781,has_phenotype,pheno:Short phalanx of finger
icd11:445808781,has_phenotype,pheno:Short stature
icd11:445808781,has_phenotype,pheno:Short toe
icd11:445808781,has_phenotype,"pheno:Soft, doughy skin"
icd11:445808781,has_phenotype,pheno:Spontaneous neonatal pneumothorax
icd11:445808781,has_phenotype,pheno:Thick vermilion border
icd11:445808781,has_phenotype,pheno:Umbilical hernia
icd11:445808781,has_phenotype,pheno:Wide anterior fontanel
icd11:612149960,has_phenotype,pheno:Abnormality of the nail
icd11:612149960,has_phenotype,pheno:Acanthosis nigricans
icd11:612149960,has_phenotype,pheno:Autosomal dominant inheritance
icd11:612149960,has_phenotype,pheno:Cranial hyperostosis
icd11:612149960,has_phenotype,pheno:Ectodermal dysplasia
icd11:612149960,has_phenotype,pheno:Hypodontia
icd11:612149960,has_phenotype,pheno:Hypoplastic pilosebaceous units
icd11:612149960,has_phenotype,pheno:Hypoplastic sweat glands
icd11:612149960,has_phenotype,pheno:Natal tooth
icd11:612149960,has_phenotype,pheno:Oligodontia
icd11:612149960,has_phenotype,pheno:Relative macrocephaly
icd11:612149960,has_phenotype,pheno:Short stature
icd11:612149960,has_phenotype,pheno:Slow-growing scalp hair
icd11:612149960,has_phenotype,pheno:Sparse and thin eyebrow
icd11:612149960,has_phenotype,pheno:Sparse eyelashes
icd11:612149960,has_phenotype,pheno:Sparse scalp hair
icd11:1746934910,has_phenotype,pheno:Abnormal hair quantity
icd11:1746934910,has_phenotype,pheno:Bilateral single transverse palmar creases
icd11:1746934910,has_phenotype,pheno:Calvarial skull defect
icd11:1746934910,has_phenotype,pheno:Lymphedema
icd11:1746934910,has_phenotype,pheno:Clinodactyly of the 5th finger
icd11:1746934910,has_phenotype,pheno:Decreased circulating antibody level
icd11:1746934910,has_phenotype,pheno:Hypoproteinemia
icd11:1746934910,has_phenotype,pheno:Lymphopenia
icd11:1746934910,has_phenotype,pheno:Malabsorption
icd11:1746934910,has_phenotype,pheno:Abnormal bleeding
icd11:1746934910,has_phenotype,pheno:Abnormality of coagulation
icd11:1746934910,has_phenotype,pheno:Chorioretinal coloboma
icd11:1746934910,has_phenotype,pheno:Myopia
icd11:1746934910,has_phenotype,pheno:Abnormality of the paranasal sinuses
icd11:1746934910,has_phenotype,pheno:Aplasia cutis congenita over the scalp vertex
icd11:1746934910,has_phenotype,pheno:Autosomal recessive inheritance
icd11:1746934910,has_phenotype,pheno:Generalized edema
icd11:1746934910,has_phenotype,pheno:Intestinal lymphangiectasia
icd11:1761652827,has_phenotype,pheno:Abnormality of vision
icd11:1761652827,has_phenotype,pheno:Aminoaciduria
icd11:1761652827,has_phenotype,pheno:Arthralgia
icd11:1761652827,has_phenotype,pheno:Blue sclerae
icd11:1761652827,has_phenotype,pheno:Calcification of cartilage
icd11:1761652827,has_phenotype,pheno:Coronary artery calcification
icd11:1761652827,has_phenotype,pheno:Hearing abnormality
icd11:1761652827,has_phenotype,pheno:Intervertebral disk calcification
icd11:1761652827,has_phenotype,pheno:Irregular hyperpigmentation
icd11:1761652827,has_phenotype,pheno:Joint dislocation
icd11:1761652827,has_phenotype,pheno:Joint stiffness
icd11:1761652827,has_phenotype,pheno:Joint swelling
icd11:1761652827,has_phenotype,pheno:Osteoarthritis
icd11:1761652827,has_phenotype,pheno:Abnormality of the nail
icd11:1761652827,has_phenotype,pheno:Abnormality of the nose
icd11:1761652827,has_phenotype,pheno:Aortic valve calcification
icd11:1761652827,has_phenotype,pheno:Cartilage destruction
icd11:1761652827,has_phenotype,pheno:Mitral valve calcification
icd11:1761652827,has_phenotype,pheno:Nephrolithiasis
icd11:1761652827,has_phenotype,pheno:Prostatitis
icd11:1761652827,has_phenotype,pheno:Tendon rupture
icd11:1761652827,has_phenotype,pheno:Thickened Achilles tendon
icd11:1761652827,has_phenotype,pheno:Atherosclerosis
icd11:1761652827,has_phenotype,pheno:Hypertension
icd11:1761652827,has_phenotype,pheno:Myocardial infarction
icd11:1761652827,has_phenotype,pheno:Reduced bone mineral density
icd11:1761652827,has_phenotype,pheno:Abnormality of metabolism/homeostasis
icd11:1761652827,has_phenotype,pheno:Abnormality of the ear
icd11:1761652827,has_phenotype,pheno:Abnormality of the urinary system
icd11:1761652827,has_phenotype,pheno:Aortic aneurysm
icd11:1761652827,has_phenotype,pheno:Arthritis
icd11:1761652827,has_phenotype,pheno:Arthropathy
icd11:1761652827,has_phenotype,pheno:Autosomal recessive inheritance
icd11:1761652827,has_phenotype,pheno:Back pain
icd11:1761652827,has_phenotype,pheno:Growth abnormality
icd11:1761652827,has_phenotype,pheno:Intervertebral disc degeneration
icd11:1761652827,has_phenotype,pheno:Kyphosis
icd11:1761652827,has_phenotype,pheno:Pigmentation of the sclera
icd11:1761652827,has_phenotype,pheno:Vertebral fusion
icd11:1981283512,has_phenotype,pheno:Aplasia/Hypoplasia of the skin
icd11:1981283512,has_phenotype,pheno:Hyperkeratosis
icd11:1981283512,has_phenotype,pheno:Porokeratosis
icd11:1981283512,has_phenotype,pheno:Cutaneous photosensitivity
icd11:1981283512,has_phenotype,pheno:Neoplasm of the skin
icd11:1981283512,has_phenotype,pheno:Pruritus
icd11:1981283512,has_phenotype,pheno:Abnormality of chromosome stability
icd11:1981283512,has_phenotype,pheno:Autosomal dominant inheritance
icd11:1981283512,has_phenotype,pheno:Middle age onset
icd11:1981283512,has_phenotype,pheno:Parakeratosis
icd11:1952122675,has_phenotype,pheno:Erythema
icd11:1952122675,has_phenotype,pheno:Hyperpigmentation of the skin
icd11:1952122675,has_phenotype,pheno:Pustule
icd11:1952122675,has_phenotype,pheno:Pruritus
icd11:1952122675,has_phenotype,pheno:Hyperthyroidism
icd11:1952122675,has_phenotype,pheno:Hypothyroidism
icd11:1952122675,has_phenotype,pheno:Increased circulating antibody level
icd11:1952122675,has_phenotype,pheno:Multiple myeloma
icd11:1952122675,has_phenotype,pheno:Rheumatoid arthritis
icd11:1952122675,has_phenotype,pheno:Systemic lupus erythematosus
icd11:969253189,has_phenotype,pheno:Abnormal pigmentation of the oral mucosa
icd11:969253189,has_phenotype,pheno:Gastrointestinal carcinoma
icd11:969253189,has_phenotype,pheno:Multiple lentigines
icd11:969253189,has_phenotype,pheno:Gastrointestinal hemorrhage
icd11:969253189,has_phenotype,pheno:Abdominal pain
icd11:969253189,has_phenotype,pheno:Abnormality of the gallbladder
icd11:969253189,has_phenotype,pheno:Abnormality of the ureter
icd11:969253189,has_phenotype,pheno:Anemia
icd11:969253189,has_phenotype,pheno:Biliary tract neoplasm
icd11:969253189,has_phenotype,pheno:Breast carcinoma
icd11:969253189,has_phenotype,pheno:Cervix cancer
icd11:969253189,has_phenotype,pheno:Enlarged polycystic ovaries
icd11:969253189,has_phenotype,pheno:Esophageal neoplasm
icd11:969253189,has_phenotype,pheno:Gastrointestinal infarctions
icd11:969253189,has_phenotype,pheno:Intestinal obstruction
icd11:969253189,has_phenotype,pheno:Melanonychia
icd11:969253189,has_phenotype,pheno:Multiple renal cysts
icd11:969253189,has_phenotype,pheno:Nasal polyposis
icd11:969253189,has_phenotype,pheno:Neoplasm of the colon
icd11:969253189,has_phenotype,pheno:Neoplasm of the lung
icd11:969253189,has_phenotype,pheno:Neoplasm of the nose
icd11:969253189,has_phenotype,pheno:Neoplasm of the rectum
icd11:969253189,has_phenotype,pheno:Neoplasm of the small intestine
icd11:969253189,has_phenotype,pheno:Pancreatic adenocarcinoma
icd11:969253189,has_phenotype,pheno:Rectal prolapse
icd11:969253189,has_phenotype,pheno:Renal cell carcinoma
icd11:969253189,has_phenotype,pheno:Stomach cancer
icd11:969253189,has_phenotype,pheno:Vomiting
icd11:969253189,has_phenotype,pheno:Autosomal dominant inheritance
icd11:969253189,has_phenotype,pheno:Biliary tract abnormality
icd11:969253189,has_phenotype,pheno:Bladder polyp
icd11:969253189,has_phenotype,pheno:Clubbing
icd11:969253189,has_phenotype,pheno:Clubbing of fingers
icd11:969253189,has_phenotype,pheno:Gynecomastia
icd11:969253189,has_phenotype,pheno:Hamartomatous polyposis
icd11:969253189,has_phenotype,pheno:Hypermelanotic macule
icd11:969253189,has_phenotype,pheno:Intestinal bleeding
icd11:969253189,has_phenotype,pheno:Intussusception
icd11:969253189,has_phenotype,pheno:Iron deficiency anemia
icd11:969253189,has_phenotype,pheno:Labial melanotic macule
icd11:969253189,has_phenotype,pheno:Neoplasm of the pancreas
icd11:969253189,has_phenotype,pheno:Oral melanotic macule
icd11:969253189,has_phenotype,pheno:Ovarian cyst
icd11:969253189,has_phenotype,pheno:Precocious puberty with Sertoli cell tumor
icd11:969253189,has_phenotype,pheno:Uterine neoplasm
icd11:1466487054,has_phenotype,pheno:Dry skin
icd11:1466487054,has_phenotype,pheno:Hyperkeratosis
icd11:1466487054,has_phenotype,pheno:Hypohidrosis
icd11:1466487054,has_phenotype,pheno:Ichthyosis
icd11:1466487054,has_phenotype,pheno:Attention deficit hyperactivity disorder
icd11:1466487054,has_phenotype,pheno:Opacification of the corneal stroma
icd11:1466487054,has_phenotype,pheno:Autism
icd11:1466487054,has_phenotype,pheno:Cryptorchidism
icd11:1466487054,has_phenotype,pheno:Neurological speech impairment
icd11:1466487054,has_phenotype,pheno:Abnormality of metabolism/homeostasis
icd11:1466487054,has_phenotype,pheno:Congenital ichthyosiform erythroderma
icd11:1466487054,has_phenotype,pheno:Neoplasm
icd11:1466487054,has_phenotype,pheno:X-linked recessive inheritance
icd11:895541233,has_phenotype,pheno:Congenital ichthyosiform erythroderma
icd11:895541233,has_phenotype,pheno:Depressed nasal ridge
icd11:895541233,has_phenotype,pheno:Ectropion
icd11:895541233,has_phenotype,pheno:Hearing abnormality
icd11:895541233,has_phenotype,pheno:Hyperkeratosis
icd11:895541233,has_phenotype,pheno:Recurrent respiratory infections
icd11:895541233,has_phenotype,pheno:Eclabion
icd11:895541233,has_phenotype,pheno:Erythroderma
icd11:895541233,has_phenotype,pheno:Limitation of joint mobility
icd11:895541233,has_phenotype,pheno:Cataract
icd11:895541233,has_phenotype,pheno:Dehydration
icd11:895541233,has_phenotype,pheno:Foot polydactyly
icd11:895541233,has_phenotype,pheno:Hand polydactyly
icd11:895541233,has_phenotype,pheno:Malignant hyperthermia
icd11:895541233,has_phenotype,pheno:Respiratory insufficiency
icd11:895541233,has_phenotype,pheno:Self-injurious behavior
icd11:895541233,has_phenotype,pheno:Sudden cardiac death
icd11:895541233,has_phenotype,pheno:Autosomal recessive inheritance
icd11:895541233,has_phenotype,pheno:Everted lower lip vermilion
icd11:895541233,has_phenotype,pheno:Premature birth
icd11:895541233,has_phenotype,pheno:Proptosis
icd11:895541233,has_phenotype,pheno:Rigidity
icd11:895541233,has_phenotype,pheno:Short finger
icd11:168952525,has_phenotype,pheno:Abnormal platelet morphology
icd11:168952525,has_phenotype,pheno:Bruising susceptibility
icd11:168952525,has_phenotype,pheno:Chronic diarrhea
icd11:168952525,has_phenotype,pheno:Chronic otitis media
icd11:168952525,has_phenotype,pheno:Chronic pulmonary obstruction
icd11:168952525,has_phenotype,pheno:Fever
icd11:168952525,has_phenotype,pheno:Immunodeficiency
icd11:168952525,has_phenotype,pheno:Lymphopenia
icd11:168952525,has_phenotype,pheno:Prolonged bleeding time
icd11:168952525,has_phenotype,pheno:Recurrent respiratory infections
icd11:168952525,has_phenotype,pheno:Sinusitis
icd11:168952525,has_phenotype,pheno:Spontaneous hematomas
icd11:168952525,has_phenotype,pheno:Thrombocytopenia
icd11:168952525,has_phenotype,pheno:Abnormal eosinophil morphology
icd11:168952525,has_phenotype,pheno:Autoimmunity
icd11:168952525,has_phenotype,pheno:Dyspnea
icd11:168952525,has_phenotype,pheno:Fatigue
icd11:168952525,has_phenotype,pheno:Hematemesis
icd11:168952525,has_phenotype,pheno:Hematochezia
icd11:168952525,has_phenotype,pheno:Hemolytic anemia
icd11:168952525,has_phenotype,pheno:Inflammation of the large intestine
icd11:168952525,has_phenotype,pheno:Microcytic anemia
icd11:168952525,has_phenotype,pheno:Petechiae
icd11:168952525,has_phenotype,pheno:Specific learning disability
icd11:168952525,has_phenotype,pheno:Abnormal platelet function
icd11:168952525,has_phenotype,pheno:Abnormality of the menstrual cycle
icd11:168952525,has_phenotype,pheno:Acute leukemia
icd11:168952525,has_phenotype,pheno:Arthritis
icd11:168952525,has_phenotype,pheno:Blepharitis
icd11:168952525,has_phenotype,pheno:Chest pain
icd11:168952525,has_phenotype,pheno:Chronic leukemia
icd11:168952525,has_phenotype,pheno:Conjunctivitis
icd11:168952525,has_phenotype,pheno:Eczema
icd11:168952525,has_phenotype,pheno:Epistaxis
icd11:168952525,has_phenotype,pheno:Gingival bleeding
icd11:168952525,has_phenotype,pheno:Glomerulopathy
icd11:168952525,has_phenotype,pheno:Hyperostosis
icd11:168952525,has_phenotype,pheno:Hypoplasia of the thymus
icd11:168952525,has_phenotype,pheno:Intracranial hemorrhage
icd11:168952525,has_phenotype,pheno:Keratitis
icd11:168952525,has_phenotype,pheno:Lymphoma
icd11:168952525,has_phenotype,pheno:Meningitis
icd11:168952525,has_phenotype,pheno:Nephropathy
icd11:168952525,has_phenotype,pheno:Neutropenia
icd11:168952525,has_phenotype,pheno:Peripheral neuropathy
icd11:168952525,has_phenotype,pheno:Recurrent intrapulmonary hemorrhage
icd11:168952525,has_phenotype,pheno:Sepsis
icd11:168952525,has_phenotype,pheno:Skin ulcer
icd11:168952525,has_phenotype,pheno:Sudden cardiac death
icd11:168952525,has_phenotype,pheno:Urticaria
icd11:168952525,has_phenotype,pheno:Vasculitis
icd11:168952525,has_phenotype,pheno:Abnormal delayed hypersensitivity skin test
